bookingId,airbnbHostId,listingId,amenitiesId,airbnbPropertyId,reviewId,checkInOutId,locationId,pricingId,occupancyRateLtm,numberOfBookingsLtm,numberOfBookingsLtmObservedMonth,countBlockedDaysLtm,instantBookEnabled,countReservationDaysLtm,countavailableDaysLtm,annualRevenueLtmUSD,annualRevenueLtmNative
LOSBOK4,8639323,LOSLIS4,LOSAMT4,10042945,LOSREV4,LOSCHK4,LOSLOC4,LOSPRC4,34,0,-10,340,FALSE,7,25,1658,1658
LOSBOK83,201589300,LOSLIS83,LOSAMT83,46009005,LOSREV83,LOSCHK83,LOSLOC83,LOSPRC83,66,43,40,13,TRUE,193,352,29709,29709
LOSBOK194,161489684,LOSLIS194,LOSAMT194,37016015,LOSREV194,LOSCHK194,LOSLOC194,LOSPRC194,20,37,34,64,TRUE,49,301,18602,18602
LOSBOK3,4612021,LOSLIS3,LOSAMT3,20805403,LOSREV3,LOSCHK3,LOSLOC3,LOSPRC3,62,3,0,330,TRUE,18,35,1990,1990
LOSBOK360,198968102,LOSLIS360,LOSAMT360,27462291,LOSREV360,LOSCHK360,LOSLOC360,LOSPRC360,57,3,0,308,FALSE,27,57,1762,1762
LOSBOK79,49971616,LOSLIS79,LOSAMT79,19160343,LOSREV79,LOSCHK79,LOSLOC79,LOSPRC79,100,37,34,24,FALSE,296,341,105064,105064
LOSBOK236,24116162,LOSLIS236,LOSAMT236,50086941,LOSREV236,LOSCHK236,LOSLOC236,LOSPRC236,16,1,-9,190,FALSE,23,175,18450,18450
LOSBOK246,421243,LOSLIS246,LOSAMT246,38211982,LOSREV246,LOSCHK246,LOSLOC246,LOSPRC246,77,3,0,214,FALSE,97,151,66210,66210
LOSBOK115,432554847,LOSLIS115,LOSAMT115,53421867,LOSREV115,LOSCHK115,LOSLOC115,LOSPRC115,60,43,42,93,TRUE,145,272,28244,28244
LOSBOK371,4955218,LOSLIS371,LOSAMT371,48147819,LOSREV371,LOSCHK371,LOSLOC371,LOSPRC371,78,46,43,51,FALSE,203,314,71791,71791
LOSBOK345,304857670,LOSLIS345,LOSAMT345,52156557,LOSREV345,LOSCHK345,LOSLOC345,LOSPRC345,33,0,2,365,FALSE,0,0,2752,2752
LOSBOK391,23118355,LOSLIS391,LOSAMT391,51236982,LOSREV391,LOSCHK391,LOSLOC391,LOSPRC391,41,22,19,148,FALSE,75,217,60783,60783
LOSBOK242,19267387,LOSLIS242,LOSAMT242,3795794,LOSREV242,LOSCHK242,LOSLOC242,LOSPRC242,100,2,-1,354,TRUE,10,11,1505,1505
LOSBOK63,16595056,LOSLIS63,LOSAMT63,45569436,LOSREV63,LOSCHK63,LOSLOC63,LOSPRC63,83,78,75,58,TRUE,213,307,38180,38180
LOSBOK140,2451422,LOSLIS140,LOSAMT140,1054981,LOSREV140,LOSCHK140,LOSLOC140,LOSPRC140,65,1,-2,304,FALSE,33,61,17617,17617
LOSBOK328,211786,LOSLIS328,LOSAMT328,9630053,LOSREV328,LOSCHK328,LOSLOC328,LOSPRC328,100,65,62,43,FALSE,309,322,47355,47355
LOSBOK364,6780040,LOSLIS364,LOSAMT364,1243943,LOSREV364,LOSCHK364,LOSLOC364,LOSPRC364,96,1,-2,304,FALSE,49,61,31655,31655
LOSBOK7,426431415,LOSLIS7,LOSAMT7,52679460,LOSREV7,LOSCHK7,LOSLOC7,LOSPRC7,17,1,-9,323,TRUE,6,42,1107,1107
LOSBOK29,391180079,LOSLIS29,LOSAMT29,48471096,LOSREV29,LOSCHK29,LOSLOC29,LOSPRC29,60,26,23,34,TRUE,165,331,106685,106685
LOSBOK378,32438452,LOSLIS378,LOSAMT378,42540519,LOSREV378,LOSCHK378,LOSLOC378,LOSPRC378,68,0,-1,364,TRUE,1,1,2546,2546
LOSBOK33,1180987,LOSLIS33,LOSAMT33,226517,LOSREV33,LOSCHK33,LOSLOC33,LOSPRC33,71,2,-1,289,TRUE,45,76,2049,2049
LOSBOK404,2287711,LOSLIS404,LOSAMT404,30015045,LOSREV404,LOSCHK404,LOSLOC404,LOSPRC404,36,3,0,308,TRUE,17,57,3062,3062
LOSBOK229,382900463,LOSLIS229,LOSAMT229,50380164,LOSREV229,LOSCHK229,LOSLOC229,LOSPRC229,69,51,48,31,TRUE,191,334,47897,47897
LOSBOK485,434419288,LOSLIS485,LOSAMT485,5.52972E+17,LOSREV485,LOSCHK485,LOSLOC485,LOSPRC485,56,3,2,305,FALSE,28,60,4570,4570
LOSBOK293,43638731,LOSLIS293,LOSAMT293,39300364,LOSREV293,LOSCHK293,LOSLOC293,LOSPRC293,64,28,25,160,FALSE,110,205,32670,32670
LOSBOK304,4955218,LOSLIS304,LOSAMT304,53131609,LOSREV304,LOSCHK304,LOSLOC304,LOSPRC304,64,20,17,41,FALSE,173,324,56624,56624
LOSBOK186,1497543,LOSLIS186,LOSAMT186,288061,LOSREV186,LOSCHK186,LOSLOC186,LOSPRC186,68,2,-1,293,FALSE,41,72,1958,1958
LOSBOK60,138820503,LOSLIS60,LOSAMT60,40679795,LOSREV60,LOSCHK60,LOSLOC60,LOSPRC60,81,4,1,188,TRUE,120,177,25899,25899
LOSBOK36,242192495,LOSLIS36,LOSAMT36,33917382,LOSREV36,LOSCHK36,LOSLOC36,LOSPRC36,54,33,30,90,FALSE,124,275,29750,29750
LOSBOK389,14711333,LOSLIS389,LOSAMT389,23547672,LOSREV389,LOSCHK389,LOSLOC389,LOSPRC389,77,47,44,102,TRUE,169,263,15391,15391
LOSBOK442,45675130,LOSLIS442,LOSAMT442,53454903,LOSREV442,LOSCHK442,LOSLOC442,LOSPRC442,51,21,18,7,FALSE,151,358,40624,40624
LOSBOK88,21751820,LOSLIS88,LOSAMT88,6292624,LOSREV88,LOSCHK88,LOSLOC88,LOSPRC88,100,55,49,301,TRUE,52,64,21260,21260
LOSBOK81,391000211,LOSLIS81,LOSAMT81,48445435,LOSREV81,LOSCHK81,LOSLOC81,LOSPRC81,76,19,16,135,TRUE,145,230,25612,25612
LOSBOK429,4441750,LOSLIS429,LOSAMT429,44343952,LOSREV429,LOSCHK429,LOSLOC429,LOSPRC429,9,0,-3,337,TRUE,2,28,325,325
LOSBOK482,73236480,LOSLIS482,LOSAMT482,18194568,LOSREV482,LOSCHK482,LOSLOC482,LOSPRC482,50,4,1,305,TRUE,25,60,7440,7440
LOSBOK259,12009571,LOSLIS259,LOSAMT259,30105493,LOSREV259,LOSCHK259,LOSLOC259,LOSPRC259,100,160,157,0,TRUE,311,365,67845,67845
LOSBOK492,514419470,LOSLIS492,LOSAMT492,8.89949E+17,LOSREV492,LOSCHK492,LOSLOC492,LOSPRC492,79,21,18,219,FALSE,96,146,28489,28489
LOSBOK352,101537031,LOSLIS352,LOSAMT352,15718452,LOSREV352,LOSCHK352,LOSLOC352,LOSPRC352,52,2,-1,286,FALSE,34,79,3463,3463
LOSBOK161,50148,LOSLIS161,LOSAMT161,19549802,LOSREV161,LOSCHK161,LOSLOC161,LOSPRC161,60,1,-9,317,FALSE,24,48,1997,1997
LOSBOK17,13856090,LOSLIS17,LOSAMT17,11676081,LOSREV17,LOSCHK17,LOSLOC17,LOSPRC17,70,3,0,353,TRUE,7,12,3186,3186
LOSBOK339,13061520,LOSLIS339,LOSAMT339,10273955,LOSREV339,LOSCHK339,LOSLOC339,LOSPRC339,100,52,49,138,TRUE,194,227,24978,24978
LOSBOK477,13856777,LOSLIS477,LOSAMT477,49285300,LOSREV477,LOSCHK477,LOSLOC477,LOSPRC477,87,42,39,124,FALSE,175,241,23068,23068
LOSBOK210,10035468,LOSLIS210,LOSAMT210,44574616,LOSREV210,LOSCHK210,LOSLOC210,LOSPRC210,39,15,12,85,TRUE,90,280,47935,47935
LOSBOK443,39826194,LOSLIS443,LOSAMT443,7594667,LOSREV443,LOSCHK443,LOSLOC443,LOSPRC443,100,64,61,44,FALSE,268,321,61615,61615
LOSBOK64,141791329,LOSLIS64,LOSAMT64,45673360,LOSREV64,LOSCHK64,LOSLOC64,LOSPRC64,100,41,38,106,FALSE,223,259,33974,33974
LOSBOK12,706094,LOSLIS12,LOSAMT12,934488,LOSREV12,LOSCHK12,LOSLOC12,LOSPRC12,100,1,-2,304,FALSE,52,61,16926,16926
LOSBOK251,8170759,LOSLIS251,LOSAMT251,43500768,LOSREV251,LOSCHK251,LOSLOC251,LOSPRC251,98,2,-1,258,FALSE,87,107,11635,11635
LOSBOK74,114749851,LOSLIS74,LOSAMT74,34477334,LOSREV74,LOSCHK74,LOSLOC74,LOSPRC74,70,67,64,12,FALSE,205,353,90797,90797
LOSBOK128,164165289,LOSLIS128,LOSAMT128,22486691,LOSREV128,LOSCHK128,LOSLOC128,LOSPRC128,100,44,41,112,TRUE,235,253,58641,58641
LOSBOK114,837146,LOSLIS114,LOSAMT114,7954065,LOSREV114,LOSCHK114,LOSLOC114,LOSPRC114,19,1,-2,362,FALSE,2,3,1174,1174
LONBOK331,448767922,LONLIS331,LONAMT331,6.91187E+17,LONREV331,LONCHK331,LONLOC331,LONPRC331,26,0,-2,351,FALSE,3,14,968,764.7
LONBOK78,170334560,LONLIS78,LONAMT78,27478260,LONREV78,LONCHK78,LONLOC78,LONPRC78,100,1,-1,306,FALSE,55,59,14750,11652.5
LONBOK167,50763453,LONLIS167,LONAMT167,7.45596E+17,LONREV167,LONCHK167,LONLOC167,LONPRC167,84,27,25,177,FALSE,131,188,69169,54643.5
LONBOK175,44324490,LONLIS175,LONAMT175,7.76133E+17,LONREV175,LONCHK175,LONLOC175,LONPRC175,59,6,0,290,FALSE,37,75,11505,9089
LONBOK435,44156022,LONLIS435,LONAMT435,9.812E+17,LONREV435,LONCHK435,LONLOC435,LONPRC435,100,0,0,355,FALSE,10,10,2550,2014.5
LONBOK255,449589956,LONLIS255,LONAMT255,5.8954E+17,LONREV255,LONCHK255,LONLOC255,LONPRC255,51,1,-2,358,FALSE,3,7,618,488.2
LONBOK93,44049207,LONLIS93,LONAMT93,39864254,LONREV93,LONCHK93,LONLOC93,LONPRC93,55,0,6,365,FALSE,0,0,1016,802.6
LONBOK279,455151385,LONLIS279,LONAMT279,7.86616E+17,LONREV279,LONCHK279,LONLOC279,LONPRC279,55,0,-1,343,FALSE,10,22,4308,3403.3
LONBOK252,187648693,LONLIS252,LONAMT252,24821518,LONREV252,LONCHK252,LONLOC252,LONPRC252,29,8,2,237,FALSE,31,128,5056,3994.2
LONBOK91,461327353,LONLIS91,LONAMT91,8.98991E+17,LONREV91,LONCHK91,LONLOC91,LONPRC91,17,0,-1,307,FALSE,8,58,3254,2570.7
LONBOK45,89403275,LONLIS45,LONAMT45,7.56523E+17,LONREV45,LONCHK45,LONLOC45,LONPRC45,98,8,5,316,FALSE,40,49,9412,7435.5
LONBOK332,108818689,LONLIS332,LONAMT332,16538391,LONREV332,LONCHK332,LONLOC332,LONPRC332,100,5,5,364,FALSE,1,1,1889,1492.3
LONBOK385,6775243,LONLIS385,LONAMT385,9.31142E+17,LONREV385,LONCHK385,LONLOC385,LONPRC385,17,0,0,336,FALSE,4,29,909,718.1
LONBOK499,327406610,LONLIS499,LONAMT499,49091345,LONREV499,LONCHK499,LONLOC499,LONPRC499,49,2,-2,333,TRUE,20,32,22588,17844.5
LONBOK80,1432477,LONLIS80,LONAMT80,52548094,LONREV80,LONCHK80,LONLOC80,LONPRC80,100,2,1,362,TRUE,1,3,5137,4058.2
LONBOK319,17783564,LONLIS319,LONAMT319,8.35345E+17,LONREV319,LONCHK319,LONLOC319,LONPRC319,26,0,-1,350,FALSE,3,15,925,730.8
LONBOK495,492234632,LONLIS495,LONAMT495,8.76105E+17,LONREV495,LONCHK495,LONLOC495,LONPRC495,65,4,3,283,FALSE,44,82,8845,6987.6
LONBOK174,192253183,LONLIS174,LONAMT174,6.25013E+17,LONREV174,LONCHK174,LONLOC174,LONPRC174,79,10,8,214,FALSE,99,151,86485,68323.2
LONBOK459,334238764,LONLIS459,LONAMT459,45808765,LONREV459,LONCHK459,LONLOC459,LONPRC459,30,0,10,361,TRUE,1,4,196,154.8
LONBOK366,89355192,LONLIS366,LONAMT366,8.9144E+17,LONREV366,LONCHK366,LONLOC366,LONPRC366,94,7,6,273,FALSE,72,92,10778,8514.6
LONBOK365,1343564,LONLIS365,LONAMT365,53215051,LONREV365,LONCHK365,LONLOC365,LONPRC365,94,12,11,287,FALSE,62,78,24854,19634.7
LONBOK17,156760245,LONLIS17,LONAMT17,23879021,LONREV17,LONCHK17,LONLOC17,LONPRC17,100,1,-2,365,FALSE,0,0,1974,1559.5
LONBOK209,143875580,LONLIS209,LONAMT209,6.02715E+17,LONREV209,LONCHK209,LONLOC209,LONPRC209,51,32,30,268,FALSE,41,97,16869,13326.5
LONBOK418,2125620,LONLIS418,LONAMT418,38833504,LONREV418,LONCHK418,LONLOC418,LONPRC418,85,15,13,247,TRUE,84,118,23819,18817
LONBOK442,462017325,LONLIS442,LONAMT442,9.19702E+17,LONREV442,LONCHK442,LONLOC442,LONPRC442,100,0,0,361,FALSE,4,4,2048,1617.9
LONBOK333,161543416,LONLIS333,LONAMT333,22156211,LONREV333,LONCHK333,LONLOC333,LONPRC333,100,59,58,164,FALSE,177,201,53352,42148.1
LONBOK127,405872207,LONLIS127,LONAMT127,6.78897E+17,LONREV127,LONCHK127,LONLOC127,LONPRC127,76,0,-3,346,FALSE,12,19,1242,981.2
LONBOK105,97004315,LONLIS105,LONAMT105,23545593,LONREV105,LONCHK105,LONLOC105,LONPRC105,65,0,5,354,FALSE,6,11,786,620.9
LONBOK496,214524426,LONLIS496,LONAMT496,6.92756E+17,LONREV496,LONCHK496,LONLOC496,LONPRC496,20,0,-2,359,FALSE,1,6,124,98
LONBOK192,34673665,LONLIS192,LONAMT192,6830188,LONREV192,LONCHK192,LONLOC192,LONPRC192,51,1,-2,351,FALSE,6,14,886,699.9
LONBOK184,504594505,LONLIS184,LONAMT184,8.50613E+17,LONREV184,LONCHK184,LONLOC184,LONPRC184,57,4,2,259,FALSE,50,106,13172,10405.9
LONBOK4,12122942,LONLIS4,LONAMT4,6497782,LONREV4,LONCHK4,LONLOC4,LONPRC4,36,2,0,355,FALSE,3,10,174,137.5
LONBOK358,211074697,LONLIS358,LONAMT358,8.48585E+17,LONREV358,LONCHK358,LONLOC358,LONPRC358,81,9,8,285,FALSE,53,80,14654,11576.7
LONBOK378,299110291,LONLIS378,LONAMT378,39125964,LONREV378,LONCHK378,LONLOC378,LONPRC378,61,0,2,339,TRUE,3,26,8553,6756.9
LONBOK430,1024833,LONLIS430,LONAMT430,5.76831E+17,LONREV430,LONCHK430,LONLOC430,LONPRC430,65,3,-2,354,FALSE,6,11,908,717.3
LONBOK488,163845619,LONLIS488,LONAMT488,53515434,LONREV488,LONCHK488,LONLOC488,LONPRC488,86,0,9,358,TRUE,5,7,289,228.3
LONBOK345,30204435,LONLIS345,LONAMT345,21560124,LONREV345,LONCHK345,LONLOC345,LONPRC345,10,0,3,341,FALSE,2,24,233,184.1
LONBOK443,451494136,LONLIS443,LONAMT443,7.60216E+17,LONREV443,LONCHK443,LONLOC443,LONPRC443,36,6,4,256,FALSE,33,109,12753,10074.9
LONBOK138,32750341,LONLIS138,LONAMT138,9.18748E+17,LONREV138,LONCHK138,LONLOC138,LONPRC138,100,0,0,306,FALSE,56,59,14927,11792.3
LONBOK291,137977628,LONLIS291,LONAMT291,9.36766E+17,LONREV291,LONCHK291,LONLOC291,LONPRC291,100,2,1,318,FALSE,40,47,7943,6275
LONBOK248,211281147,LONLIS248,LONAMT248,7.28182E+17,LONREV248,LONCHK248,LONLOC248,LONPRC248,60,0,-1,347,FALSE,9,18,799,631.2
LONBOK422,1504322,LONLIS422,LONAMT422,38320911,LONREV422,LONCHK422,LONLOC422,LONPRC422,98,41,34,203,FALSE,131,162,75920,59976.8
LONBOK196,497719474,LONLIS196,LONAMT196,8.26789E+17,LONREV196,LONCHK196,LONLOC196,LONPRC196,57,9,8,244,FALSE,57,121,8276,6538
LONBOK293,960024,LONLIS293,LONAMT293,14017652,LONREV293,LONCHK293,LONLOC293,LONPRC293,53,5,3,275,FALSE,40,90,6487,5124.7
LONBOK482,3875323,LONLIS482,LONAMT482,26349742,LONREV482,LONCHK482,LONLOC482,LONPRC482,100,0,-1,361,FALSE,4,4,2848,2249.9
LONBOK313,199931761,LONLIS313,LONAMT313,26655430,LONREV313,LONCHK313,LONLOC313,LONPRC313,30,0,5,361,FALSE,1,4,73,57.7
LONBOK74,512328140,LONLIS74,LONAMT74,8.80458E+17,LONREV74,LONCHK74,LONLOC74,LONPRC74,69,5,3,261,FALSE,60,104,17007,13435.5
LONBOK436,228928499,LONLIS436,LONAMT436,8.36803E+17,LONREV436,LONCHK436,LONLOC436,LONPRC436,38,1,-1,330,FALSE,11,35,2713,2143.3
LONBOK440,295373543,LONLIS440,LONAMT440,38661134,LONREV440,LONCHK440,LONLOC440,LONPRC440,43,0,6,365,FALSE,0,0,969,765.5
LONBOK321,115634761,LONLIS321,LONAMT321,17183129,LONREV321,LONCHK321,LONLOC321,LONPRC321,26,0,-3,333,FALSE,7,32,1905,1505
MIABOK485,220427695,MIALIS485,MIAAMT485,46315995,MIAREV485,MIACHK485,MIALOC485,MIAPRC485,87,37,34,58,FALSE,223,307,34682,34682
MIABOK190,367656404,MIALIS190,MIAAMT190,49655668,MIAREV190,MIACHK190,MIALOC190,MIAPRC190,94,70,67,15,TRUE,273,350,97230,97230
MIABOK218,320684118,MIALIS218,MIAAMT218,41045448,MIAREV218,MIACHK218,MIALOC218,MIAPRC218,53,7,4,279,TRUE,38,86,11351,11351
MIABOK340,57321196,MIALIS340,MIAAMT340,11046167,MIAREV340,MIACHK340,MIALOC340,MIAPRC340,35,6,3,246,FALSE,35,119,10363,10363
MIABOK117,113089524,MIALIS117,MIAAMT117,18237694,MIAREV117,MIACHK117,MIALOC117,MIAPRC117,33,20,17,189,TRUE,48,176,15055,15055
MIABOK156,51534359,MIALIS156,MIAAMT156,10039534,MIAREV156,MIACHK156,MIALOC156,MIAPRC156,24,0,3,355,FALSE,2,10,199,199
MIABOK265,11692882,MIALIS265,MIAAMT265,23544187,MIAREV265,MIACHK265,MIALOC265,MIAPRC265,83,113,110,25,TRUE,235,340,87215,87215
MIABOK311,33701283,MIALIS311,MIAAMT311,33045224,MIAREV311,MIACHK311,MIALOC311,MIAPRC311,52,6,3,181,FALSE,79,184,6124,6124
MIABOK370,56376512,MIALIS370,MIAAMT370,30688217,MIAREV370,MIACHK370,MIALOC370,MIAPRC370,43,4,1,279,FALSE,31,86,3343,3343
MIABOK296,80380580,MIALIS296,MIAAMT296,42409667,MIAREV296,MIACHK296,MIALOC296,MIAPRC296,84,82,79,22,FALSE,240,343,66323,66323
MIABOK25,302571916,MIALIS25,MIAAMT25,39558213,MIAREV25,MIACHK25,MIALOC25,MIAPRC25,37,7,6,286,FALSE,32,79,5525,5525
MIABOK151,407462342,MIALIS151,MIAAMT151,50434249,MIAREV151,MIACHK151,MIALOC151,MIAPRC151,51,34,31,72,FALSE,125,293,194185,194185
MIABOK429,36056403,MIALIS429,MIAAMT429,16768822,MIAREV429,MIACHK429,MIALOC429,MIAPRC429,86,40,37,100,TRUE,191,265,14874,14874
MIABOK35,229099275,MIALIS35,MIAAMT35,49161175,MIAREV35,MIACHK35,MIALOC35,MIAPRC35,16,1,-2,304,FALSE,8,61,1503,1503
MIABOK360,407855173,MIALIS360,MIAAMT360,50485494,MIAREV360,MIACHK360,MIALOC360,MIAPRC360,42,24,21,1,TRUE,128,364,16180,16180
MIABOK349,75661506,MIALIS349,MIAAMT349,33486035,MIAREV349,MIACHK349,MIALOC349,MIAPRC349,33,3,0,184,FALSE,50,181,9274,9274
MIABOK225,412974962,MIALIS225,MIAAMT225,51141544,MIAREV225,MIACHK225,MIALOC225,MIAPRC225,30,8,5,357,TRUE,2,8,2789,2789
MIABOK259,2656478,MIALIS259,MIAAMT259,50208115,MIAREV259,MIACHK259,MIALOC259,MIAPRC259,78,0,3,365,TRUE,0,0,5445,5445
MIABOK95,63516853,MIALIS95,MIAAMT95,47273640,MIAREV95,MIACHK95,MIALOC95,MIAPRC95,27,1,-9,334,TRUE,7,31,13653,13653
MIABOK75,56695530,MIALIS75,MIAAMT75,34946975,MIAREV75,MIACHK75,MIALOC75,MIAPRC75,98,49,46,9,TRUE,290,356,48369,48369
MIABOK331,367656404,MIALIS331,MIAAMT331,45481983,MIAREV331,MIACHK331,MIALOC331,MIAPRC331,93,44,41,83,TRUE,219,282,49864,49864
MIABOK244,1153161,MIALIS244,MIAAMT244,222181,MIAREV244,MIACHK244,MIALOC244,MIAPRC244,9,0,-3,281,FALSE,6,84,1678,1678
MIABOK124,10849873,MIALIS124,MIAAMT124,45582540,MIAREV124,MIACHK124,MIALOC124,MIAPRC124,100,14,11,281,TRUE,72,84,6552,6552
MIABOK80,904530,MIALIS80,MIAAMT80,47250714,MIAREV80,MIACHK80,MIALOC80,MIAPRC80,52,6,-4,289,FALSE,33,76,10236,10236
MIABOK11,46005350,MIALIS11,MIAAMT11,43696946,MIAREV11,MIACHK11,MIALOC11,MIAPRC11,29,9,6,101,FALSE,63,264,10128,10128
MIABOK76,24203953,MIALIS76,MIAAMT76,39672283,MIAREV76,MIACHK76,MIALOC76,MIAPRC76,40,0,-3,362,FALSE,1,3,146,146
MIABOK415,87005549,MIALIS415,MIAAMT415,33418783,MIAREV415,MIACHK415,MIALOC415,MIAPRC415,70,38,35,37,TRUE,190,328,63718,63718
MIABOK283,69225062,MIALIS283,MIAAMT283,50887048,MIAREV283,MIACHK283,MIALOC283,MIAPRC283,67,16,13,84,TRUE,156,281,52353,52353
MIABOK90,108349478,MIALIS90,MIAAMT90,32475827,MIAREV90,MIACHK90,MIALOC90,MIAPRC90,88,44,41,22,FALSE,252,343,23769,23769
MIABOK476,18017502,MIALIS476,MIAAMT476,21426643,MIAREV476,MIACHK476,MIALOC476,MIAPRC476,58,4,1,246,FALSE,58,119,5315,5315
MIABOK219,16545743,MIALIS219,MIAAMT219,43275089,MIAREV219,MIACHK219,MIALOC219,MIAPRC219,72,1,-5,365,TRUE,0,0,544,544
MIABOK5,184145011,MIALIS5,MIAAMT5,25287367,MIAREV5,MIACHK5,MIALOC5,MIAPRC5,52,2,-1,278,FALSE,38,87,6498,6498
MIABOK113,255230673,MIALIS113,MIAAMT113,44903061,MIAREV113,MIACHK113,MIALOC113,MIAPRC113,23,3,3,341,TRUE,13,24,3966,3966
MIABOK91,17841401,MIALIS91,MIAAMT91,33020748,MIAREV91,MIACHK91,MIALOC91,MIAPRC91,65,49,46,7,FALSE,193,358,18764,18764
MIABOK461,234082248,MIALIS461,MIAAMT461,31289443,MIAREV461,MIACHK461,MIALOC461,MIAPRC461,40,8,3,359,TRUE,2,6,784,784
MIABOK287,29963058,MIALIS287,MIAAMT287,6559280,MIAREV287,MIACHK287,MIALOC287,MIAPRC287,71,0,-3,277,FALSE,52,88,4624,4624
MIABOK238,373742062,MIALIS238,MIAAMT238,46118945,MIAREV238,MIACHK238,MIALOC238,MIAPRC238,55,66,63,47,TRUE,145,318,105650,105650
MIABOK70,160214209,MIALIS70,MIAAMT70,24710581,MIAREV70,MIACHK70,MIALOC70,MIAPRC70,78,20,10,214,TRUE,106,151,20296,20296
MIABOK427,46505648,MIALIS427,MIAAMT427,8888730,MIAREV427,MIACHK427,MIALOC427,MIAPRC427,61,40,33,194,FALSE,82,171,9689,9689
MIABOK226,53096691,MIALIS226,MIAAMT226,20065563,MIAREV226,MIACHK226,MIALOC226,MIAPRC226,80,6,3,272,FALSE,62,93,26732,26732
MIABOK174,392500657,MIALIS174,MIAAMT174,49498141,MIAREV174,MIACHK174,MIALOC174,MIAPRC174,41,0,-4,365,TRUE,0,0,4934,4934
MIABOK440,191395151,MIALIS440,MIAAMT440,41396658,MIAREV440,MIACHK440,MIALOC440,MIAPRC440,56,20,17,71,FALSE,136,294,23639,23639
MIABOK374,367656404,MIALIS374,MIAAMT374,45484225,MIAREV374,MIACHK374,MIALOC374,MIAPRC374,51,0,6,365,TRUE,0,0,910,910
MIABOK390,23331798,MIALIS390,MIAAMT390,35617284,MIAREV390,MIACHK390,MIALOC390,MIAPRC390,91,4,1,128,FALSE,180,237,47209,47209
MIABOK439,123593940,MIALIS439,MIAAMT439,40778275,MIAREV439,MIACHK439,MIALOC439,MIAPRC439,68,84,74,75,TRUE,165,290,19110,19110
MIABOK267,183175738,MIALIS267,MIAAMT267,25262606,MIAREV267,MIACHK267,MIALOC267,MIAPRC267,45,26,23,57,FALSE,115,308,13947,13947
MIABOK187,392500657,MIALIS187,MIAAMT187,48898248,MIAREV187,MIACHK187,MIALOC187,MIAPRC187,73,11,6,288,TRUE,47,77,8882,8882
MIABOK22,101423265,MIALIS22,MIAAMT22,33313255,MIAREV22,MIACHK22,MIALOC22,MIAPRC22,100,24,21,138,TRUE,192,227,31618,31618
MIABOK10,296885071,MIALIS10,MIAAMT10,41849338,MIAREV10,MIACHK10,MIALOC10,MIAPRC10,61,16,6,197,FALSE,85,168,8693,8693
MIABOK149,48106234,MIALIS149,MIAAMT149,50309323,MIAREV149,MIACHK149,MIALOC149,MIAPRC149,73,42,39,54,TRUE,190,311,114650,114650
NEWBOK124,480832918,NEWLIS124,NEWAMT124,9.06423E+17,NEWREV124,NEWCHK124,NEWLOC124,NEWPRC124,74,3,0,303,FALSE,38,62,2386,2386
NEWBOK126,204810113,NEWLIS126,NEWAMT126,27203413,NEWREV126,NEWCHK126,NEWLOC126,NEWPRC126,75,16,11,226,FALSE,80,139,11217,11217
NEWBOK411,273242671,NEWLIS411,NEWAMT411,6.70774E+17,NEWREV411,NEWCHK411,NEWLOC411,NEWPRC411,75,5,2,275,FALSE,56,90,6682,6682
NEWBOK322,514977497,NEWLIS322,NEWAMT322,9.06156E+17,NEWREV322,NEWCHK322,NEWLOC322,NEWPRC322,8,2,0,334,FALSE,2,31,84,84
NEWBOK310,252866861,NEWLIS310,NEWAMT310,7.51347E+17,NEWREV310,NEWCHK310,NEWLOC310,NEWPRC310,100,4,1,298,FALSE,56,67,10988,10988
NEWBOK216,212693162,NEWLIS216,NEWAMT216,7.42255E+17,NEWREV216,NEWCHK216,NEWLOC216,NEWPRC216,19,10,7,212,FALSE,24,153,1919,1919
NEWBOK334,25885574,NEWLIS334,NEWAMT334,7.49801E+17,NEWREV334,NEWCHK334,NEWLOC334,NEWPRC334,74,2,1,343,FALSE,13,22,2331,2331
NEWBOK239,464158654,NEWLIS239,NEWAMT239,7.04396E+17,NEWREV239,NEWCHK239,NEWLOC239,NEWPRC239,44,5,2,221,FALSE,53,144,8870,8870
NEWBOK61,120876932,NEWLIS61,NEWAMT61,8.40652E+17,NEWREV61,NEWCHK61,NEWLOC61,NEWPRC61,96,12,9,219,FALSE,117,146,44291,44291
NEWBOK480,95029801,NEWLIS480,NEWAMT480,15041857,NEWREV480,NEWCHK480,NEWLOC480,NEWPRC480,20,0,-11,323,FALSE,7,42,336,336
NEWBOK98,500829112,NEWLIS98,NEWAMT98,8.67415E+17,NEWREV98,NEWCHK98,NEWLOC98,NEWPRC98,19,7,4,247,FALSE,19,118,1412,1412
NEWBOK162,163384875,NEWLIS162,NEWAMT162,32472790,NEWREV162,NEWCHK162,NEWLOC162,NEWPRC162,25,0,-3,327,FALSE,8,38,722,722
NEWBOK58,273971514,NEWLIS58,NEWAMT58,50056629,NEWREV58,NEWCHK58,NEWLOC58,NEWPRC58,70,39,29,106,FALSE,152,259,23025,23025
NEWBOK397,73871864,NEWLIS397,NEWAMT397,30825730,NEWREV397,NEWCHK397,NEWLOC397,NEWPRC397,86,70,67,0,TRUE,262,365,21031,21031
