bookingId,airbnbHostId,listingId,amenitiesId,airbnbPropertyId,reviewId,checkInOutId,locationId,pricingId,occupancyRateLtm,numberOfBookingsLtm,numberOfBookingsLtmObservedMonth,countBlockedDaysLtm,instantBookEnabled,countReservationDaysLtm,countavailableDaysLtm,annualRevenueLtmUSD,annualRevenueLtmNative
SANBOK367,21196676,SANLIS367,SANAMT367,19285250,SANREV367,SANCHK367,SANLOC367,SANPRC367,96,64,61,96,FALSE,215,269,23736,23736
SANBOK44,7250508,SANLIS44,SANAMT44,1336998,SANREV44,SANCHK44,SANLOC44,SANPRC44,87,0,-3,304,TRUE,44,61,5042,5042
SANBOK159,136131559,SANLIS159,SANAMT159,19416507,SANREV159,SANCHK159,SANLOC159,SANPRC159,39,2,-1,267,TRUE,32,98,2590,2590
SANBOK352,2721612,SANLIS352,SANAMT352,9311466,SANREV352,SANCHK352,SANLOC352,SANPRC352,14,1,-2,340,FALSE,3,25,810,810
SANBOK473,9032873,SANLIS473,SANAMT473,22986895,SANREV473,SANCHK473,SANLOC473,SANPRC473,100,2,-1,357,FALSE,7,8,1624,1624
SANBOK478,1357017,SANLIS478,SANAMT478,18504951,SANREV478,SANCHK478,SANLOC478,SANPRC478,93,6,3,325,FALSE,31,40,41274,41274
SANBOK290,197574853,SANLIS290,SANAMT290,38388546,SANREV290,SANCHK290,SANLOC290,SANPRC290,41,14,11,238,FALSE,43,127,5176,5176
SANBOK145,399069771,SANLIS145,SANAMT145,49634091,SANREV145,SANCHK145,SANLOC145,SANPRC145,31,52,49,29,TRUE,86,336,22911,22911
SANBOK403,253575857,SANLIS403,SANAMT403,51790541,SANREV403,SANCHK403,SANLOC403,SANPRC403,55,35,25,8,FALSE,163,357,21411,21411
SANBOK76,20497687,SANLIS76,SANAMT76,5632452,SANREV76,SANCHK76,SANLOC76,SANPRC76,98,121,118,14,TRUE,288,351,53378,53378
SANBOK299,2238981,SANLIS299,SANAMT299,46623032,SANREV299,SANCHK299,SANLOC299,SANPRC299,54,0,-3,261,FALSE,47,104,8312,8312
SANBOK262,173206762,SANLIS262,SANAMT262,23269859,SANREV262,SANCHK262,SANLOC262,SANPRC262,21,23,13,336,TRUE,5,29,22536,22536
SANBOK183,225791151,SANLIS183,SANAMT183,30043513,SANREV183,SANCHK183,SANLOC183,SANPRC183,90,1,-9,361,FALSE,3,4,518,518
SANBOK409,8676376,SANLIS409,SANAMT409,12484859,SANREV409,SANCHK409,SANLOC409,SANPRC409,100,2,-8,334,FALSE,28,31,5453,5453
SANBOK2,3116172,SANLIS2,SANAMT2,9187534,SANREV2,SANCHK2,SANLOC2,SANPRC2,77,40,37,72,FALSE,188,293,79262,79262
SANBOK37,21196676,SANLIS37,SANAMT37,31206489,SANREV37,SANCHK37,SANLOC37,SANPRC37,90,70,67,0,TRUE,275,365,28752,28752
SANBOK71,21196676,SANLIS71,SANAMT71,53258020,SANREV71,SANCHK71,SANLOC71,SANPRC71,100,0,-3,304,TRUE,57,61,5246,5246
SANBOK319,4106299,SANLIS319,SANAMT319,24605611,SANREV319,SANCHK319,SANLOC319,SANPRC319,29,0,-11,319,FALSE,11,46,4002,4002
SANBOK296,226685582,SANLIS296,SANAMT296,30175141,SANREV296,SANCHK296,SANLOC296,SANPRC296,97,67,64,28,FALSE,273,337,79503,79503
SANBOK384,55782784,SANLIS384,SANAMT384,26053850,SANREV384,SANCHK384,SANLOC384,SANPRC384,30,8,5,151,TRUE,54,214,15087,15087
SANBOK316,102523118,SANLIS316,SANAMT316,35494267,SANREV316,SANCHK316,SANLOC316,SANPRC316,38,67,64,15,TRUE,111,350,16891,16891
SANBOK267,383029,SANLIS267,SANAMT267,38317894,SANREV267,SANCHK267,SANLOC267,SANPRC267,100,12,9,226,FALSE,123,139,43083,43083
SANBOK138,413946516,SANLIS138,SANAMT138,51172223,SANREV138,SANCHK138,SANLOC138,SANPRC138,88,122,119,60,TRUE,224,305,87767,87767
SANBOK464,145405692,SANLIS464,SANAMT464,23711998,SANREV464,SANCHK464,SANLOC464,SANPRC464,50,18,15,192,TRUE,72,173,11799,11799
SANBOK166,229685084,SANLIS166,SANAMT166,49093030,SANREV166,SANCHK166,SANLOC166,SANPRC166,100,45,42,30,FALSE,280,335,65435,65435
SANBOK67,208796981,SANLIS67,SANAMT67,33224082,SANREV67,SANCHK67,SANLOC67,SANPRC67,44,21,18,126,TRUE,88,239,10935,10935
SANBOK5,144885524,SANLIS5,SANAMT5,28200634,SANREV5,SANCHK5,SANLOC5,SANPRC5,100,70,67,44,FALSE,273,321,118559,118559
SANBOK378,173206762,SANLIS378,SANAMT378,23292785,SANREV378,SANCHK378,SANLOC378,SANPRC378,60,21,11,363,TRUE,1,2,6770,6770
SANBOK184,47514427,SANLIS184,SANAMT184,13284618,SANREV184,SANCHK184,SANLOC184,SANPRC184,67,36,33,101,FALSE,147,264,54125,54125
SANBOK59,369884091,SANLIS59,SANAMT59,46512891,SANREV59,SANCHK59,SANLOC59,SANPRC59,62,50,47,11,FALSE,183,354,20845,20845
SANBOK260,103884979,SANLIS260,SANAMT260,17011295,SANREV260,SANCHK260,SANLOC260,SANPRC260,52,55,52,0,TRUE,159,365,23837,23837
SANBOK225,6777297,SANLIS225,SANAMT225,3325741,SANREV225,SANCHK225,SANLOC225,SANPRC225,85,43,40,20,FALSE,244,345,39764,39764
SANBOK55,1031577,SANLIS55,SANAMT55,10455995,SANREV55,SANCHK55,SANLOC55,SANPRC55,72,15,12,88,TRUE,167,277,24384,24384
SANBOK122,3384322,SANLIS122,SANAMT122,12964066,SANREV122,SANCHK122,SANLOC122,SANPRC122,19,0,-10,334,FALSE,5,31,795,795
SANBOK245,85132,SANLIS245,SANAMT245,18474596,SANREV245,SANCHK245,SANLOC245,SANPRC245,16,4,1,335,FALSE,4,30,1896,1896
SANBOK93,9932058,SANLIS93,SANAMT93,2333128,SANREV93,SANCHK93,SANLOC93,SANPRC93,65,13,10,114,FALSE,136,251,32130,32130
SANBOK119,92075817,SANLIS119,SANAMT119,14763705,SANREV119,SANCHK119,SANLOC119,SANPRC119,100,189,186,0,TRUE,343,365,60615,60615
SANBOK220,2767171,SANLIS220,SANAMT220,33900698,SANREV220,SANCHK220,SANLOC220,SANPRC220,80,34,31,32,FALSE,221,333,33356,33356
SANBOK330,309731366,SANLIS330,SANAMT330,41544912,SANREV330,SANCHK330,SANLOC330,SANPRC330,59,66,63,71,TRUE,144,294,39549,39549
SANBOK424,309729224,SANLIS424,SANAMT424,42914809,SANREV424,SANCHK424,SANLOC424,SANPRC424,26,16,13,212,TRUE,33,153,4734,4734
SANBOK404,162674732,SANLIS404,SANAMT404,43390057,SANREV404,SANCHK404,SANLOC404,SANPRC404,24,44,41,32,TRUE,66,333,16304,16304
SANBOK140,7879719,SANLIS140,SANAMT140,1471683,SANREV140,SANCHK140,SANLOC140,SANPRC140,98,34,24,103,FALSE,213,262,37823,37823
SYDBOK158,16489645,SYDLIS158,SYDAMT158,53154030,SYDREV158,SYDCHK158,SYDLOC158,SYDPRC158,67,7,4,347,FALSE,10,18,2514,3771
SYDBOK330,219737837,SYDLIS330,SYDAMT330,29343723,SYDREV330,SYDCHK330,SYDLOC330,SYDPRC330,49,54,51,56,TRUE,127,309,30131,45196.5
SYDBOK220,195523975,SYDLIS220,SYDAMT220,26013481,SYDREV220,SYDCHK220,SYDLOC220,SYDPRC220,83,16,13,149,FALSE,150,216,22342,33513
SYDBOK429,81085555,SYDLIS429,SYDAMT429,21166601,SYDREV429,SYDCHK429,SYDLOC429,SYDPRC429,100,5,-5,314,FALSE,46,51,3366,5049
SYDBOK35,37006544,SYDLIS35,SYDAMT35,10497704,SYDREV35,SYDCHK35,SYDLOC35,SYDPRC35,100,49,46,156,TRUE,197,209,15532,23298
SYDBOK146,15467398,SYDLIS146,SYDAMT146,12044261,SYDREV146,SYDCHK146,SYDLOC146,SYDPRC146,76,67,64,9,FALSE,225,356,23657,35485.5
SYDBOK479,148116197,SYDLIS479,SYDAMT479,46730688,SYDREV479,SYDCHK479,SYDLOC479,SYDPRC479,77,12,9,209,FALSE,100,156,19470,29205
SYDBOK135,288743418,SYDLIS135,SYDAMT135,53520578,SYDREV135,SYDCHK135,SYDLOC135,SYDPRC135,51,16,13,112,TRUE,108,253,30804,46206
SYDBOK279,51685133,SYDLIS279,SYDAMT279,31884205,SYDREV279,SYDCHK279,SYDLOC279,SYDPRC279,98,44,41,21,FALSE,281,344,17867,26800.5
SYDBOK128,3087031,SYDLIS128,SYDAMT128,2695073,SYDREV128,SYDCHK128,SYDLOC128,SYDPRC128,100,26,23,231,TRUE,132,134,7102,10653
SYDBOK320,70570922,SYDLIS320,SYDAMT320,13454142,SYDREV320,SYDCHK320,SYDLOC320,SYDPRC320,100,5,-6,355,FALSE,10,10,1545,2317.5
SYDBOK141,397900746,SYDLIS141,SYDAMT141,49348864,SYDREV141,SYDCHK141,SYDLOC141,SYDPRC141,100,2,-1,337,TRUE,28,28,1540,2310
SYDBOK33,149704847,SYDLIS33,SYDAMT33,36197260,SYDREV33,SYDCHK33,SYDLOC33,SYDPRC33,80,25,22,50,TRUE,211,315,34524,51786
SYDBOK191,5903872,SYDLIS191,SYDAMT191,48284211,SYDREV191,SYDCHK191,SYDLOC191,SYDPRC191,100,20,17,209,FALSE,152,156,17396,26094
SYDBOK432,144935272,SYDLIS432,SYDAMT432,20315651,SYDREV432,SYDCHK432,SYDLOC432,SYDPRC432,100,94,91,36,FALSE,296,329,47329,70993.5
SYDBOK306,41605807,SYDLIS306,SYDAMT306,7989487,SYDREV306,SYDCHK306,SYDLOC306,SYDPRC306,95,6,3,283,FALSE,65,82,63089,94633.5
SYDBOK248,286576268,SYDLIS248,SYDAMT248,37846098,SYDREV248,SYDCHK248,SYDLOC248,SYDPRC248,92,33,30,128,TRUE,182,237,56620,84930
SYDBOK251,77834465,SYDLIS251,SYDAMT251,21915518,SYDREV251,SYDCHK251,SYDLOC251,SYDPRC251,44,23,20,44,TRUE,119,321,45471,68206.5
SYDBOK435,9182280,SYDLIS435,SYDAMT435,1852715,SYDREV435,SYDCHK435,SYDLOC435,SYDPRC435,100,20,10,209,FALSE,133,156,29232,43848
SYDBOK438,44641922,SYDLIS438,SYDAMT438,8477051,SYDREV438,SYDCHK438,SYDLOC438,SYDPRC438,100,3,0,205,FALSE,136,160,16104,24156
SYDBOK342,3203717,SYDLIS342,SYDAMT342,34821531,SYDREV342,SYDCHK342,SYDLOC342,SYDPRC342,61,42,39,10,FALSE,179,355,36278,54417
SYDBOK154,60812566,SYDLIS154,SYDAMT154,11530700,SYDREV154,SYDCHK154,SYDLOC154,SYDPRC154,19,4,1,220,TRUE,23,145,4573,6859.5
SYDBOK412,4995302,SYDLIS412,SYDAMT412,5014701,SYDREV412,SYDCHK412,SYDLOC412,SYDPRC412,65,6,3,253,FALSE,61,112,19499,29248.5
SYDBOK419,22778273,SYDLIS419,SYDAMT419,4387602,SYDREV419,SYDCHK419,SYDLOC419,SYDPRC419,100,85,82,79,FALSE,260,286,29062,43593
SYDBOK208,82545663,SYDLIS208,SYDAMT208,26853314,SYDREV208,SYDCHK208,SYDLOC208,SYDPRC208,87,140,137,41,FALSE,234,324,35517,53275.5
SYDBOK30,288743418,SYDLIS30,SYDAMT30,49472970,SYDREV30,SYDCHK30,SYDLOC30,SYDPRC30,95,41,38,115,TRUE,198,250,30739,46108.5
SYDBOK272,97616,SYDLIS272,SYDAMT272,1141803,SYDREV272,SYDCHK272,SYDLOC272,SYDPRC272,85,24,21,106,FALSE,183,259,47110,70665
SYDBOK385,191986417,SYDLIS385,SYDAMT385,25693525,SYDREV385,SYDCHK385,SYDLOC385,SYDPRC385,37,61,58,35,TRUE,101,330,25153,37729.5
SYDBOK167,44869453,SYDLIS167,SYDAMT167,48427313,SYDREV167,SYDCHK167,SYDLOC167,SYDPRC167,41,23,20,46,FALSE,109,319,26858,40287
SYDBOK488,303393560,SYDLIS488,SYDAMT488,39657957,SYDREV488,SYDCHK488,SYDLOC488,SYDPRC488,100,49,46,16,TRUE,307,349,12087,18130.5
SYDBOK213,2288917,SYDLIS213,SYDAMT213,1111328,SYDREV213,SYDCHK213,SYDLOC213,SYDPRC213,100,3,0,303,FALSE,58,62,5580,8370
SYDBOK494,227564034,SYDLIS494,SYDAMT494,43402495,SYDREV494,SYDCHK494,SYDLOC494,SYDPRC494,100,23,20,195,FALSE,145,170,8500,12750
SYDBOK267,47288348,SYDLIS267,SYDAMT267,29949740,SYDREV267,SYDCHK267,SYDLOC267,SYDPRC267,91,55,52,55,FALSE,235,310,18459,27688.5
SYDBOK235,5021839,SYDLIS235,SYDAMT235,16216393,SYDREV235,SYDCHK235,SYDLOC235,SYDPRC235,69,1,-9,351,FALSE,8,14,5814,8721
SYDBOK109,53008104,SYDLIS109,SYDAMT109,16520418,SYDREV109,SYDCHK109,SYDLOC109,SYDPRC109,100,56,46,80,FALSE,251,285,24109,36163.5
SYDBOK289,47943619,SYDLIS289,SYDAMT289,9220063,SYDREV289,SYDCHK289,SYDLOC289,SYDPRC289,77,3,0,329,FALSE,23,36,5486,8229
SYDBOK315,342493464,SYDLIS315,SYDAMT315,43057669,SYDREV315,SYDCHK315,SYDLOC315,SYDPRC315,91,51,48,68,TRUE,224,297,41974,62961
SYDBOK401,455616,SYDLIS401,SYDAMT401,31018671,SYDREV401,SYDCHK401,SYDLOC401,SYDPRC401,80,61,58,17,TRUE,233,348,109407,164110.5
SYDBOK19,28386926,SYDLIS19,SYDAMT19,20972739,SYDREV19,SYDCHK19,SYDLOC19,SYDPRC19,100,59,56,109,TRUE,249,256,22703,34054.5
SYDBOK417,191986417,SYDLIS417,SYDAMT417,25684978,SYDREV417,SYDCHK417,SYDLOC417,SYDPRC417,23,30,27,111,TRUE,48,254,10866,16299
SYDBOK125,82545663,SYDLIS125,SYDAMT125,26853842,SYDREV125,SYDCHK125,SYDLOC125,SYDPRC125,60,78,75,37,TRUE,164,328,34243,51364.5
SYDBOK333,92779512,SYDLIS333,SYDAMT333,52324477,SYDREV333,SYDCHK333,SYDLOC333,SYDPRC333,55,24,21,128,FALSE,108,237,23349,35023.5
SYDBOK431,108083073,SYDLIS431,SYDAMT431,49775384,SYDREV431,SYDCHK431,SYDLOC431,SYDPRC431,100,13,10,279,FALSE,73,86,17227,25840.5
SYDBOK459,25409117,SYDLIS459,SYDAMT459,4980730,SYDREV459,SYDCHK459,SYDLOC459,SYDPRC459,57,5,2,207,FALSE,75,158,10167,15250.5
SYDBOK277,49043993,SYDLIS277,SYDAMT277,11956630,SYDREV277,SYDCHK277,SYDLOC277,SYDPRC277,89,118,115,0,TRUE,270,365,24361,36541.5
SYDBOK292,125590978,SYDLIS292,SYDAMT292,25493710,SYDREV292,SYDCHK292,SYDLOC292,SYDPRC292,57,88,85,101,TRUE,125,264,42134,63201
SYDBOK288,308018824,SYDLIS288,SYDAMT288,40997936,SYDREV288,SYDCHK288,SYDLOC288,SYDPRC288,50,20,17,22,FALSE,144,343,23496,35244
SYDBOK241,202151255,SYDLIS241,SYDAMT241,38116452,SYDREV241,SYDCHK241,SYDLOC241,SYDPRC241,60,89,86,22,TRUE,172,343,16258,24387
SYDBOK122,279001183,SYDLIS122,SYDAMT122,30811720,SYDREV122,SYDCHK122,SYDLOC122,SYDPRC122,69,25,22,92,TRUE,156,273,24703,37054.5
SYDBOK297,1493019,SYDLIS297,SYDAMT297,53560470,SYDREV297,SYDCHK297,SYDLOC297,SYDPRC297,10,15,12,138,TRUE,19,227,2617,3925.5
TOKBOK353,276966400,TOKLIS353,TOKAMT353,47540969,TOKREV353,TOKCHK353,TOKLOC353,TOKPRC353,87,1,-2,277,FALSE,64,88,6125,892963.8
TOKBOK56,35684204,TOKLIS56,TOKAMT56,6815505,TOKREV56,TOKCHK56,TOKLOC56,TOKPRC56,100,5,-6,355,TRUE,9,10,1220,177863.8
TOKBOK181,29543799,TOKLIS181,TOKAMT181,33718203,TOKREV181,TOKCHK181,TOKLOC181,TOKPRC181,28,2,-1,339,FALSE,6,26,328,47819.1
TOKBOK355,110379659,TOKLIS355,TOKAMT355,53178098,TOKREV355,TOKCHK355,TOKLOC355,TOKPRC355,36,51,48,62,TRUE,91,303,6800,991372
TOKBOK436,279344224,TOKLIS436,TOKAMT436,45501181,TOKREV436,TOKCHK436,TOKLOC436,TOKPRC436,65,1,-10,355,TRUE,7,10,389,56712.3
TOKBOK197,343260789,TOKLIS197,TOKAMT197,43806325,TOKREV197,TOKCHK197,TOKLOC197,TOKPRC197,100,39,36,178,TRUE,169,187,22815,3326198.8
TOKBOK85,63993993,TOKLIS85,TOKAMT85,12345748,TOKREV85,TOKCHK85,TOKLOC85,TOKPRC85,76,57,54,128,TRUE,150,237,105977,15450386.8
TOKBOK11,42815177,TOKLIS11,TOKAMT11,10582789,TOKREV11,TOKCHK11,TOKLOC11,TOKPRC11,100,127,124,80,FALSE,270,285,34782,5070867.8
TOKBOK178,415394351,TOKLIS178,TOKAMT178,52678914,TOKREV178,TOKCHK178,TOKLOC178,TOKPRC178,95,99,96,44,FALSE,253,321,34209,4987330.1
TOKBOK401,21308920,TOKLIS401,TOKAMT401,34590903,TOKREV401,TOKCHK401,TOKLOC401,TOKPRC401,100,87,84,118,TRUE,219,247,24478,3568647.6
TOKBOK206,47063863,TOKLIS206,TOKAMT206,9036683,TOKREV206,TOKCHK206,TOKLOC206,TOKPRC206,100,65,62,169,FALSE,189,196,10179,1483996.4
TOKBOK107,61729485,TOKLIS107,TOKAMT107,42215232,TOKREV107,TOKCHK107,TOKLOC107,TOKPRC107,100,67,64,92,FALSE,245,273,12148,1771056.9
TOKBOK205,492761265,TOKLIS205,TOKAMT205,7.901E+17,TOKREV205,TOKCHK205,TOKLOC205,TOKPRC205,100,8,5,234,FALSE,121,131,5371,783038.1
TOKBOK12,52139139,TOKLIS12,TOKAMT12,9.43232E+17,TOKREV12,TOKCHK12,TOKLOC12,TOKPRC12,89,0,-2,334,FALSE,23,31,3807,555022.5
TOKBOK403,484345966,TOKLIS403,TOKAMT403,7.50276E+17,TOKREV403,TOKCHK403,TOKLOC403,TOKPRC403,100,26,23,156,FALSE,179,209,21318,3107951.2
TOKBOK285,13808965,TOKLIS285,TOKAMT285,44578209,TOKREV285,TOKCHK285,TOKLOC285,TOKPRC285,49,0,-3,296,FALSE,28,69,5849,852725.7
TOKBOK291,294322772,TOKLIS291,TOKAMT291,51814283,TOKREV291,TOKCHK291,TOKLOC291,TOKPRC291,66,33,30,112,FALSE,139,253,14233,2075029.1
TOKBOK407,140905275,TOKLIS407,TOKAMT407,20712921,TOKREV407,TOKCHK407,TOKLOC407,TOKPRC407,100,87,84,61,FALSE,280,304,32232,4699103.3
TOKBOK167,218179056,TOKLIS167,TOKAMT167,46758178,TOKREV167,TOKCHK167,TOKLOC167,TOKPRC167,85,31,28,161,FALSE,145,204,26959,3930352.6
TOKBOK456,246127193,TOKLIS456,TOKAMT456,43154199,TOKREV456,TOKCHK456,TOKLOC456,TOKPRC456,96,87,84,75,TRUE,233,290,160654,23421746.7
TOKBOK351,300389692,TOKLIS351,TOKAMT351,39411606,TOKREV351,TOKCHK351,TOKLOC351,TOKPRC351,100,30,27,129,TRUE,210,236,31250,4555937.5
TOKBOK336,401959312,TOKLIS336,TOKAMT336,50270486,TOKREV336,TOKCHK336,TOKLOC336,TOKPRC336,96,26,23,94,TRUE,217,271,36005,5249168.9
TOKBOK235,234243846,TOKLIS235,TOKAMT235,31448532,TOKREV235,TOKCHK235,TOKLOC235,TOKPRC235,73,110,107,46,TRUE,194,319,63542,9263788.2
TOKBOK183,325810805,TOKLIS183,TOKAMT183,42886084,TOKREV183,TOKCHK183,TOKLOC183,TOKPRC183,100,40,37,102,TRUE,225,263,47904,6983924.2
TOKBOK332,143235370,TOKLIS332,TOKAMT332,32435006,TOKREV332,TOKCHK332,TOKLOC332,TOKPRC332,84,0,-11,332,TRUE,23,33,1441,210083.4
TOKBOK83,43826309,TOKLIS83,TOKAMT83,30717440,TOKREV83,TOKCHK83,TOKLOC83,TOKPRC83,89,31,28,170,TRUE,145,195,82760,12065580.4
TOKBOK373,35258613,TOKLIS373,TOKAMT373,41465821,TOKREV373,TOKCHK373,TOKLOC373,TOKPRC373,84,19,16,179,FALSE,144,186,25627,3736160.3
TOKBOK307,518309718,TOKLIS307,TOKAMT307,9.12757E+17,TOKREV307,TOKCHK307,TOKLOC307,TOKPRC307,91,6,3,282,FALSE,63,83,6798,991080.4
TOKBOK43,507235651,TOKLIS43,TOKAMT43,8.58958E+17,TOKREV43,TOKCHK43,TOKLOC43,TOKPRC43,95,14,11,220,FALSE,115,145,9367,1365614.9
TOKBOK214,137039498,TOKLIS214,TOKAMT214,23384213,TOKREV214,TOKCHK214,TOKLOC214,TOKPRC214,84,126,115,21,TRUE,242,344,41899,6108455.2
TOKBOK23,100665480,TOKLIS23,TOKAMT23,53564945,TOKREV23,TOKCHK23,TOKLOC23,TOKPRC23,100,130,127,83,TRUE,251,282,54128,7891321.1
TOKBOK309,240104467,TOKLIS309,TOKAMT309,43730216,TOKREV309,TOKCHK309,TOKLOC309,TOKPRC309,100,34,23,156,TRUE,181,209,23849,3476945.7
TOKBOK69,235126408,TOKLIS69,TOKAMT69,43443555,TOKREV69,TOKCHK69,TOKLOC69,TOKPRC69,100,38,35,128,TRUE,218,237,15874,2314270.5
TOKBOK416,80132520,TOKLIS416,TOKAMT416,18415406,TOKREV416,TOKCHK416,TOKLOC416,TOKPRC416,100,13,10,324,FALSE,35,41,10033,1462711.1
TOKBOK266,18132812,TOKLIS266,TOKAMT266,10951922,TOKREV266,TOKCHK266,TOKLOC266,TOKPRC266,100,29,26,147,TRUE,189,218,28613,4171489.3
TOKBOK217,518840951,TOKLIS217,TOKAMT217,9.09021E+17,TOKREV217,TOKCHK217,TOKLOC217,TOKPRC217,70,4,1,281,FALSE,49,84,2470,360101.3
TOKBOK347,38919757,TOKLIS347,TOKAMT347,49934447,TOKREV347,TOKCHK347,TOKLOC347,TOKPRC347,48,8,5,298,FALSE,27,67,1994,290705.3
TOKBOK27,49676840,TOKLIS27,TOKAMT27,32460110,TOKREV27,TOKCHK27,TOKLOC27,TOKPRC27,100,126,123,124,TRUE,211,241,30263,4412042.8
TOKBOK278,18776800,TOKLIS278,TOKAMT278,31027507,TOKREV278,TOKCHK278,TOKLOC278,TOKPRC278,100,26,23,187,FALSE,168,178,30374,4428225.5
TOKBOK91,54600515,TOKLIS91,TOKAMT91,15651769,TOKREV91,TOKCHK91,TOKLOC91,TOKPRC91,100,48,45,206,TRUE,152,159,17490,2549867.1
TOKBOK86,321365764,TOKLIS86,TOKAMT86,8.59821E+17,TOKREV86,TOKCHK86,TOKLOC86,TOKPRC86,77,12,9,243,FALSE,78,122,13809,2013214.1
TOKBOK500,20384361,TOKLIS500,TOKAMT500,29202851,TOKREV500,TOKCHK500,TOKLOC500,TOKPRC500,100,45,42,47,TRUE,270,318,25800,3761382
TOKBOK87,332233977,TOKLIS87,TOKAMT87,42341756,TOKREV87,TOKCHK87,TOKLOC87,TOKPRC87,61,116,105,81,TRUE,145,284,45909,6693073.1
TOKBOK121,47350689,TOKLIS121,TOKAMT121,11725564,TOKREV121,TOKCHK121,TOKLOC121,TOKPRC121,77,14,3,128,TRUE,152,237,15734,2293859.9
TOKBOK304,321365764,TOKLIS304,TOKAMT304,8.59832E+17,TOKREV304,TOKCHK304,TOKLOC304,TOKPRC304,89,12,9,219,FALSE,108,146,33525,4887609.8
TOKBOK163,371116564,TOKLIS163,TOKAMT163,45776592,TOKREV163,TOKCHK163,TOKLOC163,TOKPRC163,79,50,47,13,TRUE,233,352,35267,5141575.9
TOKBOK18,341382455,TOKLIS18,TOKAMT18,42912390,TOKREV18,TOKCHK18,TOKLOC18,TOKPRC18,82,18,7,273,FALSE,63,92,9115,1328875.8
TOKBOK171,307068304,TOKLIS171,TOKAMT171,43417426,TOKREV171,TOKCHK171,TOKLOC171,TOKPRC171,96,30,27,117,TRUE,198,248,28017,4084598.4
TOKBOK58,38655722,TOKLIS58,TOKAMT58,7915597,TOKREV58,TOKCHK58,TOKLOC58,TOKPRC58,100,7,4,212,TRUE,129,153,4284,624564.4
TOKBOK231,156974435,TOKLIS231,TOKAMT231,21584087,TOKREV231,TOKCHK231,TOKLOC231,TOKPRC231,91,1,-10,324,TRUE,31,41,3349,488250.7
TORBOK365,846505,TORLIS365,TORAMT365,48884133,TORREV365,TORCHK365,TORLOC365,TORPRC365,56,1,-2,244,TRUE,56,121,5069,6792.5
TORBOK162,1684087,TORLIS162,TORAMT162,37154036,TORREV162,TORCHK162,TORLOC162,TORPRC162,81,1,-2,303,TRUE,42,62,8583,11501.2
TORBOK207,370750174,TORLIS207,TORAMT207,51862644,TORREV207,TORCHK207,TORLOC207,TORPRC207,69,1,-9,365,TRUE,0,0,537,719.6
TORBOK348,46658478,TORLIS348,TORAMT348,15231453,TORREV348,TORCHK348,TORLOC348,TORPRC348,100,0,-3,310,FALSE,53,55,9460,12676.4
TORBOK370,178473296,TORLIS370,TORAMT370,42787953,TORREV370,TORCHK370,TORLOC370,TORPRC370,69,44,41,156,TRUE,120,209,37121,49742.1
TORBOK42,508364,TORLIS42,TORAMT42,38893948,TORREV42,TORCHK42,TORLOC42,TORPRC42,100,0,-3,326,FALSE,35,39,5538,7420.9
TORBOK496,12621649,TORLIS496,TORAMT496,2483875,TORREV496,TORCHK496,TORLOC496,TORPRC496,30,0,-10,361,FALSE,1,4,66,88.4
TORBOK108,16925504,TORLIS108,TORAMT108,16382985,TORREV108,TORCHK108,TORLOC108,TORPRC108,72,1,-9,345,FALSE,12,20,1957,2622.4
TORBOK8,196186591,TORLIS8,TORAMT8,9.5898E+17,TORREV8,TORCHK8,TORLOC8,TORPRC8,43,0,-1,334,FALSE,11,31,1506,2018
TORBOK107,14761152,TORLIS107,TORAMT107,2988248,TORREV107,TORCHK107,TORLOC107,TORPRC107,100,3,0,333,FALSE,28,32,6697,8974
TORBOK160,1304211,TORLIS160,TORAMT160,248940,TORREV160,TORCHK160,TORLOC160,TORPRC160,86,6,3,133,TRUE,166,232,7936,10634.2
TORBOK390,19262632,TORLIS390,TORAMT390,8.64314E+17,TORREV390,TORCHK390,TORLOC390,TORPRC390,81,4,1,275,FALSE,61,90,29014,38878.8
TORBOK142,47176541,TORLIS142,TORAMT142,8.7911E+17,TORREV142,TORCHK142,TORLOC142,TORPRC142,96,1,-2,279,FALSE,69,86,10568,14161.1
TORBOK373,53023793,TORLIS373,TORAMT373,26168393,TORREV373,TORCHK373,TORLOC373,TORPRC373,46,3,0,344,FALSE,8,21,820,1098.8
TORBOK185,396395487,TORLIS185,TORAMT185,49501707,TORREV185,TORCHK185,TORLOC185,TORPRC185,83,18,15,296,FALSE,48,69,5717,7660.8
TORBOK301,68523791,TORLIS301,TORAMT301,44862573,TORREV301,TORCHK301,TORLOC301,TORPRC301,29,0,-10,340,TRUE,6,25,696,932.6
TORBOK3,4628985,TORLIS3,TORAMT3,19904208,TORREV3,TORCHK3,TORLOC3,TORPRC3,41,3,0,336,FALSE,10,29,3128,4191.5
TORBOK147,203995284,TORLIS147,TORAMT147,29634849,TORREV147,TORCHK147,TORLOC147,TORPRC147,44,2,-9,335,FALSE,11,30,2061,2761.7
TORBOK234,22937529,TORLIS234,TORAMT234,46562230,TORREV234,TORCHK234,TORLOC234,TORPRC234,27,2,-1,329,FALSE,8,36,450,603
TORBOK307,109263412,TORLIS307,TORAMT307,18024250,TORREV307,TORCHK307,TORLOC307,TORPRC307,97,85,82,82,FALSE,229,283,20131,26975.5
