pricingId,currencyNative,cleaningFeeUSD,cleaningFeeNative,extraPeopleFeeUSD,extraPeopleFeeNative,averageDailyRateUSD,averageDailyRateNative
TORPRC418,CAD,79,105.9,0,0,148,198.3
TORPRC419,CAD,63,84.4,0,0,183,245.2
TORPRC420,CAD,20,26.8,7.86667,10.5,65,87.1
TORPRC421,CAD,98,131.3,0,0,36,48.2
TORPRC422,CAD,23,30.8,5.43333,7.3,27,36.2
TORPRC423,CAD,24,32.2,5.56667,7.5,27,36.2
TORPRC424,CAD,0,0,0,0,73,97.8
TORPRC425,CAD,0,0,0,0,113,151.4
TORPRC426,CAD,22,29.5,36,48.2,76,101.8
TORPRC427,CAD,0,0,0,0,110,147.4
TORPRC428,CAD,132,176.9,0,0,140,187.6
TORPRC429,CAD,72,96.5,0,0,184,246.6
TORPRC430,CAD,51,68.3,0,0,138,184.9
TORPRC431,CAD,64,85.8,0,0,88,117.9
TORPRC432,CAD,64,85.8,9.98333,13.4,95,127.3
TORPRC433,CAD,0,0,0,0,152,203.7
TORPRC434,CAD,40,53.6,42.8333,57.4,111,148.7
TORPRC435,CAD,36,48.2,0,0,117,156.8
TORPRC436,CAD,21,28.1,0,0,62,83.1
TORPRC437,CAD,43,57.6,0,0,82,109.9
TORPRC438,CAD,0,0,0,0,72,96.5
TORPRC439,CAD,59,79.1,0,0,54,72.4
TORPRC440,CAD,37,49.6,7.35556,9.9,73,97.8
TORPRC441,CAD,28,37.5,0,0,70,93.8
TORPRC442,CAD,0,0,0,0,141,188.9
TORPRC443,CAD,99,132.7,0,0,261,349.7
TORPRC444,CAD,0,0,0,0,78,104.5
TORPRC445,CAD,142,190.3,0,0,65,87.1
TORPRC446,CAD,72,96.5,0,0,99,132.7
TORPRC447,CAD,0,0,26.4444,35.4,70,93.8
TORPRC448,CAD,79,105.9,0,0,154,206.4
TORPRC449,CAD,0,0,0,0,77,103.2
TORPRC450,CAD,88,117.9,17.1815,23,171,229.1
TORPRC451,CAD,0,0,0,0,74,99.2
TORPRC452,CAD,204,273.4,0,0,73,97.8
TORPRC453,CAD,0,0,0,0,52,69.7
TORPRC454,CAD,59,79.1,0,0,127,170.2
TORPRC455,CAD,127,170.2,7.93333,10.6,540,723.6
TORPRC456,CAD,31,41.5,11.6333,15.6,129,172.9
TORPRC457,CAD,20,26.8,0,0,37,49.6
TORPRC458,CAD,40,53.6,0,0,67,89.8
TORPRC459,CAD,36,48.2,0,0,62,83.1
TORPRC460,CAD,0,0,0,0,54,72.4
TORPRC461,CAD,119,159.5,0,0,111,148.7
TORPRC462,CAD,20,26.8,12,16.1,86,115.2
TORPRC463,CAD,0,0,0,0,56,75
TORPRC464,CAD,96,128.6,13.3222,17.9,86,115.2
TORPRC465,CAD,0,0,0,0,99,132.7
TORPRC466,CAD,16,21.4,7.93333,10.6,52,69.7
TORPRC467,CAD,56,75,13.3222,17.9,72,96.5
TORPRC468,CAD,59,79.1,0,0,114,152.8
TORPRC469,CAD,0,0,0,0,152,203.7
TORPRC470,CAD,79,105.9,0,0,177,237.2
TORPRC471,CAD,24,32.2,0,0,38,50.9
TORPRC472,CAD,198,265.3,0,0,199,266.7
TORPRC473,CAD,86,115.2,0,0,225,301.5
TORPRC474,CAD,0,0,0,0,104,139.4
TORPRC475,CAD,50,67,0,0,171,229.1
TORPRC476,CAD,0,0,10.0333,13.4,149,199.7
TORPRC477,CAD,80,107.2,3.2,4.3,140,187.6
TORPRC478,CAD,79,105.9,19.6583,26.3,118,158.1
TORPRC479,CAD,138,184.9,0,0,102,136.7
TORPRC480,CAD,59,79.1,26.3667,35.3,202,270.7
TORPRC481,CAD,0,0,0,0,166,222.4
TORPRC482,CAD,0,0,0,0,88,117.9
TORPRC483,CAD,0,0,0,0,48,64.3
TORPRC484,CAD,119,159.5,0,0,151,202.3
TORPRC485,CAD,71,95.1,3.93333,5.3,57,76.4
TORPRC486,CAD,0,0,0,0,252,337.7
TORPRC487,CAD,48,64.3,0,0,55,73.7
TORPRC488,CAD,60,80.4,7.93333,10.6,46,61.6
TORPRC489,CAD,48,64.3,5.95,8,63,84.4
TORPRC490,CAD,51,68.3,27.6667,37.1,111,148.7
TORPRC491,CAD,52,69.7,0,0,118,158.1
TORPRC492,CAD,198,265.3,0,0,92,123.3
TORPRC493,CAD,80,107.2,0,0,156,209
TORPRC494,CAD,124,166.2,0,0,103,138
TORPRC495,CAD,79,105.9,0,0,197,264
TORPRC496,CAD,0,0,0,0,55,73.7
TORPRC497,CAD,55,73.7,0,0,103,138
TORPRC498,CAD,143,191.6,0,0,102,136.7
TORPRC499,CAD,44,59,0,0,116,155.4
TORPRC500,CAD,240,321.6,6.65556,8.9,323,432.8
DUBPRC1,AED,0,0,0,0,82,300.9
DUBPRC2,AED,0,0,0,0,81,297.3
DUBPRC3,AED,0,0,0,0,128,469.8
DUBPRC4,AED,0,0,0,0,116,425.7
DUBPRC5,AED,0,0,0,0,55,201.8
DUBPRC6,AED,54,198.2,27.2222,99.9,68,249.6
DUBPRC7,AED,0,0,0,0,132,484.4
DUBPRC8,AED,0,0,0,0,60,220.2
DUBPRC9,AED,0,0,0,0,57,209.2
DUBPRC10,AED,0,0,0,0,99,363.3
DUBPRC11,AED,0,0,0,0,56,205.5
DUBPRC12,AED,0,0,0,0,218,800.1
DUBPRC13,AED,0,0,0,0,286,1049.6
DUBPRC14,AED,0,0,0,0,104,381.7
DUBPRC15,AED,163,598.2,0,0,250,917.5
DUBPRC16,AED,0,0,0,0,156,572.5
DUBPRC17,AED,68,249.6,0,0,160,587.2
DUBPRC18,AED,0,0,0,0,170,623.9
DUBPRC19,AED,0,0,0,0,159,583.5
DUBPRC20,AED,0,0,0,0,132,484.4
DUBPRC21,AED,0,0,0,0,61,223.9
DUBPRC22,AED,0,0,0,0,312,1145
DUBPRC23,AED,0,0,0,0,54,198.2
DUBPRC24,AED,0,0,0,0,61,223.9
DUBPRC25,AED,0,0,0,0,191,701
DUBPRC26,AED,0,0,0,0,84,308.3
DUBPRC27,AED,0,0,0,0,132,484.4
DUBPRC28,AED,0,0,0,0,60,220.2
DUBPRC29,AED,0,0,0,0,72,264.2
DUBPRC30,AED,0,0,0,0,124,455.1
DUBPRC31,AED,0,0,0,0,89,326.6
DUBPRC32,AED,0,0,0,0,139,510.1
DUBPRC33,AED,0,0,0,0,63,231.2
DUBPRC34,AED,0,0,0,0,58,212.9
DUBPRC35,AED,70,256.9,5.75714,21.1,175,642.2
DUBPRC36,AED,0,0,0,0,81,297.3
DUBPRC37,AED,0,0,0,0,195,715.6
DUBPRC38,AED,0,0,0,0,216,792.7
DUBPRC39,AED,0,0,0,0,56,205.5
DUBPRC40,AED,0,0,0,0,81,297.3
DUBPRC41,AED,0,0,0,0,62,227.5
DUBPRC42,AED,0,0,0,0,76,278.9
DUBPRC43,AED,0,0,0,0,95,348.6
DUBPRC44,AED,0,0,0,0,36,132.1
DUBPRC45,AED,0,0,0,0,87,319.3
DUBPRC46,AED,0,0,0,0,68,249.6
DUBPRC47,AED,95,348.6,0,0,138,506.5
DUBPRC48,AED,41,150.5,0,0,113,414.7
DUBPRC49,AED,0,0,0,0,94,345
DUBPRC50,AED,0,0,0,0,202,741.3
DUBPRC51,AED,0,0,0,0,232,851.4
DUBPRC52,AED,0,0,0,0,206,756
DUBPRC53,AED,35,128.4,0,0,120,440.4
DUBPRC54,AED,0,0,0,0,174,638.6
DUBPRC55,AED,0,0,0,0,79,289.9
DUBPRC56,AED,54,198.2,0,0,226,829.4
DUBPRC57,AED,0,0,0,0,96,352.3
DUBPRC58,AED,0,0,0,0,80,293.6
DUBPRC59,AED,0,0,0,0,56,205.5
DUBPRC60,AED,105,385.3,0,0,226,829.4
DUBPRC61,AED,0,0,0,0,1416,5196.7
DUBPRC62,AED,0,0,0,0,120,440.4
DUBPRC63,AED,0,0,0,0,82,300.9
DUBPRC64,AED,0,0,0,0,44,161.5
DUBPRC65,AED,0,0,0,0,98,359.7
DUBPRC66,AED,0,0,0,0,52,190.8
DUBPRC67,AED,0,0,0,0,103,378
DUBPRC68,AED,0,0,0,0,60,220.2
DUBPRC69,AED,75,275.2,0,0,71,260.6
DUBPRC70,AED,0,0,0,0,90,330.3
DUBPRC71,AED,0,0,0,0,56,205.5
DUBPRC72,AED,0,0,0,0,100,367
DUBPRC73,AED,0,0,0,0,199,730.3
DUBPRC74,AED,0,0,0,0,108,396.4
DUBPRC75,AED,68,249.6,20.4167,74.9,227,833.1
DUBPRC76,AED,0,0,0,0,182,667.9
DUBPRC77,AED,0,0,0,0,323,1185.4
DUBPRC78,AED,0,0,0,0,30,110.1
DUBPRC79,AED,0,0,0,0,115,422.1
DUBPRC80,AED,90,330.3,0,0,258,946.9
DUBPRC81,AED,0,0,0,0,261,957.9
DUBPRC82,AED,0,0,0,0,203,745
DUBPRC83,AED,0,0,0,0,239,877.1
DUBPRC84,AED,109,400,0,0,154,565.2
DUBPRC85,AED,0,0,0,0,27,99.1
DUBPRC86,AED,54,198.2,0,0,164,601.9
DUBPRC87,AED,0,0,0,0,2000,7340
DUBPRC88,AED,35,128.4,0,0,65,238.5
DUBPRC89,AED,49,179.8,0,0,98,359.7
DUBPRC90,AED,0,0,0,0,68,249.6
DUBPRC91,AED,0,0,0,0,59,216.5
DUBPRC92,AED,0,0,0,0,48,176.2
DUBPRC93,AED,0,0,0,0,95,348.6
DUBPRC94,AED,0,0,0,0,44,161.5
DUBPRC95,AED,38,139.5,0,0,129,473.4
DUBPRC96,AED,0,0,0,0,113,414.7
DUBPRC97,AED,97,356,0,0,170,623.9
DUBPRC98,AED,109,400,2.38333,8.7,370,1357.9
DUBPRC99,AED,0,0,0,0,350,1284.5
DUBPRC100,AED,0,0,0,0,21,77.1
