pricingId,currencyNative,cleaningFeeUSD,cleaningFeeNative,extraPeopleFeeUSD,extraPeopleFeeNative,averageDailyRateUSD,averageDailyRateNative
LONPRC79,GBP,68,53.7,0,0,163,128.8
LONPRC80,GBP,179,141.4,0,0,184,145.4
LONPRC81,GBP,0,0,0,0,608,480.3
LONPRC82,GBP,0,0,0,0,730,576.7
LONPRC83,GBP,14,11.1,0,0,38,30
LONPRC84,GBP,65,51.4,0,0,120,94.8
LONPRC85,GBP,0,0,0,0,166,131.1
LONPRC86,GBP,195,154.1,16.7238,13.2,514,406.1
LONPRC87,GBP,0,0,0,0,703,555.4
LONPRC88,GBP,0,0,0,0,781,617
LONPRC89,GBP,0,0,0,0,146,115.3
LONPRC90,GBP,40,31.6,13.4,10.6,188,148.5
LONPRC91,GBP,0,0,0,0,330,260.7
LONPRC92,GBP,0,0,0,0,230,181.7
LONPRC93,GBP,39,30.8,0,0,168,132.7
LONPRC94,GBP,0,0,0,0,129,101.9
LONPRC95,GBP,0,0,0,0,57,45
LONPRC96,GBP,0,0,0,0,180,142.2
LONPRC97,GBP,0,0,0,0,183,144.6
LONPRC98,GBP,0,0,0,0,186,146.9
LONPRC99,GBP,0,0,0,0,77,60.8
LONPRC100,GBP,0,0,0,0,71,56.1
LONPRC101,GBP,0,0,0,0,139,109.8
LONPRC102,GBP,0,0,0,0,146,115.3
LONPRC103,GBP,11,8.7,20.4333,16.1,58,45.8
LONPRC104,GBP,0,0,0,0,171,135.1
LONPRC105,GBP,26,20.5,17.3889,13.7,110,86.9
LONPRC106,GBP,0,0,0,0,118,93.2
LONPRC107,GBP,68,53.7,0,0,271,214.1
LONPRC108,GBP,0,0,0,0,145,114.6
LONPRC109,GBP,0,0,0,0,232,183.3
LONPRC110,GBP,0,0,0,0,138,109
LONPRC111,GBP,31,24.5,0,0,243,192
LONPRC112,GBP,0,0,19.5333,15.4,67,52.9
LONPRC113,GBP,0,0,0,0,118,93.2
LONPRC114,GBP,102,80.6,0,0,263,207.8
LONPRC115,GBP,0,0,0,0,322,254.4
LONPRC116,GBP,166,131.1,0,0,697,550.6
LONPRC117,GBP,0,0,0,0,184,145.4
LONPRC118,GBP,0,0,0,0,76,60
LONPRC119,GBP,98,77.4,32.5133,25.7,285,225.2
LONPRC120,GBP,0,0,0,0,263,207.8
LONPRC121,GBP,0,0,0,0,431,340.5
LONPRC122,GBP,0,0,0,0,164,129.6
LONPRC123,GBP,32,25.3,0,0,64,50.6
LONPRC124,GBP,0,0,0,0,651,514.3
LONPRC125,GBP,0,0,0,0,189,149.3
LONPRC126,GBP,0,0,0,0,424,335
LONPRC127,GBP,0,0,0,0,86,67.9
LONPRC128,GBP,0,0,0,0,224,177
LONPRC129,GBP,34,26.9,18.2667,14.4,83,65.6
LONPRC130,GBP,7,5.5,13.0444,10.3,84,66.4
LONPRC131,GBP,0,0,0,0,107,84.5
LONPRC132,GBP,0,0,282.683,223.3,146,115.3
LONPRC133,GBP,95,75,0,0,281,222
LONPRC134,GBP,102,80.6,0,0,314,248.1
LONPRC135,GBP,0,0,0,0,81,64
LONPRC136,GBP,26,20.5,7.43333,5.9,171,135.1
LONPRC137,GBP,23,18.2,21.6778,17.1,111,87.7
LONPRC138,GBP,0,0,0,0,253,199.9
LONPRC139,GBP,130,102.7,0,0,197,155.6
LONPRC140,GBP,0,0,0,0,152,120.1
LONPRC141,GBP,0,0,0,0,259,204.6
LONPRC142,GBP,0,0,0,0,273,215.7
LONPRC143,GBP,130,102.7,0,0,470,371.3
LONPRC144,GBP,0,0,0,0,254,200.7
LONPRC145,GBP,0,0,0,0,248,195.9
LONPRC146,GBP,97,76.6,0,0,333,263.1
LONPRC147,GBP,82,64.8,20.5889,16.3,300,237
LONPRC148,GBP,0,0,0,0,269,212.5
LONPRC149,GBP,0,0,0,0,132,104.3
LONPRC150,GBP,19,15,0,0,121,95.6
LONPRC151,GBP,40,31.6,0,0,72,56.9
LONPRC152,GBP,0,0,0,0,422,333.4
LONPRC153,GBP,0,0,0,0,357,282
LONPRC154,GBP,0,0,0,0,137,108.2
LONPRC155,GBP,0,0,0,0,148,116.9
LONPRC156,GBP,0,0,0,0,76,60
LONPRC157,GBP,38,30,0,0,97,76.6
LONPRC158,GBP,26,20.5,16.3167,12.9,166,131.1
LONPRC159,GBP,0,0,0,0,31,24.5
LONPRC160,GBP,0,0,0,0,820,647.8
LONPRC161,GBP,0,0,0,0,356,281.2
LONPRC162,GBP,0,0,0,0,142,112.2
LONPRC163,GBP,0,0,0,0,136,107.4
LONPRC164,GBP,0,0,0,0,191,150.9
LONPRC165,GBP,49,38.7,0,0,147,116.1
LONPRC166,GBP,68,53.7,0,0,225,177.8
LONPRC167,GBP,0,0,0,0,438,346
LONPRC168,GBP,0,0,0,0,204,161.2
LONPRC169,GBP,0,0,0,0,152,120.1
LONPRC170,GBP,0,0,0,0,98,77.4
LONPRC171,GBP,114,90.1,0,0,219,173
LONPRC172,GBP,0,0,0,0,409,323.1
LONPRC173,GBP,0,0,0,0,159,125.6
LONPRC174,GBP,0,0,0,0,725,572.8
LONPRC175,GBP,0,0,0,0,260,205.4
LONPRC176,GBP,0,0,0,0,329,259.9
LONPRC177,GBP,94,74.3,0,0,115,90.9
LONPRC178,GBP,46,36.3,16.2833,12.9,183,144.6
LONPRC179,GBP,0,0,0,0,76,60
LONPRC180,GBP,0,0,0,0,42,33.2
LONPRC181,GBP,0,0,0,0,93,73.5
LONPRC182,GBP,0,0,0,0,106,83.7
LONPRC183,GBP,0,0,0,0,168,132.7
LONPRC184,GBP,0,0,0,0,218,172.2
LONPRC185,GBP,69,54.5,0,0,120,94.8
LONPRC186,GBP,68,53.7,6.8,5.4,44,34.8
LONPRC187,GBP,0,0,0,0,204,161.2
LONPRC188,GBP,0,0,0,0,240,189.6
LONPRC189,GBP,95,75,9.02222,7.1,75,59.2
LONPRC190,GBP,0,0,0,0,108,85.3
LONPRC191,GBP,0,0,0,0,158,124.8
LONPRC192,GBP,65,51.4,0,0,115,90.9
LONPRC193,GBP,20,15.8,19.5333,15.4,59,46.6
LONPRC194,GBP,0,0,0,0,589,465.3
LONPRC195,GBP,0,0,0,0,274,216.5
LONPRC196,GBP,0,0,0,0,120,94.8
LONPRC197,GBP,215,169.8,0,0,881,696
LONPRC198,GBP,0,0,0,0,139,109.8
LONPRC199,GBP,0,0,0,0,228,180.1
LONPRC200,GBP,0,0,0,0,170,134.3
LONPRC201,GBP,0,0,0,0,183,144.6
LONPRC202,GBP,0,0,0,0,529,417.9
LONPRC203,GBP,0,0,0,0,103,81.4
LONPRC204,GBP,0,0,0,0,54,42.7
LONPRC205,GBP,16,12.6,0,0,45,35.6
LONPRC206,GBP,0,0,0,0,90,71.1
LONPRC207,GBP,67,52.9,10.05,7.9,106,83.7
LONPRC208,GBP,0,0,0,0,71,56.1
LONPRC209,GBP,0,0,0,0,341,269.4
LONPRC210,GBP,0,0,0,0,131,103.5
LONPRC211,GBP,0,0,0,0,318,251.2
LONPRC212,GBP,0,0,0,0,57,45
LONPRC213,GBP,0,0,0,0,153,120.9
LONPRC214,GBP,0,0,0,0,193,152.5
LONPRC215,GBP,24,19,20.05,15.8,39,30.8
LONPRC216,GBP,0,0,0,0,200,158
LONPRC217,GBP,0,0,0,0,244,192.8
LONPRC218,GBP,0,0,0,0,36,28.4
LONPRC219,GBP,0,0,0,0,132,104.3
LONPRC220,GBP,52,41.1,0,0,107,84.5
LONPRC221,GBP,0,0,0,0,210,165.9
LONPRC222,GBP,0,0,0,0,297,234.6
LONPRC223,GBP,0,0,0,0,244,192.8
LONPRC224,GBP,0,0,0,0,114,90.1
LONPRC225,GBP,0,0,0,0,119,94
LONPRC226,GBP,0,0,0,0,385,304.2
LONPRC227,GBP,0,0,0,0,48,37.9
LONPRC228,GBP,299,236.2,12.5462,9.9,1244,982.8
LONPRC229,GBP,0,0,0,0,290,229.1
LONPRC230,GBP,0,0,0,0,101,79.8
LONPRC231,GBP,0,0,0,0,269,212.5
LONPRC232,GBP,0,0,0,0,245,193.6
LONPRC233,GBP,111,87.7,0,0,783,618.6
LONPRC234,GBP,88,69.5,0,0,187,147.7
LONPRC235,GBP,0,0,0,0,49,38.7
LONPRC236,GBP,0,0,0,0,156,123.2
LONPRC237,GBP,0,0,0,0,76,60
LONPRC238,GBP,0,0,0,0,102,80.6
LONPRC239,GBP,102,80.6,0,0,169,133.5
LONPRC240,GBP,0,0,0,0,182,143.8
LONPRC241,GBP,0,0,0,0,315,248.9
LONPRC242,GBP,0,0,0,0,100,79
LONPRC243,GBP,54,42.7,0,0,143,113
LONPRC244,GBP,122,96.4,0,0,257,203
LONPRC245,GBP,98,77.4,0,0,192,151.7
LONPRC246,GBP,0,0,0,0,56,44.2
LONPRC247,GBP,7,5.5,0,0,54,42.7
LONPRC248,GBP,0,0,0,0,74,58.5
LONPRC249,GBP,40,31.6,0,0,112,88.5
LONPRC250,GBP,196,154.8,17.4,13.7,248,195.9
LONPRC251,GBP,293,231.5,0,0,484,382.4
LONPRC252,GBP,117,92.4,0,0,111,87.7
LONPRC253,GBP,0,0,0,0,211,166.7
LONPRC254,GBP,145,114.6,0,0,184,145.4
LONPRC255,GBP,0,0,0,0,173,136.7
LONPRC256,GBP,0,0,0,0,415,327.9
LONPRC257,GBP,0,0,0,0,162,128
LONPRC258,GBP,68,53.7,0,0,139,109.8
LONPRC259,GBP,0,0,0,0,201,158.8
LONPRC260,GBP,207,163.5,0,0,482,380.8
LONPRC261,GBP,0,0,0,0,254,200.7
LONPRC262,GBP,0,0,0,0,62,49
LONPRC263,GBP,0,0,0,0,56,44.2
LONPRC264,GBP,0,0,0,0,136,107.4
LONPRC265,GBP,75,59.2,10.1583,8,124,98
LONPRC266,GBP,65,51.4,0,0,74,58.5
LONPRC267,GBP,0,0,0,0,372,293.9
LONPRC268,GBP,137,108.2,0,0,192,151.7
LONPRC269,GBP,25,19.8,0,0,113,89.3
LONPRC270,GBP,190,150.1,5.43333,4.3,74,58.5
LONPRC271,GBP,0,0,0,0,78,61.6
LONPRC272,GBP,0,0,0,0,57,45
LONPRC273,GBP,0,0,0,0,141,111.4
LONPRC274,GBP,0,0,0,0,88,69.5
LONPRC275,GBP,130,102.7,4.88333,3.9,489,386.3
LONPRC276,GBP,0,0,0,0,164,129.6
LONPRC277,GBP,0,0,0,0,195,154.1
LONPRC278,GBP,0,0,0,0,242,191.2
LONPRC279,GBP,0,0,0,0,356,281.2
LONPRC280,GBP,0,0,0,0,205,162
LONPRC281,GBP,19,15,25.1,19.8,185,146.2
LONPRC282,GBP,0,0,0,0,682,538.8
LONPRC283,GBP,0,0,0,0,90,71.1
LONPRC284,GBP,0,0,0,0,91,71.9
LONPRC285,GBP,0,0,0,0,83,65.6
LONPRC286,GBP,86,67.9,0,0,152,120.1
LONPRC287,GBP,0,0,0,0,162,128
LONPRC288,GBP,0,0,0,0,234,184.9
LONPRC289,GBP,0,0,0,0,230,181.7
LONPRC290,GBP,0,0,0,0,87,68.7
LONPRC291,GBP,0,0,0,0,169,133.5
LONPRC292,GBP,10,7.9,20.7333,16.4,62,49
LONPRC293,GBP,0,0,0,0,136,107.4
LONPRC294,GBP,0,0,0,0,56,44.2
LONPRC295,GBP,0,0,0,0,258,203.8
LONPRC296,GBP,0,0,0,0,124,98
LONPRC297,GBP,0,0,0,0,232,183.3
LONPRC298,GBP,13,10.3,25.2333,19.9,55,43.5
LONPRC299,GBP,0,0,0,0,127,100.3
LONPRC300,GBP,0,0,0,0,127,100.3
LONPRC301,GBP,93,73.5,6.76667,5.3,187,147.7
LONPRC302,GBP,0,0,0,0,108,85.3
LONPRC303,GBP,33,26.1,13.0333,10.3,103,81.4
LONPRC304,GBP,0,0,0,0,230,181.7
LONPRC305,GBP,0,0,0,0,173,136.7
LONPRC306,GBP,91,71.9,32.5,25.7,174,137.5
LONPRC307,GBP,0,0,0,0,156,123.2
LONPRC308,GBP,0,0,0,0,315,248.9
LONPRC309,GBP,39,30.8,0,0,49,38.7
LONPRC310,GBP,62,49,0,0,340,268.6
LONPRC311,GBP,0,0,0,0,285,225.2
LONPRC312,GBP,0,0,0,0,124,98
LONPRC313,GBP,26,20.5,19.5667,15.5,61,48.2
LONPRC314,GBP,0,0,0,0,101,79.8
LONPRC315,GBP,0,0,0,0,56,44.2
LONPRC316,GBP,0,0,0,0,98,77.4
LONPRC317,GBP,0,0,0,0,211,166.7
LONPRC318,GBP,190,150.1,5.43333,4.3,73,57.7
LONPRC319,GBP,0,0,0,0,254,200.7
LONPRC320,GBP,0,0,0,0,92,72.7
LONPRC321,GBP,52,41.1,0,0,229,180.9
LONPRC322,GBP,0,0,0,0,69,54.5
LONPRC323,GBP,98,77.4,0,0,477,376.8
LONPRC324,GBP,0,0,0,0,85,67.2
LONPRC325,GBP,0,0,0,0,39,30.8
LONPRC326,GBP,20,15.8,13.0333,10.3,107,84.5
LONPRC327,GBP,124,98,0,0,196,154.8
LONPRC328,GBP,0,0,0,0,142,112.2
LONPRC329,GBP,0,0,0,0,155,122.5
LONPRC330,GBP,172,135.9,0,0,138,109
LONPRC331,GBP,0,0,0,0,266,210.1
LONPRC332,GBP,234,184.9,0,0,719,568
LONPRC333,GBP,104,82.2,0,0,208,164.3
LONPRC334,GBP,0,0,0,0,184,145.4
LONPRC335,GBP,65,51.4,0,0,205,162
LONPRC336,GBP,0,0,0,0,234,184.9
LONPRC337,GBP,39,30.8,0,0,41,32.4
LONPRC338,GBP,0,0,0,0,108,85.3
LONPRC339,GBP,0,0,0,0,149,117.7
LONPRC340,GBP,39,30.8,15.6667,12.4,27,21.3
LONPRC341,GBP,0,0,0,0,114,90.1
LONPRC342,GBP,0,0,0,0,136,107.4
LONPRC343,GBP,0,0,0,0,617,487.4
LONPRC344,GBP,169,133.5,0,0,213,168.3
LONPRC345,GBP,99,78.2,0,0,97,76.6
LONPRC346,GBP,0,0,0,0,140,110.6
LONPRC347,GBP,0,0,0,0,165,130.3
LONPRC348,GBP,0,0,0,0,211,166.7
LONPRC349,GBP,36,28.4,15.6095,12.3,59,46.6
LONPRC350,GBP,52,41.1,26,20.5,75,59.2
LONPRC351,GBP,0,0,0,0,148,116.9
LONPRC352,GBP,0,0,0,0,170,134.3
LONPRC353,GBP,0,0,0,0,217,171.4
LONPRC354,GBP,0,0,0,0,494,390.3
LONPRC355,GBP,0,0,0,0,658,519.8
LONPRC356,GBP,0,0,0,0,275,217.2
LONPRC357,GBP,0,0,0,0,215,169.8
LONPRC358,GBP,0,0,0,0,229,180.9
LONPRC359,GBP,124,98,39.02,30.8,702,554.6
LONPRC360,GBP,0,0,0,0,93,73.5
LONPRC361,GBP,0,0,0,0,695,549.1
LONPRC362,GBP,0,0,0,0,221,174.6
LONPRC363,GBP,0,0,0,0,195,154.1
LONPRC364,GBP,0,0,0,0,99,78.2
LONPRC365,GBP,68,53.7,33.9778,26.8,250,197.5
LONPRC366,GBP,0,0,0,0,126,99.5
LONPRC367,GBP,0,0,0,0,227,179.3
LONPRC368,GBP,0,0,0,0,48,37.9
LONPRC369,GBP,0,0,0,0,238,188
LONPRC370,GBP,0,0,0,0,216,170.6
LONPRC371,GBP,0,0,0,0,148,116.9
LONPRC372,GBP,0,0,0,0,169,133.5
LONPRC373,GBP,0,0,0,0,214,169.1
LONPRC374,GBP,0,0,0,0,400,316
LONPRC375,GBP,51,40.3,26.1,20.6,90,71.1
LONPRC376,GBP,0,0,0,0,345,272.6
LONPRC377,GBP,0,0,0,0,193,152.5
LONPRC378,GBP,47,37.1,2.08667,1.6,214,169.1
LONPRC379,GBP,0,0,0,0,296,233.8
LONPRC380,GBP,0,0,0,0,499,394.2
LONPRC381,GBP,0,0,0,0,439,346.8
LONPRC382,GBP,0,0,0,0,933,737.1
LONPRC383,GBP,0,0,0,0,598,472.4
LONPRC384,GBP,155,122.5,8.60556,6.8,521,411.6
LONPRC385,GBP,0,0,0,0,191,150.9
LONPRC386,GBP,0,0,0,0,104,82.2
LONPRC387,GBP,0,0,0,0,175,138.2
LONPRC388,GBP,0,0,0,0,132,104.3
LONPRC389,GBP,0,0,0,0,112,88.5
LONPRC390,GBP,0,0,34.5333,27.3,93,73.5
LONPRC391,GBP,0,0,0,0,63,49.8
LONPRC392,GBP,0,0,0,0,108,85.3
LONPRC393,GBP,0,0,0,0,448,353.9
LONPRC394,GBP,0,0,0,0,49,38.7
LONPRC395,GBP,0,0,0,0,695,549.1
LONPRC396,GBP,109,86.1,6.8,5.4,248,195.9
LONPRC397,GBP,0,0,0,0,106,83.7
LONPRC398,GBP,0,0,0,0,123,97.2
LONPRC399,GBP,0,0,0,0,340,268.6
LONPRC400,GBP,0,0,0,0,164,129.6
LONPRC401,GBP,0,0,0,0,893,705.5
LONPRC402,GBP,0,0,0,0,154,121.7
LONPRC403,GBP,0,0,0,0,126,99.5
LONPRC404,GBP,0,0,0,0,124,98
LONPRC405,GBP,0,0,0,0,132,104.3
LONPRC406,GBP,0,0,0,0,172,135.9
LONPRC407,GBP,0,0,0,0,193,152.5
LONPRC408,GBP,0,0,0,0,98,77.4
LONPRC409,GBP,0,0,0,0,37,29.2
LONPRC410,GBP,0,0,0,0,37,29.2
LONPRC411,GBP,157,124,7.11818,5.6,283,223.6
LONPRC412,GBP,0,0,0,0,64,50.6
LONPRC413,GBP,85,67.2,0,0,98,77.4
LONPRC414,GBP,88,69.5,0,0,245,193.6
LONPRC415,GBP,26,20.5,0,0,165,130.3
LONPRC416,GBP,0,0,0,0,973,768.7
LONPRC417,GBP,0,0,0,0,415,327.9
LONPRC418,GBP,157,124,0,0,214,169.1
LONPRC419,GBP,0,0,0,0,148,116.9
LONPRC420,GBP,67,52.9,22.3222,17.6,201,158.8
LONPRC421,GBP,0,0,0,0,126,99.5
LONPRC422,GBP,62,49,0,0,388,306.5
LONPRC423,GBP,104,82.2,6.5,5.1,324,256
LONPRC424,GBP,0,0,0,0,398,314.4
LONPRC425,GBP,0,0,0,0,286,225.9
LONPRC426,GBP,0,0,0,0,656,518.2
LONPRC427,GBP,0,0,0,0,247,195.1
LONPRC428,GBP,0,0,0,0,135,106.7
LONPRC429,GBP,0,0,0,0,106,83.7
LONPRC430,GBP,0,0,0,0,127,100.3
LONPRC431,GBP,0,0,0,0,249,196.7
LONPRC432,GBP,0,0,0,0,528,417.1
LONPRC433,GBP,0,0,0,0,94,74.3
LONPRC434,GBP,170,134.3,0,0,319,252
LONPRC435,GBP,0,0,0,0,255,201.5
LONPRC436,GBP,0,0,0,0,204,161.2
LONPRC437,GBP,0,0,0,0,68,53.7
LONPRC438,GBP,0,0,0,0,91,71.9
LONPRC439,GBP,47,37.1,6.7,5.3,85,67.2
LONPRC440,GBP,0,0,0,0,161,127.2
LONPRC441,GBP,59,46.6,0,0,167,131.9
LONPRC442,GBP,0,0,0,0,512,404.5
LONPRC443,GBP,0,0,0,0,325,256.8
LONPRC444,GBP,65,51.4,0,0,450,355.5
LONPRC445,GBP,80,63.2,0,0,1005,794
LONPRC446,GBP,0,0,0,0,236,186.4
LONPRC447,GBP,0,0,0,0,344,271.8
LONPRC448,GBP,0,0,0,0,109,86.1
LONPRC449,GBP,47,37.1,0,0,119,94
LONPRC450,GBP,0,0,0,0,112,88.5
LONPRC451,GBP,0,0,0,0,89,70.3
LONPRC452,GBP,0,0,19.5667,15.5,49,38.7
LONPRC453,GBP,0,0,0,0,136,107.4
LONPRC454,GBP,0,0,0,0,193,152.5
LONPRC455,GBP,0,0,0,0,211,166.7
LONPRC456,GBP,0,0,0,0,189,149.3
LONPRC457,GBP,0,0,0,0,192,151.7
LONPRC458,GBP,0,0,0,0,435,343.7
LONPRC459,GBP,55,43.5,0,0,163,128.8
LONPRC460,GBP,0,0,0,0,229,180.9
LONPRC461,GBP,0,0,0,0,157,124
LONPRC462,GBP,0,0,0,0,160,126.4
LONPRC463,GBP,13,10.3,0,0,92,72.7
LONPRC464,GBP,0,0,0,0,559,441.6
LONPRC465,GBP,0,0,0,0,163,128.8
LONPRC466,GBP,0,0,0,0,184,145.4
LONPRC467,GBP,0,0,0,0,202,159.6
LONPRC468,GBP,0,0,0,0,74,58.5
LONPRC469,GBP,0,0,0,0,284,224.4
LONPRC470,GBP,65,51.4,64.55,51,121,95.6
LONPRC471,GBP,130,102.7,31.2133,24.7,213,168.3
LONPRC472,GBP,0,0,19.5667,15.5,70,55.3
LONPRC473,GBP,0,0,0,0,102,80.6
LONPRC474,GBP,0,0,0,0,147,116.1
LONPRC475,GBP,0,0,0,0,184,145.4
LONPRC476,GBP,0,0,0,0,114,90.1
LONPRC477,GBP,26,20.5,20.8381,16.5,56,44.2
LONPRC478,GBP,175,138.2,0,0,258,203.8
LONPRC479,GBP,0,0,0,0,347,274.1
LONPRC480,GBP,0,0,0,0,348,274.9
LONPRC481,GBP,0,0,0,0,164,129.6
LONPRC482,GBP,0,0,0,0,712,562.5
LONPRC483,GBP,0,0,0,0,400,316
LONPRC484,GBP,0,0,0,0,248,195.9
LONPRC485,GBP,61,48.2,9.03333,7.1,239,188.8
LONPRC486,GBP,0,0,0,0,234,184.9
LONPRC487,GBP,0,0,0,0,601,474.8
LONPRC488,GBP,0,0,0,0,48,37.9
LONPRC489,GBP,0,0,0,0,170,134.3
LONPRC490,GBP,0,0,0,0,120,94.8
LONPRC491,GBP,0,0,0,0,115,90.9
LONPRC492,GBP,0,0,0,0,242,191.2
LONPRC493,GBP,74,58.5,0,0,131,103.5
LONPRC494,GBP,46,36.3,23.4333,18.5,59,46.6
LONPRC495,GBP,0,0,0,0,168,132.7
LONPRC496,GBP,0,0,0,0,103,81.4
LONPRC497,GBP,0,0,0,0,99,78.2
LONPRC498,GBP,0,0,0,0,101,79.8
LONPRC499,GBP,203,160.4,0,0,504,398.2
LONPRC500,GBP,169,133.5,0,0,435,343.7
MIAPRC1,GBP,50,50,5,5,64,64
MIAPRC2,GBP,0.0,0.0,0.0,0.0,312,312
MIAPRC3,GBP,70,70,0,0,72,72
MIAPRC4,GBP,77,77,0,0,150,150
MIAPRC5,GBP,150,150,0,0,137,137
MIAPRC6,GBP,80,80,0,0,169,169
MIAPRC7,GBP,130,130,0,0,181,181
MIAPRC8,GBP,120,120,10,10,135,135
MIAPRC9,GBP,70,70,10,10,152,152
MIAPRC10,GBP,15,15,10,10,82,82
MIAPRC11,GBP,45,45,0,0,127,127
MIAPRC12,GBP,90,90,0,0,101,101
MIAPRC13,GBP,35,35,10,10,83,83
MIAPRC14,GBP,187,187,0,0,205,205
MIAPRC15,GBP,99,99,0,0,237,237
MIAPRC16,GBP,60,60,0,0,125,125
MIAPRC17,GBP,0,0,10,10,60,60
MIAPRC18,GBP,80,80,0,0,142,142
MIAPRC19,GBP,199,199,0,0,459,459
MIAPRC20,GBP,185,185,0,0,309,309
MIAPRC21,GBP,150,150,0,0,132,132
MIAPRC22,GBP,50,50,0,0,134,134
MIAPRC23,GBP,125,125,7.6,7.6,117,117
MIAPRC24,GBP,150,150,17.5,17.5,202,202
MIAPRC25,GBP,85,85,0,0,97,97
MIAPRC26,GBP,40,40,0,0,75,75
MIAPRC27,GBP,75,75,0,0,124,124
MIAPRC28,GBP,40,40,0,0,170,170
MIAPRC29,GBP,150,150,0,0,268,268
MIAPRC30,GBP,180,180,0,0,270,270
MIAPRC31,GBP,199,199,0,0,251,251
MIAPRC32,GBP,10,10,0,0,58,58
MIAPRC33,GBP,75,75,13.3333,13.3333,139,139
MIAPRC34,GBP,80,80,16.6667,16.6667,225,225
MIAPRC35,GBP,0.0,0.0,0.0,0.0,154,154
MIAPRC36,GBP,75,75,13.3333,13.3333,122,122
MIAPRC37,GBP,160,160,0,0,140,140
MIAPRC38,GBP,169,169,0,0,125,125
MIAPRC39,GBP,0.0,0.0,0.0,0.0,316,316
MIAPRC40,GBP,150,150,0,0,259,259
MIAPRC41,GBP,200,200,55,55,127,127
MIAPRC42,GBP,80,80,0,0,296,296
MIAPRC43,GBP,70,70,16.6667,16.6667,91,91
MIAPRC44,GBP,80,80,0,0,288,288
MIAPRC45,GBP,167,167,0,0,163,163
MIAPRC46,GBP,79,79,0,0,134,134
MIAPRC47,GBP,150,150,0,0,238,238
MIAPRC48,GBP,25,25,0,0,54,54
MIAPRC49,GBP,0.0,0.0,0.0,0.0,172,172
MIAPRC50,GBP,110,110,6.66667,6.66667,391,391
MIAPRC51,GBP,150,150,6.66667,6.66667,321,321
MIAPRC52,GBP,120,120,10,10,114,114
MIAPRC53,GBP,0,0,0,0,50,50
MIAPRC54,GBP,100,100,0,0,104,104
MIAPRC55,GBP,0,0,0,0,46,46
MIAPRC56,GBP,120,120,0,0,322,322
MIAPRC57,GBP,90,90,0,0,141,141
MIAPRC58,GBP,195,195,16.3636,16.3636,355,355
MIAPRC59,GBP,119,119,5,5,201,201
MIAPRC60,GBP,0,0,0,0,80,80
MIAPRC61,GBP,79,79,10,10,104,104
MIAPRC62,GBP,69,69,0,0,113,113
MIAPRC63,GBP,60,60,11.25,11.25,104,104
MIAPRC64,GBP,100,100,0,0,152,152
MIAPRC65,GBP,0,0,0,0,250,250
MIAPRC66,GBP,20,20,0,0,60,60
MIAPRC67,GBP,161,161,7.33333,7.33333,229,229
MIAPRC68,GBP,150,150,0,0,186,186
MIAPRC69,GBP,130,130,8,8,233,233
MIAPRC70,GBP,65,65,0,0,112,112
MIAPRC71,GBP,0.0,0.0,0.0,0.0,99,99
MIAPRC72,GBP,112,112,0,0,173,173
MIAPRC73,GBP,0,0,0,0,79,79
MIAPRC74,GBP,125,125,5,5,253,253
MIAPRC75,GBP,90,90,0,0,126,126
MIAPRC76,GBP,150,150,0,0,122,122
MIAPRC77,GBP,19,19,20,20,94,94
MIAPRC78,GBP,75,75,0,0,126,126
MIAPRC79,GBP,135,135,0,0,219,219
MIAPRC80,GBP,0,0,0,0,259,259
MIAPRC81,GBP,170,170,0,0,161,161
MIAPRC82,GBP,75,75,13.3333,13.3333,136,136
MIAPRC83,GBP,75,75,0,0,105,105
MIAPRC84,GBP,160,160,0,0,175,175
MIAPRC85,GBP,0,0,15,15,74,74
MIAPRC86,GBP,35,35,0,0,62,62
MIAPRC87,GBP,100,100,15,15,77,77
MIAPRC88,GBP,140,140,0,0,327,327
MIAPRC89,GBP,20,20,0,0,63,63
MIAPRC90,GBP,60,60,0,0,70,70
MIAPRC91,GBP,60,60,0,0,68,68
MIAPRC92,GBP,150,150,5.83333,5.83333,133,133
MIAPRC93,GBP,0,0,0,0,176,176
MIAPRC94,GBP,500,500,8,8,1305,1305
MIAPRC95,GBP,345,345,0,0,1590,1590
MIAPRC96,GBP,80,80,10,10,142,142
MIAPRC97,GBP,225,225,0,0,223,223
MIAPRC98,GBP,110,110,8,8,206,206
MIAPRC99,GBP,250,250,18.75,18.75,213,213
MIAPRC100,GBP,120,120,0,0,212,212
MIAPRC101,GBP,120,120,0,0,200,200
MIAPRC102,GBP,110,110,0,0,271,271
MIAPRC103,GBP,125,125,13.3333,13.3333,150,150
MIAPRC104,GBP,0.0,0.0,0.0,0.0,100,100
MIAPRC105,GBP,550,550,16.6667,16.6667,218,218
MIAPRC106,GBP,120,120,13.3333,13.3333,185,185
MIAPRC107,GBP,100,100,0,0,163,163
MIAPRC108,GBP,99,99,0,0,176,176
MIAPRC109,GBP,200,200,0,0,247,247
MIAPRC110,GBP,50,50,0,0,80,80
MIAPRC111,GBP,100,100,0,0,300,300
MIAPRC112,GBP,109,109,0,0,223,223
MIAPRC113,GBP,125,125,0,0,160,160
MIAPRC114,GBP,199,199,0,0,269,269
MIAPRC115,GBP,190,190,0,0,394,394
MIAPRC116,GBP,50,50,0,0,119,119
MIAPRC117,GBP,50,50,0,0,242,242
MIAPRC118,GBP,99,99,0,0,103,103
