checkInOutId,checkoutTime,minimumStay,checkinStartTime,checkinEndTime
MIACHK189,10:00,5.0,15:00,22:00
MIACHK190,11:00,1.0,16:00,23:00
MIACHK191,11:00,1.0,16:00,22:00
MIACHK192,10:00,2.0,11:00,19:00
MIACHK193,11:00,1.0,15:00,22:00
MIACHK194,11:00,2.0,16:00,23:00
MIACHK195,11:00,1.0,15:00,02:00
MIACHK196,11:00,1.0,15:00,22:00
MIACHK197,11:00,1.0,16:00,22:00
MIACHK198,11:00,1.0,16:00,22:00
MIACHK199,11:00,2.0,16:00,23:00
MIACHK200,11:00,1.0,16:00,22:00
MIACHK201,11:00,1.0,16:00,22:00
MIACHK202,12:00,1.0,14:00,22:00
MIACHK203,11:00,1.0,16:00,02:00
MIACHK204,11:00,3.0,15:00,22:00
MIACHK205,11:00,2.0,15:00,22:00
MIACHK206,12:00,3.0,08:00,22:00
MIACHK207,12:00,1.0,16:00,22:00
MIACHK208,11:00,1.0,16:00,22:00
MIACHK209,11:00,4.0,15:00,22:00
MIACHK210,11:00,30.0,16:00,22:00
MIACHK211,11:00,1.0,16:00,01:00
MIACHK212,11:00,4.0,09:00,12:00
MIACHK213,11:00,1.0,16:00,00:00
MIACHK214,11:00,1.0,16:00,22:00
MIACHK215,11:00,2.0,16:00,22:00
MIACHK216,10:00,1.0,15:00,02:00
MIACHK217,11:00,3.0,16:00,22:00
MIACHK218,11:00,4.0,15:00,22:00
MIACHK219,11:00,3.0,15:00,22:00
MIACHK220,11:00,1.0,16:00,22:00
MIACHK221,11:00,3.0,16:00,22:00
MIACHK222,11:00,4.0,15:00,22:00
MIACHK223,11:00,2.0,16:00,22:00
MIACHK224,11:00,3.0,16:00,22:00
MIACHK225,11:00,1.0,16:00,20:00
MIACHK226,11:00,3.0,12:00,22:00
MIACHK227,11:00,7.0,15:00,22:00
MIACHK228,10:00,1.0,16:00,02:00
MIACHK229,11:00,3.0,16:00,22:00
MIACHK230,12:00,2.0,16:00,22:00
MIACHK231,11:00,1.0,16:00,22:00
MIACHK232,11:00,1.0,16:00,23:00
MIACHK233,11:00,4.0,17:00,22:00
MIACHK234,10:00,1.0,16:00,23:00
MIACHK235,11:00,2.0,14:00,16:00
MIACHK236,11:00,1.0,15:00,22:00
MIACHK237,11:00,1.0,16:00,22:00
MIACHK238,11:00,1.0,15:00,23:00
MIACHK239,11:00,3.0,13:00,17:00
MIACHK240,10:00,3.0,16:00,22:00
MIACHK241,10:00,3.0,15:00,22:00
MIACHK242,11:00,4.0,16:00,22:00
MIACHK243,11:00,2.0,16:00,22:00
MIACHK244,11:00,4.0,15:00,22:00
MIACHK245,11:00,1.0,15:00,20:00
MIACHK246,12:00,1.0,15:00,22:00
MIACHK247,10:00,1.0,16:00,22:00
MIACHK248,11:00,2.0,15:00,22:00
MIACHK249,13:00,5.0,15:00,22:00
MIACHK250,11:00,1.0,16:00,22:00
MIACHK251,12:00,30.0,15:00,22:00
MIACHK252,11:00,2.0,15:00,23:00
MIACHK253,11:00,1.0,16:00,22:00
MIACHK254,11:00,1.0,16:00,00:00
MIACHK255,11:00,1.0,15:00,22:00
MIACHK256,11:00,1.0,16:00,22:00
MIACHK257,11:00,1.0,16:00,22:00
MIACHK258,11:00,1.0,17:00,22:00
MIACHK259,11:00,1.0,17:00,22:00
MIACHK260,12:00,10.0,15:00,22:00
MIACHK261,11:00,3.0,16:00,22:00
MIACHK262,11:00,1.0,16:00,22:00
MIACHK263,11:00,2.0,15:00,22:00
MIACHK264,11:00,2.0,15:00,22:00
MIACHK265,11:00,1.0,16:00,23:00
MIACHK266,11:00,1.0,16:00,22:00
MIACHK267,11:00,3.0,15:00,22:00
MIACHK268,11:00,3.0,15:00,22:00
MIACHK269,11:00,18.0,16:00,22:00
MIACHK270,00:00,3.0,00:00,00:00
MIACHK271,12:00,1.0,15:00,22:00
MIACHK272,11:00,1.0,15:00,22:00
MIACHK273,11:00,1.0,15:00,22:00
MIACHK274,11:00,3.0,15:00,22:00
MIACHK275,11:00,3.0,15:00,00:00
MIACHK276,11:00,3.0,16:00,23:00
MIACHK277,11:00,1.0,16:00,00:00
MIACHK278,11:00,2.0,16:00,23:00
MIACHK279,11:00,1.0,16:00,22:00
MIACHK280,10:00,2.0,15:00,22:00
MIACHK281,11:00,3.0,15:00,22:00
MIACHK282,11:00,3.0,16:00,22:00
MIACHK283,11:00,3.0,15:00,22:00
MIACHK284,11:00,1.0,21:00,22:00
MIACHK285,11:00,1.0,15:00,22:00
MIACHK286,12:00,2.0,15:00,22:00
MIACHK287,11:00,7.0,14:00,22:00
MIACHK288,11:00,2.0,16:00,22:00
MIACHK289,11:00,1.0,15:00,22:00
MIACHK290,15:00,365.0,00:00,00:00
MIACHK291,11:00,2.0,16:00,22:00
MIACHK292,11:00,2.0,16:00,22:00
MIACHK293,11:00,3.0,16:00,22:00
MIACHK294,11:00,2.0,15:00,22:00
MIACHK295,11:00,2.0,15:00,20:00
MIACHK296,10:00,1.0,15:00,02:00
MIACHK297,11:00,1.0,15:00,22:00
MIACHK298,11:00,1.0,16:00,22:00
MIACHK299,11:00,1.0,16:00,22:00
MIACHK300,12:00,1.0,00:00,00:00
MIACHK301,11:00,1.0,16:00,22:00
MIACHK302,11:00,1.0,16:00,02:00
MIACHK303,11:00,28.0,15:00,22:00
MIACHK304,09:00,4.0,16:00,22:00
MIACHK305,11:00,31.0,16:00,22:00
MIACHK306,12:00,1.0,16:00,22:00
MIACHK307,12:00,4.0,12:00,22:00
MIACHK308,11:00,5.0,17:00,22:00
MIACHK309,00:00,2.0,15:00,20:00
MIACHK310,12:00,3.0,16:00,22:00
MIACHK311,12:00,4.0,00:00,00:00
MIACHK312,11:00,3.0,16:00,20:00
MIACHK313,11:00,1.0,15:00,22:00
MIACHK314,00:00,2.0,12:00,00:00
MIACHK315,11:00,2.0,15:00,22:00
MIACHK316,11:00,1.0,16:00,22:00
MIACHK317,11:00,1.0,16:00,22:00
MIACHK318,11:00,6.0,16:00,22:00
MIACHK319,10:00,1.0,16:00,22:00
MIACHK320,08:00,1.0,18:00,23:00
MIACHK321,11:00,14.0,15:00,22:00
MIACHK322,11:00,30.0,17:00,22:00
MIACHK323,11:00,1.0,15:00,22:00
MIACHK324,12:00,1.0,16:00,22:00
MIACHK325,11:00,2.0,15:00,22:00
MIACHK326,10:00,3.0,15:00,22:00
MIACHK327,11:00,1.0,16:00,22:00
MIACHK328,11:00,2.0,15:00,22:00
MIACHK329,11:00,2.0,16:00,22:00
MIACHK330,11:00,1.0,16:00,22:00
MIACHK331,11:00,1.0,16:00,23:00
MIACHK332,11:00,30.0,15:00,22:00
MIACHK333,11:00,2.0,16:00,22:00
MIACHK334,11:00,4.0,16:00,22:00
MIACHK335,11:00,1.0,15:00,22:00
MIACHK336,10:00,4.0,16:00,22:00
MIACHK337,11:00,1.0,16:00,22:00
MIACHK338,10:00,1.0,15:00,22:00
MIACHK339,10:00,2.0,11:00,19:00
MIACHK340,12:00,28.0,15:00,22:00
MIACHK341,11:00,2.0,15:00,22:00
MIACHK342,11:00,1.0,15:00,21:00
MIACHK343,10:00,1.0,15:00,22:00
MIACHK344,11:00,30.0,15:00,20:00
MIACHK345,11:00,20.0,16:00,21:00
MIACHK346,11:00,3.0,13:00,22:00
MIACHK347,12:00,5.0,15:00,22:00
MIACHK348,11:00,30.0,16:00,22:00
MIACHK349,11:00,30.0,15:00,22:00
MIACHK350,11:00,2.0,14:00,22:00
MIACHK351,11:00,30.0,15:00,22:00
MIACHK352,11:00,2.0,15:00,00:00
MIACHK353,11:00,4.0,15:00,22:00
MIACHK354,11:00,1.0,16:00,22:00
MIACHK355,10:00,1.0,16:00,22:00
MIACHK356,11:00,180.0,10:00,22:00
MIACHK357,11:00,2.0,16:00,22:00
MIACHK358,11:00,2.0,16:00,22:00
MIACHK359,11:00,28.0,16:00,20:00
MIACHK360,11:00,1.0,15:00,22:00
MIACHK361,11:00,1.0,16:00,22:00
MIACHK362,11:00,2.0,14:00,22:00
MIACHK363,11:00,2.0,13:00,21:00
MIACHK364,11:00,2.0,16:00,22:00
MIACHK365,12:00,30.0,15:00,22:00
MIACHK366,11:00,2.0,15:00,22:00
MIACHK367,11:00,1.0,15:00,22:00
MIACHK368,10:00,1.0,15:00,22:00
MIACHK369,11:00,1.0,15:00,22:00
MIACHK370,10:00,15.0,15:00,22:00
MIACHK371,10:00,3.0,15:00,22:00
MIACHK372,10:00,5.0,14:00,22:00
MIACHK373,11:00,2.0,15:00,22:00
MIACHK374,11:00,2.0,16:00,23:00
MIACHK375,11:00,2.0,16:00,22:00
MIACHK376,11:00,1.0,16:00,22:00
MIACHK377,11:00,28.0,15:00,22:00
MIACHK378,11:00,3.0,16:00,22:00
MIACHK379,12:00,30.0,15:00,22:00
MIACHK380,11:00,30.0,15:00,22:00
MIACHK381,11:00,3.0,16:00,21:00
MIACHK382,11:00,30.0,15:00,22:00
MIACHK383,11:00,4.0,16:00,22:00
MIACHK384,10:00,1.0,15:00,00:00
MIACHK385,11:00,2.0,14:00,02:00
MIACHK386,10:00,4.0,16:00,22:00
MIACHK387,11:00,2.0,14:00,22:00
MIACHK388,11:00,1.0,15:00,22:00
MIACHK389,02:00,22.0,12:00,21:00
MIACHK390,11:00,28.0,16:00,22:00
MIACHK391,11:00,4.0,15:00,22:00
MIACHK392,11:00,2.0,16:00,22:00
MIACHK393,11:00,28.0,16:00,22:00
MIACHK394,11:00,2.0,15:00,22:00
MIACHK395,11:00,1.0,16:00,22:00
MIACHK396,11:00,28.0,00:00,00:00
MIACHK397,11:00,2.0,16:00,22:00
MIACHK398,11:00,1.0,16:00,22:00
MIACHK399,11:00,4.0,13:00,22:00
MIACHK400,12:00,3.0,16:00,00:00
MIACHK401,11:00,3.0,15:00,22:00
MIACHK402,10:00,2.0,15:00,01:00
MIACHK403,11:00,1.0,16:00,22:00
MIACHK404,11:00,2.0,16:00,23:00
MIACHK405,11:00,30.0,15:00,22:00
MIACHK406,11:00,3.0,16:00,22:00
MIACHK407,11:00,1.0,15:00,22:00
MIACHK408,11:00,1.0,15:00,00:00
MIACHK409,10:00,5.0,15:00,22:00
MIACHK410,11:00,2.0,15:00,22:00
MIACHK411,11:00,1.0,15:00,22:00
MIACHK412,11:00,1.0,15:00,00:00
MIACHK413,11:00,6.0,16:00,22:00
MIACHK414,10:00,1.0,15:00,23:00
MIACHK415,10:00,2.0,15:00,01:00
MIACHK416,11:00,1.0,16:00,22:00
MIACHK417,11:00,2.0,15:00,22:00
MIACHK418,11:00,1.0,15:00,22:00
MIACHK419,11:00,1.0,15:00,23:00
MIACHK420,11:00,1.0,16:00,22:00
MIACHK421,11:00,1.0,16:00,22:00
MIACHK422,12:00,4.0,15:00,22:00
MIACHK423,11:00,1.0,15:00,01:00
MIACHK424,10:00,1.0,16:00,22:00
MIACHK425,11:00,1.0,16:00,22:00
MIACHK426,18:00,14.0,08:00,20:00
MIACHK427,11:00,1.0,15:00,22:00
MIACHK428,11:00,1.0,15:00,22:00
MIACHK429,11:00,3.0,15:00,22:00
MIACHK430,11:00,1.0,16:00,22:00
MIACHK431,11:00,1.0,15:00,22:00
MIACHK432,11:00,1.0,16:00,00:00
MIACHK433,11:00,1.0,16:00,00:00
MIACHK434,12:00,2.0,00:00,00:00
MIACHK435,11:00,3.0,16:00,22:00
MIACHK436,11:00,2.0,15:00,22:00
MIACHK437,12:00,2.0,15:00,22:00
MIACHK438,10:00,14.0,15:00,22:00
MIACHK439,11:00,1.0,15:00,22:00
MIACHK440,11:00,4.0,16:00,22:00
MIACHK441,11:00,1.0,16:00,22:00
MIACHK442,11:00,1.0,16:00,22:00
MIACHK443,11:00,2.0,15:00,22:00
MIACHK444,11:00,1.0,16:00,22:00
MIACHK445,11:00,1.0,16:00,22:00
MIACHK446,11:00,28.0,15:00,22:00
MIACHK447,11:00,1.0,16:00,22:00
MIACHK448,12:00,3.0,15:00,22:00
MIACHK449,10:00,1.0,16:00,22:00
MIACHK450,11:00,1.0,15:00,22:00
MIACHK451,11:00,5.0,17:00,22:00
MIACHK452,10:00,2.0,12:00,22:00
MIACHK453,11:00,1.0,15:00,22:00
MIACHK454,11:00,7.0,17:00,22:00
MIACHK455,12:00,2.0,15:00,20:00
MIACHK456,11:00,2.0,15:00,22:00
MIACHK457,11:00,1.0,16:00,22:00
MIACHK458,11:00,3.0,14:00,22:00
MIACHK459,11:00,7.0,13:00,22:00
MIACHK460,10:00,1.0,15:00,23:00
MIACHK461,11:00,1.0,15:00,22:00
MIACHK462,11:00,1.0,15:00,22:00
MIACHK463,11:00,1.0,16:00,19:00
MIACHK464,10:00,3.0,15:00,22:00
MIACHK465,11:00,2.0,15:00,22:00
MIACHK466,12:00,31.0,15:00,23:00
MIACHK467,11:00,30.0,16:00,22:00
MIACHK468,11:00,3.0,16:00,22:00
MIACHK469,11:00,1.0,16:00,22:00
MIACHK470,11:00,2.0,15:00,22:00
MIACHK471,11:00,2.0,16:00,22:00
MIACHK472,11:00,3.0,16:00,22:00
MIACHK473,11:00,5.0,16:00,22:00
MIACHK474,10:00,30.0,16:00,22:00
MIACHK475,11:00,30.0,15:00,22:00
MIACHK476,13:00,6.0,15:00,22:00
MIACHK477,11:00,7.0,15:00,21:00
MIACHK478,10:00,14.0,15:00,22:00
MIACHK479,11:00,1.0,16:00,22:00
MIACHK480,11:00,3.0,16:00,22:00
MIACHK481,11:00,3.0,15:00,22:00
MIACHK482,11:00,30.0,15:00,22:00
MIACHK483,11:00,2.0,15:00,22:00
MIACHK484,11:00,2.0,15:00,23:00
MIACHK485,11:00,3.0,15:00,22:00
MIACHK486,11:00,5.0,16:00,23:00
MIACHK487,10:00,2.0,16:00,23:00
MIACHK488,11:00,1.0,16:00,22:00
MIACHK489,11:00,1.0,16:00,22:00
MIACHK490,11:00,2.0,15:00,22:00
MIACHK491,11:00,1.0,16:00,22:00
MIACHK492,10:00,2.0,14:00,22:00
MIACHK493,11:00,29.0,15:00,22:00
MIACHK494,11:00,1.0,16:00,22:00
MIACHK495,11:00,7.0,15:00,22:00
MIACHK496,11:00,24.0,15:00,22:00
MIACHK497,11:00,2.0,16:00,22:00
MIACHK498,11:00,4.0,15:00,22:00
MIACHK499,11:00,2.0,16:00,22:00
MIACHK500,11:00,2.0,16:00,22:00
NEWCHK1,11:00,3.0,15:00,21:00
NEWCHK2,11:00,1.0,16:00,02:00
NEWCHK3,12:00,2.0,15:00,22:00
NEWCHK4,12:00,3.0,15:00,22:00
NEWCHK5,11:00,3.0,15:00,22:00
NEWCHK6,11:00,2.0,15:00,22:00
NEWCHK7,00:00,1.0,15:00,22:00
NEWCHK8,09:00,1.0,15:00,22:00
NEWCHK9,11:00,30.0,15:00,22:00
NEWCHK10,11:00,1.0,15:00,22:00
NEWCHK11,11:00,1.0,16:00,23:00
NEWCHK12,12:00,3.0,00:00,00:00
NEWCHK13,11:00,1.0,14:00,22:00
NEWCHK14,12:00,1.0,15:00,21:00
NEWCHK15,11:00,1.0,15:00,22:00
NEWCHK16,11:00,2.0,15:00,22:00
NEWCHK17,11:00,3.0,11:00,22:00
NEWCHK18,11:00,1.0,16:00,22:00
NEWCHK19,12:00,30.0,15:00,22:00
NEWCHK20,11:00,1.0,15:00,22:00
NEWCHK21,11:00,5.0,16:00,00:00
NEWCHK22,11:00,2.0,15:00,20:00
NEWCHK23,12:00,30.0,16:00,22:00
NEWCHK24,11:00,1.0,14:00,23:00
NEWCHK25,12:00,1.0,15:00,00:00
NEWCHK26,11:00,5.0,15:00,22:00
NEWCHK27,11:00,1.0,15:00,22:00
NEWCHK28,11:00,3.0,15:00,22:00
NEWCHK29,11:00,2.0,16:00,22:00
NEWCHK30,12:00,4.0,12:00,22:00
NEWCHK31,11:00,3.0,15:00,22:00
NEWCHK32,11:00,2.0,15:00,22:00
NEWCHK33,11:00,2.0,14:00,22:00
NEWCHK34,11:00,2.0,15:00,22:00
NEWCHK35,11:00,1.0,14:00,02:00
NEWCHK36,10:00,1.0,15:00,22:00
NEWCHK37,11:00,5.0,15:00,22:00
NEWCHK38,11:00,1.0,14:00,22:00
NEWCHK39,11:00,3.0,15:00,22:00
NEWCHK40,12:00,2.0,16:00,22:00
NEWCHK41,12:00,30.0,12:00,22:00
NEWCHK42,11:00,1.0,16:00,22:00
NEWCHK43,11:00,1.0,15:00,22:00
NEWCHK44,10:00,3.0,15:00,22:00
NEWCHK45,10:00,3.0,16:00,22:00
NEWCHK46,11:00,7.0,15:00,22:00
NEWCHK47,11:00,2.0,16:00,22:00
NEWCHK48,11:00,3.0,16:00,00:00
NEWCHK49,10:00,1.0,16:00,22:00
NEWCHK50,11:00,1.0,14:00,22:00
NEWCHK51,12:00,1.0,13:00,22:00
NEWCHK52,11:00,2.0,16:00,18:00
NEWCHK53,11:00,2.0,15:00,22:00
NEWCHK54,12:00,1.0,15:00,22:00
NEWCHK55,11:00,1.0,15:00,22:00
NEWCHK56,11:00,3.0,15:00,22:00
NEWCHK57,12:00,2.0,15:00,22:00
NEWCHK58,12:00,2.0,14:00,22:00
NEWCHK59,11:00,3.0,15:00,22:00
NEWCHK60,11:00,30.0,15:00,22:00
NEWCHK61,10:00,2.0,15:00,23:00
NEWCHK62,10:00,60.0,10:00,22:00
NEWCHK63,10:00,4.0,15:00,22:00
NEWCHK64,11:00,28.0,15:00,00:00
NEWCHK65,11:00,28.0,15:00,22:00
NEWCHK66,10:00,2.0,16:00,21:00
NEWCHK67,19:00,4.0,00:00,00:00
NEWCHK68,10:00,1.0,14:00,23:00
NEWCHK69,12:00,2.0,15:00,22:00
NEWCHK70,11:00,3.0,16:00,22:00
NEWCHK71,11:00,1.0,16:00,22:00
NEWCHK72,10:00,1.0,12:00,22:00
NEWCHK73,11:00,1.0,15:00,22:00
NEWCHK74,11:00,3.0,15:00,22:00
NEWCHK75,11:00,3.0,15:00,22:00
NEWCHK76,11:00,2.0,16:00,23:00
NEWCHK77,12:00,30.0,15:00,22:00
NEWCHK78,10:00,1.0,13:00,00:00
NEWCHK79,11:00,1.0,15:00,22:00
NEWCHK80,11:00,7.0,13:00,22:00
NEWCHK81,11:00,1.0,15:00,20:00
NEWCHK82,10:00,2.0,15:00,00:00
NEWCHK83,11:00,1.0,15:00,21:00
NEWCHK84,10:00,3.0,16:00,22:00
NEWCHK85,12:00,1.0,17:00,22:00
NEWCHK86,10:00,3.0,15:00,22:00
NEWCHK87,11:00,1.0,16:00,22:00
NEWCHK88,11:00,3.0,15:00,22:00
NEWCHK89,11:00,1.0,15:00,22:00
NEWCHK90,11:00,2.0,15:00,23:00
NEWCHK91,11:00,2.0,17:00,22:00
NEWCHK92,11:00,4.0,15:00,22:00
NEWCHK93,11:00,1.0,17:00,22:00
NEWCHK94,11:00,1.0,15:00,22:00
NEWCHK95,10:00,7.0,14:00,22:00
NEWCHK96,10:00,7.0,14:00,22:00
NEWCHK97,11:00,3.0,14:00,22:00
NEWCHK98,11:00,1.0,16:00,23:00
NEWCHK99,11:00,1.0,15:00,22:00
NEWCHK100,11:00,2.0,15:00,22:00
NEWCHK101,11:00,1.0,16:00,22:00
NEWCHK102,11:00,3.0,16:00,22:00
NEWCHK103,12:00,30.0,16:00,21:00
NEWCHK104,11:00,5.0,15:00,22:00
NEWCHK105,11:00,4.0,15:00,22:00
NEWCHK106,11:00,2.0,13:00,22:00
NEWCHK107,11:00,2.0,15:00,22:00
NEWCHK108,11:00,2.0,16:00,22:00
NEWCHK109,11:00,1.0,18:00,00:00
NEWCHK110,12:00,7.0,11:00,17:00
NEWCHK111,11:00,3.0,16:00,22:00
NEWCHK112,11:00,1.0,16:00,21:00
NEWCHK113,10:00,2.0,16:00,22:00
NEWCHK114,11:00,30.0,14:00,22:00
NEWCHK115,11:00,5.0,13:00,22:00
NEWCHK116,11:00,2.0,15:00,22:00
NEWCHK117,11:00,5.0,15:00,22:00
NEWCHK118,10:00,1.0,14:00,23:00
NEWCHK119,09:00,1.0,15:00,22:00
NEWCHK120,11:00,1.0,15:00,22:00
NEWCHK121,11:00,1.0,15:00,22:00
NEWCHK122,10:00,1.0,15:00,01:00
NEWCHK123,12:00,1.0,15:00,02:00
NEWCHK124,11:00,1.0,16:00,23:00
NEWCHK125,11:00,1.0,14:00,00:00
NEWCHK126,11:00,3.0,16:00,22:00
NEWCHK127,11:00,3.0,15:00,22:00
NEWCHK128,11:00,1.0,16:00,00:00
NEWCHK129,12:00,1.0,15:00,22:00
NEWCHK130,11:00,3.0,15:00,22:00
NEWCHK131,00:00,1.0,15:00,22:00
NEWCHK132,00:00,2.0,12:00,22:00
NEWCHK133,11:00,2.0,15:00,18:00
NEWCHK134,11:00,1.0,16:00,02:00
NEWCHK135,10:00,1.0,15:00,22:00
NEWCHK136,11:00,2.0,16:00,22:00
NEWCHK137,11:00,2.0,16:00,20:00
NEWCHK138,10:00,1.0,15:00,22:00
NEWCHK139,11:00,5.0,15:00,22:00
NEWCHK140,12:00,3.0,15:00,22:00
NEWCHK141,11:00,1.0,14:00,21:00
NEWCHK142,11:00,2.0,00:00,00:00
NEWCHK143,11:00,1.0,15:00,02:00
NEWCHK144,11:00,2.0,15:00,22:00
NEWCHK145,11:00,1.0,15:00,22:00
NEWCHK146,11:00,1.0,15:00,18:00
NEWCHK147,12:00,1.0,15:00,22:00
NEWCHK148,11:00,4.0,00:00,00:00
NEWCHK149,11:00,1.0,15:00,22:00
NEWCHK150,11:00,3.0,16:00,23:00
NEWCHK151,10:00,7.0,14:00,22:00
NEWCHK152,11:00,1.0,16:00,23:00
NEWCHK153,10:00,7.0,14:00,22:00
NEWCHK154,11:00,1.0,15:00,22:00
NEWCHK155,11:00,21.0,16:00,22:00
NEWCHK156,10:00,2.0,14:00,22:00
NEWCHK157,11:00,1.0,16:00,22:00
NEWCHK158,11:00,1.0,15:00,22:00
NEWCHK159,12:00,30.0,15:00,00:00
NEWCHK160,10:00,2.0,15:00,00:00
NEWCHK161,11:00,2.0,16:00,22:00
NEWCHK162,12:00,29.0,16:00,22:00
NEWCHK163,11:00,29.0,15:00,22:00
NEWCHK164,11:00,29.0,15:00,22:00
NEWCHK165,10:00,1.0,15:00,22:00
NEWCHK166,11:00,1.0,15:00,22:00
NEWCHK167,11:00,2.0,14:00,22:00
NEWCHK168,11:00,2.0,15:00,22:00
NEWCHK169,10:00,30.0,15:00,22:00
NEWCHK170,11:00,1.0,18:00,22:00
NEWCHK171,11:00,1.0,14:00,02:00
NEWCHK172,09:00,2.0,15:00,22:00
NEWCHK173,11:00,2.0,15:00,22:00
NEWCHK174,11:00,1.0,15:00,22:00
NEWCHK175,10:00,3.0,16:00,23:00
NEWCHK176,11:00,1.0,14:00,22:00
NEWCHK177,11:00,5.0,15:00,22:00
NEWCHK178,10:00,7.0,15:00,22:00
NEWCHK179,10:00,1.0,13:00,22:00
NEWCHK180,11:00,3.0,15:00,22:00
NEWCHK181,10:00,2.0,15:00,22:00
NEWCHK182,11:00,2.0,15:00,22:00
NEWCHK183,12:00,1.0,00:00,00:00
NEWCHK184,11:00,2.0,16:00,22:00
NEWCHK185,11:00,30.0,15:00,22:00
NEWCHK186,12:00,2.0,15:00,23:00
NEWCHK187,11:00,28.0,16:00,21:00
NEWCHK188,10:00,1.0,16:00,22:00
NEWCHK189,10:00,7.0,14:00,22:00
NEWCHK190,11:00,29.0,00:00,00:00
NEWCHK191,11:00,20.0,15:00,22:00
NEWCHK192,11:00,2.0,16:00,22:00
NEWCHK193,11:00,2.0,14:00,22:00
NEWCHK194,11:00,3.0,16:00,22:00
NEWCHK195,11:00,7.0,15:00,22:00
NEWCHK196,10:00,28.0,16:00,22:00
NEWCHK197,11:00,3.0,15:00,23:00
NEWCHK198,11:00,1.0,15:00,22:00
NEWCHK199,12:00,2.0,15:00,22:00
NEWCHK200,11:00,3.0,15:00,02:00
NEWCHK201,11:00,3.0,00:00,00:00
NEWCHK202,11:00,30.0,15:00,22:00
NEWCHK203,11:00,3.0,15:00,22:00
NEWCHK204,10:00,2.0,16:00,22:00
NEWCHK205,11:00,29.0,15:00,22:00
NEWCHK206,12:00,2.0,15:00,18:00
NEWCHK207,11:00,7.0,15:00,22:00
NEWCHK208,10:00,2.0,15:00,22:00
NEWCHK209,11:00,1.0,00:00,00:00
NEWCHK210,11:00,2.0,15:00,22:00
NEWCHK211,11:00,2.0,15:00,22:00
NEWCHK212,12:00,2.0,16:00,22:00
NEWCHK213,11:00,30.0,15:00,22:00
NEWCHK214,11:00,4.0,16:00,22:00
NEWCHK215,11:00,2.0,15:00,22:00
NEWCHK216,10:00,1.0,12:00,22:00
NEWCHK217,10:00,2.0,13:00,22:00
NEWCHK218,10:00,5.0,15:00,17:00
NEWCHK219,11:00,1.0,15:00,22:00
NEWCHK220,10:00,1.0,13:00,00:00
NEWCHK221,11:00,2.0,15:00,00:00
NEWCHK222,14:00,3.0,11:00,22:00
NEWCHK223,12:00,1.0,15:00,22:00
NEWCHK224,11:00,1.0,15:00,22:00
NEWCHK225,11:00,29.0,14:00,23:00
NEWCHK226,11:00,3.0,15:00,17:00
NEWCHK227,10:00,14.0,17:00,22:00
NEWCHK228,10:00,3.0,16:00,20:00
NEWCHK229,10:00,2.0,15:00,22:00
NEWCHK230,11:00,1.0,15:00,21:00
NEWCHK231,11:00,4.0,15:00,22:00
NEWCHK232,10:00,2.0,15:00,23:00
NEWCHK233,11:00,1.0,15:00,22:00
NEWCHK234,12:00,1.0,15:00,22:00
NEWCHK235,11:00,3.0,15:00,22:00
NEWCHK236,11:00,2.0,15:00,22:00
NEWCHK237,12:00,2.0,10:00,22:00
NEWCHK238,11:00,3.0,14:00,22:00
NEWCHK239,11:00,4.0,11:00,22:00
NEWCHK240,10:00,1.0,13:00,22:00
NEWCHK241,10:00,2.0,17:00,22:00
NEWCHK242,12:00,1.0,15:00,22:00
NEWCHK243,12:00,2.0,16:00,22:00
NEWCHK244,12:00,1.0,14:00,22:00
NEWCHK245,11:00,1.0,16:00,22:00
NEWCHK246,10:00,2.0,16:00,22:00
NEWCHK247,11:00,30.0,15:00,22:00
NEWCHK248,12:00,1.0,15:00,00:00
NEWCHK249,11:00,30.0,15:00,22:00
NEWCHK250,11:00,2.0,15:00,22:00
NEWCHK251,11:00,1.0,15:00,22:00
NEWCHK252,11:00,1.0,15:00,22:00
NEWCHK253,11:00,3.0,15:00,22:00
NEWCHK254,11:00,7.0,15:00,22:00
NEWCHK255,12:00,3.0,14:00,22:00
NEWCHK256,11:00,1.0,16:00,22:00
NEWCHK257,11:00,1.0,16:00,21:00
NEWCHK258,10:00,1.0,15:00,22:00
NEWCHK259,11:00,1.0,15:00,22:00
NEWCHK260,11:00,3.0,14:00,22:00
NEWCHK261,11:00,1.0,16:00,22:00
NEWCHK262,11:00,1.0,14:00,23:00
NEWCHK263,15:00,2.0,15:00,00:00
NEWCHK264,10:00,1.0,13:00,22:00
NEWCHK265,10:00,7.0,14:00,22:00
NEWCHK266,10:00,1.0,13:00,00:00
NEWCHK267,11:00,1.0,16:00,22:00
NEWCHK268,11:00,2.0,16:00,22:00
NEWCHK269,12:00,4.0,16:00,22:00
NEWCHK270,11:00,2.0,15:00,22:00
NEWCHK271,12:00,1.0,13:00,22:00
NEWCHK272,11:00,3.0,15:00,22:00
NEWCHK273,11:00,4.0,16:00,22:00
NEWCHK274,10:00,1.0,15:00,22:00
NEWCHK275,11:00,30.0,14:00,22:00
NEWCHK276,10:00,1.0,15:00,20:00
NEWCHK277,11:00,30.0,15:00,22:00
NEWCHK278,10:00,3.0,15:00,22:00
NEWCHK279,11:00,20.0,15:00,22:00
NEWCHK280,12:00,3.0,15:00,22:00
NEWCHK281,11:00,150.0,15:00,22:00
NEWCHK282,11:00,29.0,15:00,22:00
