checkInOutId,checkoutTime,minimumStay,checkinStartTime,checkinEndTime
LONCHK82,11:00,5.0,15:00,20:00
LONCHK83,11:00,2.0,12:00,00:00
LONCHK84,10:00,3.0,15:00,20:00
LONCHK85,11:00,3.0,14:00,22:00
LONCHK86,10:00,3.0,15:00,21:00
LONCHK87,11:00,3.0,12:00,17:00
LONCHK88,11:00,5.0,15:00,22:00
LONCHK89,11:00,7.0,15:00,19:00
LONCHK90,10:00,2.0,14:00,22:00
LONCHK91,11:00,2.0,15:00,22:00
LONCHK92,11:00,7.0,15:00,22:00
LONCHK93,12:00,7.0,10:00,20:00
LONCHK94,11:00,1.0,11:00,16:00
LONCHK95,11:00,21.0,15:00,22:00
LONCHK96,14:00,5.0,10:00,22:00
LONCHK97,16:00,2.0,12:00,22:00
LONCHK98,11:00,1.0,15:00,20:00
LONCHK99,12:00,1.0,14:00,22:00
LONCHK100,09:00,4.0,18:00,21:00
LONCHK101,12:00,20.0,16:00,01:00
LONCHK102,11:00,2.0,15:00,22:00
LONCHK103,11:00,2.0,14:00,22:00
LONCHK104,11:00,2.0,18:00,23:00
LONCHK105,11:00,5.0,00:00,00:00
LONCHK106,11:00,2.0,15:00,22:00
LONCHK107,10:00,2.0,15:00,23:00
LONCHK108,12:00,4.0,13:00,17:00
LONCHK109,11:00,1.0,14:00,22:00
LONCHK110,11:00,3.0,10:00,21:00
LONCHK111,12:00,2.0,16:00,22:00
LONCHK112,11:00,1.0,15:00,22:00
LONCHK113,11:00,1.0,16:00,19:00
LONCHK114,10:00,27.0,15:00,21:00
LONCHK115,11:00,2.0,15:00,22:00
LONCHK116,10:00,5.0,16:00,20:00
LONCHK117,11:00,1.0,15:00,21:00
LONCHK118,11:00,2.0,15:00,22:00
LONCHK119,12:00,3.0,15:00,23:00
LONCHK120,11:00,1.0,15:00,19:00
LONCHK121,10:00,3.0,15:00,21:00
LONCHK122,10:00,1.0,12:00,00:00
LONCHK123,11:00,3.0,14:00,22:00
LONCHK124,11:00,3.0,15:00,22:00
LONCHK125,11:00,7.0,15:00,00:00
LONCHK126,11:00,4.0,15:00,22:00
LONCHK127,12:00,3.0,15:00,22:00
LONCHK128,10:00,1.0,12:00,15:00
LONCHK129,11:00,2.0,15:00,22:00
LONCHK130,10:00,3.0,00:00,00:00
LONCHK131,10:00,2.0,17:00,22:00
LONCHK132,10:00,1.0,15:00,22:00
LONCHK133,11:00,2.0,15:00,22:00
LONCHK134,10:00,4.0,15:00,23:00
LONCHK135,11:00,1.0,12:00,22:00
LONCHK136,12:00,7.0,15:00,22:00
LONCHK137,11:00,2.0,15:00,21:00
LONCHK138,12:00,3.0,15:00,22:00
LONCHK139,10:00,3.0,15:00,21:00
LONCHK140,10:00,1.0,15:00,22:00
LONCHK141,11:00,3.0,15:00,18:00
LONCHK142,11:00,3.0,16:00,19:00
LONCHK143,11:00,2.0,15:00,22:00
LONCHK144,11:00,5.0,15:00,22:00
LONCHK145,11:00,1.0,14:00,22:00
LONCHK146,11:00,3.0,15:00,22:00
LONCHK147,11:00,5.0,16:00,18:00
LONCHK148,11:00,2.0,15:00,22:00
LONCHK149,11:00,2.0,15:00,22:00
LONCHK150,11:00,2.0,15:00,22:00
LONCHK151,11:00,2.0,15:00,22:00
LONCHK152,11:00,3.0,15:00,22:00
LONCHK153,11:00,1.0,14:00,01:00
LONCHK154,11:00,1.0,15:00,22:00
LONCHK155,10:00,2.0,15:00,20:00
LONCHK156,11:00,1.0,15:00,22:00
LONCHK157,12:00,14.0,15:00,22:00
LONCHK158,10:00,2.0,14:00,22:00
LONCHK159,11:00,1.0,00:00,00:00
LONCHK160,11:00,5.0,16:00,22:00
LONCHK161,10:00,3.0,15:00,22:00
LONCHK162,12:00,2.0,00:00,00:00
LONCHK163,11:00,1.0,16:00,19:00
LONCHK164,11:00,21.0,15:00,22:00
LONCHK165,11:00,35.0,15:00,22:00
LONCHK166,10:00,5.0,14:00,22:00
LONCHK167,11:00,2.0,15:00,19:00
LONCHK168,11:00,2.0,15:00,22:00
LONCHK169,11:00,2.0,17:00,22:00
LONCHK170,12:00,1.0,00:00,00:00
LONCHK171,11:00,5.0,15:00,21:00
LONCHK172,11:00,2.0,15:00,22:00
LONCHK173,10:00,180.0,15:00,22:00
LONCHK174,10:00,5.0,15:00,22:00
LONCHK175,11:00,5.0,15:00,22:00
LONCHK176,12:00,2.0,15:00,22:00
LONCHK177,11:00,2.0,15:00,22:00
LONCHK178,11:00,3.0,14:00,18:00
LONCHK179,11:00,1.0,15:00,22:00
LONCHK180,10:00,1.0,15:00,22:00
LONCHK181,12:00,3.0,14:00,16:00
LONCHK182,11:00,1.0,15:00,22:00
LONCHK183,10:00,1.0,15:00,22:00
LONCHK184,10:00,3.0,15:00,19:00
LONCHK185,16:00,3.0,11:00,22:00
LONCHK186,12:00,3.0,17:00,22:00
LONCHK187,11:00,1.0,13:00,21:00
LONCHK188,11:00,1.0,15:00,22:00
LONCHK189,10:00,2.0,15:00,22:00
LONCHK190,11:00,2.0,15:00,22:00
LONCHK191,11:00,1.0,15:00,20:00
LONCHK192,10:00,5.0,15:00,17:00
LONCHK193,10:00,2.0,18:00,22:00
LONCHK194,11:00,1.0,15:00,22:00
LONCHK195,10:00,3.0,15:00,20:00
LONCHK196,11:00,1.0,16:00,19:00
LONCHK197,11:00,5.0,15:00,18:00
LONCHK198,12:00,3.0,15:00,21:00
LONCHK199,11:00,1.0,15:00,22:00
LONCHK200,11:00,1.0,15:00,22:00
LONCHK201,10:00,2.0,15:00,22:00
LONCHK202,11:00,2.0,15:00,22:00
LONCHK203,11:00,5.0,15:00,22:00
LONCHK204,11:00,2.0,13:00,19:00
LONCHK205,11:00,2.0,14:00,22:00
LONCHK206,11:00,2.0,15:00,22:00
LONCHK207,11:00,3.0,00:00,00:00
LONCHK208,11:00,1.0,15:00,21:00
LONCHK209,12:00,1.0,16:00,00:00
LONCHK210,10:00,2.0,15:00,22:00
LONCHK211,10:00,5.0,15:00,01:00
LONCHK212,11:00,1.0,15:00,22:00
LONCHK213,11:00,10.0,15:00,22:00
LONCHK214,11:00,2.0,15:00,22:00
LONCHK215,00:00,1.0,12:00,21:00
LONCHK216,11:00,2.0,14:00,22:00
LONCHK217,10:00,2.0,15:00,22:00
LONCHK218,11:00,1.0,15:00,22:00
LONCHK219,11:00,2.0,16:00,21:00
LONCHK220,12:00,7.0,00:00,00:00
LONCHK221,11:00,1.0,14:00,22:00
LONCHK222,11:00,1.0,14:00,22:00
LONCHK223,10:00,3.0,15:00,22:00
LONCHK224,10:00,2.0,15:00,21:00
LONCHK225,11:00,5.0,15:00,22:00
LONCHK226,10:00,3.0,15:00,19:00
LONCHK227,00:00,1.0,13:00,22:00
LONCHK228,11:00,3.0,15:00,21:00
LONCHK229,10:00,10.0,14:00,22:00
LONCHK230,10:00,4.0,15:00,22:00
LONCHK231,11:00,1.0,16:00,22:00
LONCHK232,11:00,2.0,15:00,18:00
LONCHK233,11:00,3.0,14:00,22:00
LONCHK234,11:00,2.0,15:00,22:00
LONCHK235,11:00,1.0,17:00,22:00
LONCHK236,11:00,3.0,16:00,19:00
LONCHK237,11:00,1.0,13:00,22:00
LONCHK238,11:00,1.0,15:00,22:00
LONCHK239,10:00,5.0,15:00,22:00
LONCHK240,11:00,3.0,14:00,22:00
LONCHK241,11:00,1.0,15:00,22:00
LONCHK242,10:00,1.0,00:00,00:00
LONCHK243,10:00,1.0,14:00,20:00
LONCHK244,11:00,2.0,15:00,22:00
LONCHK245,12:00,1.0,14:00,18:00
LONCHK246,10:00,1.0,13:00,22:00
LONCHK247,08:00,4.0,16:00,22:00
LONCHK248,10:00,2.0,00:00,00:00
LONCHK249,11:00,4.0,15:00,21:00
LONCHK250,11:00,3.0,12:00,20:00
LONCHK251,10:00,5.0,15:00,21:00
LONCHK252,10:00,2.0,16:00,22:00
LONCHK253,10:00,3.0,15:00,22:00
LONCHK254,10:00,5.0,15:00,22:00
LONCHK255,11:00,2.0,15:00,22:00
LONCHK256,11:00,5.0,15:00,17:00
LONCHK257,11:00,3.0,16:00,22:00
LONCHK258,11:00,5.0,15:00,22:00
LONCHK259,11:00,3.0,15:00,22:00
LONCHK260,11:00,2.0,16:00,22:00
LONCHK261,11:00,3.0,15:00,22:00
LONCHK262,10:00,2.0,11:00,22:00
LONCHK263,10:00,2.0,15:00,22:00
LONCHK264,10:00,3.0,15:00,22:00
LONCHK265,11:00,3.0,16:00,22:00
LONCHK266,00:00,10.0,00:00,00:00
LONCHK267,11:00,2.0,15:00,22:00
LONCHK268,11:00,4.0,15:00,22:00
LONCHK269,11:00,1.0,15:00,22:00
LONCHK270,10:00,30.0,16:00,22:00
LONCHK271,10:00,3.0,12:00,18:00
LONCHK272,12:00,2.0,15:00,22:00
LONCHK273,10:00,3.0,15:00,22:00
LONCHK274,11:00,2.0,15:00,22:00
LONCHK275,11:00,3.0,15:00,22:00
LONCHK276,10:00,4.0,15:00,22:00
LONCHK277,11:00,2.0,15:00,22:00
LONCHK278,10:00,180.0,15:00,22:00
LONCHK279,11:00,1.0,15:00,22:00
LONCHK280,10:00,3.0,15:00,21:00
LONCHK281,11:00,1.0,00:00,00:00
LONCHK282,12:00,7.0,08:00,17:00
LONCHK283,11:00,5.0,15:00,21:00
LONCHK284,10:00,1.0,12:00,22:00
LONCHK285,12:00,4.0,13:00,22:00
LONCHK286,10:00,3.0,15:00,20:00
LONCHK287,12:00,1.0,15:00,22:00
LONCHK288,11:00,3.0,14:00,22:00
LONCHK289,11:00,5.0,15:00,21:00
LONCHK290,11:00,5.0,00:00,00:00
LONCHK291,10:00,1.0,15:00,22:00
LONCHK292,11:00,2.0,15:00,22:00
LONCHK293,11:00,3.0,12:00,22:00
LONCHK294,10:00,2.0,12:00,22:00
LONCHK295,11:00,90.0,15:00,22:00
LONCHK296,11:00,1.0,15:00,22:00
LONCHK297,11:00,4.0,15:00,22:00
LONCHK298,11:00,1.0,10:00,18:00
LONCHK299,12:00,7.0,12:00,22:00
LONCHK300,12:00,5.0,12:00,22:00
LONCHK301,10:00,2.0,15:00,22:00
LONCHK302,11:00,1.0,15:00,23:00
LONCHK303,10:00,2.0,11:00,13:00
LONCHK304,10:00,2.0,15:00,23:00
LONCHK305,10:00,3.0,15:00,21:00
LONCHK306,10:00,28.0,15:00,22:00
LONCHK307,10:00,180.0,15:00,22:00
LONCHK308,11:00,1.0,15:00,22:00
LONCHK309,11:00,3.0,15:00,21:00
LONCHK310,11:00,1.0,14:00,00:00
LONCHK311,10:00,4.0,15:00,20:00
LONCHK312,11:00,1.0,15:00,22:00
LONCHK313,10:00,1.0,14:00,22:00
LONCHK314,10:00,1.0,15:00,22:00
LONCHK315,11:00,1.0,15:00,19:00
LONCHK316,11:00,5.0,15:00,22:00
LONCHK317,11:00,2.0,15:00,22:00
LONCHK318,10:00,28.0,16:00,22:00
LONCHK319,11:00,21.0,13:00,21:00
LONCHK320,11:00,1.0,15:00,22:00
LONCHK321,11:00,1.0,13:00,22:00
LONCHK322,10:00,1.0,18:00,22:00
LONCHK323,11:00,3.0,15:00,22:00
LONCHK324,11:00,1.0,14:00,22:00
LONCHK325,10:00,1.0,15:00,22:00
LONCHK326,11:00,3.0,00:00,00:00
LONCHK327,11:00,2.0,15:00,22:00
LONCHK328,10:00,7.0,15:00,22:00
LONCHK329,11:00,4.0,15:00,22:00
LONCHK330,11:00,3.0,16:00,19:00
LONCHK331,10:00,4.0,15:00,22:00
LONCHK332,12:00,1.0,15:00,22:00
LONCHK333,11:00,2.0,15:00,22:00
LONCHK334,10:00,1.0,15:00,22:00
LONCHK335,14:00,2.0,14:00,22:00
LONCHK336,11:00,3.0,15:00,22:00
LONCHK337,11:00,4.0,16:00,22:00
LONCHK338,10:00,1.0,15:00,22:00
LONCHK339,11:00,5.0,16:00,22:00
LONCHK340,11:00,1.0,15:00,22:00
LONCHK341,12:00,2.0,14:00,22:00
LONCHK342,10:00,5.0,15:00,22:00
LONCHK343,10:00,4.0,17:00,22:00
LONCHK344,11:00,5.0,15:00,22:00
LONCHK345,11:00,2.0,15:00,22:00
LONCHK346,11:00,5.0,15:00,22:00
LONCHK347,12:00,4.0,13:00,02:00
LONCHK348,11:00,1.0,15:00,22:00
LONCHK349,10:00,2.0,14:00,00:00
LONCHK350,11:00,5.0,14:00,22:00
LONCHK351,11:00,3.0,15:00,22:00
LONCHK352,12:00,1.0,15:00,22:00
LONCHK353,11:00,1.0,15:00,22:00
LONCHK354,11:00,2.0,15:00,22:00
LONCHK355,11:00,5.0,15:00,00:00
LONCHK356,11:00,1.0,15:00,20:00
LONCHK357,11:00,2.0,15:00,22:00
LONCHK358,11:00,3.0,15:00,22:00
LONCHK359,10:00,3.0,15:00,18:00
LONCHK360,11:00,1.0,14:00,22:00
LONCHK361,11:00,7.0,15:00,22:00
LONCHK362,11:00,3.0,14:00,22:00
LONCHK363,11:00,5.0,14:00,22:00
LONCHK364,10:00,1.0,15:00,22:00
LONCHK365,13:00,4.0,16:00,19:00
LONCHK366,10:00,4.0,15:00,22:00
LONCHK367,11:00,3.0,15:00,22:00
LONCHK368,11:00,1.0,15:00,22:00
LONCHK369,11:00,8.0,15:00,22:00
LONCHK370,11:00,1.0,15:00,22:00
LONCHK371,10:00,2.0,15:00,22:00
LONCHK372,11:00,2.0,15:00,22:00
LONCHK373,11:00,1.0,15:00,22:00
LONCHK374,10:00,14.0,15:00,23:00
LONCHK375,11:00,2.0,15:00,22:00
LONCHK376,10:00,2.0,15:00,22:00
LONCHK377,10:00,4.0,15:00,22:00
LONCHK378,12:00,6.0,15:00,22:00
LONCHK379,11:00,3.0,15:00,20:00
LONCHK380,11:00,2.0,17:00,22:00
LONCHK381,11:00,60.0,12:00,22:00
LONCHK382,11:00,3.0,15:00,22:00
LONCHK383,11:00,3.0,14:00,00:00
LONCHK384,11:00,5.0,15:00,22:00
LONCHK385,11:00,1.0,15:00,22:00
LONCHK386,10:00,3.0,16:00,22:00
LONCHK387,10:00,3.0,15:00,20:00
LONCHK388,10:00,1.0,15:00,22:00
LONCHK389,10:00,5.0,15:00,22:00
LONCHK390,12:00,13.0,17:00,22:00
LONCHK391,10:00,2.0,15:00,22:00
LONCHK392,12:00,3.0,15:00,22:00
LONCHK393,11:00,2.0,15:00,22:00
LONCHK394,10:00,1.0,16:00,21:00
LONCHK395,11:00,5.0,11:00,22:00
LONCHK396,10:00,5.0,15:00,22:00
LONCHK397,11:00,1.0,15:00,22:00
LONCHK398,11:00,2.0,15:00,22:00
LONCHK399,10:00,2.0,15:00,22:00
LONCHK400,10:00,10.0,15:00,23:00
LONCHK401,11:00,3.0,15:00,22:00
LONCHK402,10:00,2.0,14:00,19:00
LONCHK403,11:00,2.0,15:00,18:00
LONCHK404,11:00,1.0,16:00,22:00
LONCHK405,11:00,1.0,14:00,02:00
LONCHK406,11:00,7.0,00:00,00:00
LONCHK407,11:00,1.0,14:00,22:00
LONCHK408,11:00,28.0,15:00,22:00
LONCHK409,11:00,7.0,15:00,22:00
LONCHK410,12:00,2.0,15:00,22:00
LONCHK411,10:00,7.0,15:00,22:00
LONCHK412,11:00,1.0,15:00,22:00
LONCHK413,10:00,3.0,15:00,22:00
LONCHK414,11:00,4.0,15:00,22:00
LONCHK415,11:00,2.0,12:00,16:00
LONCHK416,11:00,7.0,15:00,20:00
LONCHK417,11:00,3.0,15:00,20:00
LONCHK418,10:00,4.0,15:00,21:00
LONCHK419,10:00,2.0,15:00,22:00
LONCHK420,11:00,1.0,15:00,19:00
LONCHK421,11:00,1.0,16:00,22:00
LONCHK422,11:00,1.0,15:00,22:00
LONCHK423,10:00,5.0,13:00,15:00
LONCHK424,11:00,3.0,14:00,00:00
LONCHK425,10:00,2.0,16:00,22:00
LONCHK426,10:00,2.0,15:00,22:00
LONCHK427,11:00,3.0,15:00,22:00
LONCHK428,10:00,1.0,15:00,22:00
LONCHK429,11:00,1.0,15:00,22:00
LONCHK430,12:00,1.0,12:00,15:00
LONCHK431,11:00,1.0,15:00,22:00
LONCHK432,10:00,3.0,15:00,21:00
LONCHK433,10:00,3.0,18:00,23:00
LONCHK434,10:00,4.0,15:00,22:00
LONCHK435,11:00,1.0,00:00,00:00
LONCHK436,10:00,1.0,15:00,22:00
LONCHK437,11:00,2.0,15:00,22:00
LONCHK438,11:00,3.0,16:00,22:00
LONCHK439,10:00,2.0,14:00,22:00
LONCHK440,10:00,2.0,13:00,16:00
LONCHK441,10:00,2.0,14:00,22:00
LONCHK442,12:00,1.0,15:00,22:00
LONCHK443,12:00,2.0,13:00,22:00
LONCHK444,11:00,2.0,15:00,00:00
LONCHK445,11:00,4.0,17:00,22:00
LONCHK446,11:00,5.0,15:00,21:00
LONCHK447,10:00,3.0,15:00,20:00
LONCHK448,10:00,5.0,15:00,22:00
LONCHK449,11:00,5.0,15:00,22:00
LONCHK450,11:00,5.0,15:00,22:00
LONCHK451,13:00,2.0,09:00,21:00
LONCHK452,11:00,1.0,00:00,00:00
LONCHK453,10:00,2.0,16:00,22:00
LONCHK454,11:00,3.0,15:00,22:00
LONCHK455,11:00,1.0,15:00,22:00
LONCHK456,11:00,2.0,15:00,22:00
LONCHK457,10:00,1.0,16:00,21:00
LONCHK458,11:00,5.0,15:00,22:00
LONCHK459,11:00,2.0,15:00,22:00
LONCHK460,10:00,1.0,16:00,22:00
LONCHK461,11:00,2.0,15:00,22:00
LONCHK462,11:00,1.0,13:00,18:00
LONCHK463,12:00,1.0,14:00,22:00
LONCHK464,10:00,2.0,15:00,22:00
LONCHK465,10:00,1.0,16:00,22:00
LONCHK466,10:00,1.0,15:00,22:00
LONCHK467,11:00,2.0,14:00,22:00
LONCHK468,11:00,2.0,00:00,00:00
LONCHK469,11:00,6.0,15:00,22:00
LONCHK470,12:00,2.0,17:00,22:00
LONCHK471,13:00,3.0,15:00,22:00
LONCHK472,11:00,1.0,14:00,22:00
LONCHK473,11:00,3.0,15:00,22:00
LONCHK474,11:00,1.0,15:00,22:00
LONCHK475,10:00,1.0,15:00,01:00
LONCHK476,12:00,1.0,15:00,23:00
LONCHK477,10:00,2.0,14:00,00:00
LONCHK478,10:00,4.0,15:00,22:00
LONCHK479,11:00,7.0,15:00,22:00
LONCHK480,10:00,2.0,15:00,21:00
LONCHK481,10:00,7.0,16:00,20:00
LONCHK482,10:00,1.0,15:00,23:00
LONCHK483,10:00,2.0,14:00,22:00
LONCHK484,11:00,1.0,15:00,02:00
LONCHK485,11:00,7.0,15:00,22:00
LONCHK486,10:00,3.0,15:00,22:00
LONCHK487,11:00,3.0,15:00,22:00
LONCHK488,12:00,1.0,12:00,21:00
LONCHK489,14:00,4.0,00:00,00:00
LONCHK490,11:00,14.0,15:00,22:00
LONCHK491,14:00,5.0,00:00,00:00
LONCHK492,11:00,5.0,15:00,22:00
LONCHK493,10:00,5.0,16:00,22:00
LONCHK494,11:00,1.0,14:00,22:00
LONCHK495,11:00,4.0,15:00,22:00
LONCHK496,11:00,2.0,13:00,23:00
LONCHK497,10:00,7.0,15:00,22:00
LONCHK498,11:00,14.0,15:00,22:00
LONCHK499,10:00,1.0,16:00,20:00
LONCHK500,11:00,5.0,15:00,22:00
MIACHK1,11:00,2.0,15:00,22:00
MIACHK2,11:00,2.0,15:00,22:00
MIACHK3,11:00,1.0,16:00,22:00
MIACHK4,11:00,1.0,16:00,00:00
MIACHK5,11:00,30.0,15:00,23:00
MIACHK6,11:00,1.0,15:00,22:00
MIACHK7,11:00,1.0,16:00,22:00
MIACHK8,11:00,4.0,15:00,22:00
MIACHK9,10:00,28.0,00:00,00:00
MIACHK10,10:00,2.0,14:00,22:00
MIACHK11,11:00,1.0,15:00,22:00
MIACHK12,11:00,3.0,16:00,22:00
MIACHK13,11:00,2.0,16:00,22:00
MIACHK14,11:00,1.0,16:00,02:00
MIACHK15,11:00,3.0,15:00,22:00
MIACHK16,11:00,1.0,16:00,02:00
MIACHK17,12:00,1.0,15:00,22:00
MIACHK18,11:00,2.0,15:00,22:00
MIACHK19,11:00,4.0,16:00,22:00
MIACHK20,11:00,7.0,15:00,22:00
MIACHK21,11:00,3.0,16:00,22:00
MIACHK22,11:00,3.0,16:00,22:00
MIACHK23,11:00,1.0,16:00,02:00
MIACHK24,11:00,1.0,16:00,23:00
MIACHK25,10:00,4.0,16:00,22:00
MIACHK26,11:00,2.0,15:00,22:00
MIACHK27,10:00,28.0,16:00,22:00
MIACHK28,11:00,3.0,15:00,22:00
MIACHK29,11:00,1.0,16:00,22:00
MIACHK30,12:00,31.0,16:00,19:00
MIACHK31,11:00,1.0,15:00,00:00
MIACHK32,11:00,1.0,15:00,22:00
MIACHK33,11:00,1.0,16:00,22:00
MIACHK34,11:00,1.0,16:00,23:00
MIACHK35,11:00,2.0,15:00,21:00
MIACHK36,11:00,1.0,16:00,22:00
MIACHK37,11:00,2.0,15:00,22:00
MIACHK38,11:00,30.0,16:00,22:00
MIACHK39,11:00,1.0,16:00,22:00
MIACHK40,11:00,1.0,16:00,23:00
MIACHK41,10:00,30.0,11:00,17:00
MIACHK42,12:00,1.0,16:00,22:00
MIACHK43,11:00,1.0,16:00,22:00
MIACHK44,12:00,1.0,16:00,22:00
MIACHK45,11:00,3.0,15:00,22:00
MIACHK46,11:00,1.0,16:00,22:00
MIACHK47,11:00,1.0,16:00,20:00
MIACHK48,12:00,1.0,17:00,22:00
MIACHK49,18:00,27.0,00:00,00:00
MIACHK50,11:00,2.0,15:00,22:00
MIACHK51,11:00,1.0,16:00,22:00
MIACHK52,11:00,1.0,16:00,20:00
MIACHK53,12:00,30.0,14:00,20:00
MIACHK54,10:00,2.0,15:00,22:00
MIACHK55,11:00,1.0,14:00,22:00
MIACHK56,11:00,1.0,16:00,22:00
MIACHK57,11:00,1.0,14:00,22:00
MIACHK58,11:00,2.0,16:00,22:00
MIACHK59,10:00,1.0,16:00,22:00
MIACHK60,02:00,2.0,15:00,22:00
MIACHK61,10:00,1.0,15:00,23:00
MIACHK62,11:00,1.0,16:00,00:00
MIACHK63,11:00,1.0,16:00,22:00
MIACHK64,11:00,7.0,12:00,16:00
MIACHK65,11:00,1.0,15:00,22:00
MIACHK66,11:00,1.0,15:00,22:00
MIACHK67,11:00,1.0,15:00,21:00
MIACHK68,11:00,7.0,00:00,00:00
MIACHK69,11:00,3.0,15:00,22:00
MIACHK70,10:00,1.0,16:00,02:00
MIACHK71,11:00,1.0,14:00,22:00
MIACHK72,11:00,1.0,16:00,00:00
MIACHK73,11:00,4.0,00:00,00:00
MIACHK74,11:00,1.0,15:00,22:00
MIACHK75,11:00,2.0,16:00,23:00
MIACHK76,12:00,30.0,16:00,22:00
MIACHK77,12:00,3.0,15:00,22:00
MIACHK78,11:00,2.0,15:00,22:00
MIACHK79,11:00,3.0,16:00,22:00
MIACHK80,11:00,3.0,15:00,22:00
MIACHK81,10:00,22.0,15:00,19:00
MIACHK82,11:00,1.0,16:00,22:00
MIACHK83,10:00,2.0,16:00,23:00
MIACHK84,11:00,14.0,15:00,22:00
MIACHK85,11:00,1.0,17:00,19:00
MIACHK86,11:00,2.0,16:00,22:00
MIACHK87,11:00,30.0,15:00,22:00
MIACHK88,11:00,14.0,16:00,22:00
MIACHK89,12:00,5.0,15:00,22:00
MIACHK90,11:00,2.0,15:00,22:00
MIACHK91,11:00,1.0,16:00,22:00
MIACHK92,11:00,3.0,15:00,22:00
MIACHK93,11:00,1.0,16:00,22:00
MIACHK94,10:00,3.0,16:00,22:00
MIACHK95,11:00,3.0,16:00,00:00
MIACHK96,11:00,1.0,15:00,22:00
MIACHK97,11:00,3.0,16:00,22:00
MIACHK98,11:00,1.0,16:00,22:00
MIACHK99,10:00,3.0,15:00,22:00
MIACHK100,11:00,1.0,16:00,21:00
MIACHK101,10:00,90.0,15:00,22:00
MIACHK102,11:00,1.0,16:00,22:00
MIACHK103,11:00,30.0,15:00,22:00
MIACHK104,11:00,2.0,15:00,23:00
MIACHK105,11:00,25.0,00:00,00:00
MIACHK106,11:00,3.0,16:00,22:00
MIACHK107,11:00,3.0,15:00,22:00
MIACHK108,10:00,2.0,16:00,22:00
MIACHK109,11:00,28.0,15:00,22:00
MIACHK110,12:00,25.0,15:00,23:00
MIACHK111,11:00,2.0,15:00,22:00
MIACHK112,11:00,2.0,16:00,23:00
MIACHK113,11:00,1.0,16:00,22:00
MIACHK114,11:00,1.0,16:00,22:00
MIACHK115,11:00,2.0,16:00,23:00
MIACHK116,11:00,3.0,17:00,02:00
MIACHK117,12:00,1.0,16:00,00:00
MIACHK118,11:00,4.0,15:00,20:00
MIACHK119,11:00,7.0,14:00,22:00
MIACHK120,11:00,4.0,16:00,20:00
MIACHK121,11:00,3.0,13:00,23:00
MIACHK122,11:00,25.0,14:00,22:00
MIACHK123,11:00,1.0,16:00,22:00
MIACHK124,10:00,2.0,15:00,22:00
MIACHK125,11:00,1.0,16:00,02:00
MIACHK126,11:00,1.0,15:00,22:00
MIACHK127,11:00,3.0,17:00,21:00
MIACHK128,11:00,2.0,16:00,22:00
MIACHK129,11:00,1.0,16:00,22:00
MIACHK130,11:00,28.0,15:00,22:00
MIACHK131,11:00,1.0,16:00,22:00
MIACHK132,10:00,5.0,11:00,22:00
MIACHK133,12:00,2.0,15:00,22:00
MIACHK134,11:00,2.0,16:00,22:00
MIACHK135,12:00,5.0,14:00,22:00
MIACHK136,11:00,1.0,16:00,22:00
MIACHK137,11:00,1.0,00:00,00:00
MIACHK138,11:00,2.0,15:00,22:00
MIACHK139,11:00,2.0,16:00,22:00
MIACHK140,11:00,2.0,15:00,22:00
MIACHK141,11:00,1.0,14:00,22:00
MIACHK142,10:00,3.0,16:00,23:00
MIACHK143,10:00,1.0,15:00,22:00
MIACHK144,11:00,1.0,16:00,22:00
MIACHK145,11:00,1.0,16:00,23:00
MIACHK146,10:00,1.0,15:00,02:00
MIACHK147,11:00,1.0,16:00,00:00
MIACHK148,10:00,1.0,16:00,22:00
MIACHK149,11:00,2.0,16:00,22:00
MIACHK150,11:00,5.0,15:00,22:00
MIACHK151,10:00,2.0,15:00,22:00
MIACHK152,11:00,3.0,16:00,22:00
MIACHK153,10:00,2.0,16:00,22:00
MIACHK154,11:00,14.0,16:00,22:00
MIACHK155,11:00,1.0,16:00,22:00
MIACHK156,12:00,1.0,16:00,22:00
MIACHK157,12:00,7.0,15:00,22:00
MIACHK158,10:00,1.0,15:00,22:00
MIACHK159,11:00,2.0,16:00,22:00
MIACHK160,11:00,2.0,15:00,23:00
MIACHK161,11:00,1.0,16:00,00:00
MIACHK162,11:00,1.0,15:00,21:00
MIACHK163,11:00,28.0,15:00,22:00
MIACHK164,11:00,1.0,15:00,22:00
MIACHK165,11:00,30.0,15:00,22:00
MIACHK166,11:00,1.0,15:00,22:00
MIACHK167,11:00,1.0,16:00,22:00
MIACHK168,11:00,1.0,16:00,23:00
MIACHK169,11:00,3.0,16:00,22:00
MIACHK170,11:00,1.0,16:00,22:00
MIACHK171,11:00,7.0,16:00,22:00
MIACHK172,11:00,3.0,16:00,22:00
MIACHK173,11:00,1.0,16:00,22:00
MIACHK174,11:00,1.0,16:00,22:00
MIACHK175,11:00,3.0,15:00,23:00
MIACHK176,11:00,3.0,16:00,22:00
MIACHK177,11:00,15.0,14:00,22:00
MIACHK178,11:00,1.0,15:00,22:00
MIACHK179,10:00,2.0,16:00,22:00
MIACHK180,11:00,2.0,15:00,22:00
MIACHK181,11:00,2.0,16:00,22:00
MIACHK182,10:00,2.0,15:00,22:00
MIACHK183,12:00,30.0,16:00,22:00
MIACHK184,12:00,7.0,15:00,22:00
MIACHK185,11:00,1.0,16:00,02:00
MIACHK186,11:00,1.0,15:00,22:00
MIACHK187,11:00,1.0,16:00,22:00
MIACHK188,11:00,1.0,16:00,22:00
