locationId,country,state,city,zipcode,longitude,latitude,exactLocation
LOSLOC1,US,Los Angeles,Unknown,90291,-118.47056,33.98514,False
LOSLOC2,US,Los Angeles,Unknown,90291,-118.46078,33.98287,False
LOSLOC3,US,Los Angeles,Unknown,90066,-118.43381,33.99957,False
LOSLOC4,US,Los Angeles,Unknown,91356,-118.55333,34.17982,False
LOSLOC5,US,Los Angeles,Unknown,91316,-118.51633,34.17141,False
LOSLOC6,US,Los Angeles,Unknown,90066,-118.43221,33.99103,False
LOSLOC7,US,Los Angeles,Unknown,90003,-118.27463,33.94786,False
LOSLOC8,US,Los Angeles,Unknown,90272,-118.53428,34.04461,False
LOSLOC9,US,Los Angeles,Unknown,91367,-118.64617,34.17043,False
LOSLOC10,US,Los Angeles,Unknown,90064,-118.43834,34.03189,False
LOSLOC11,US,Los Angeles,Unknown,90501,-118.30736,33.8326,False
LOSLOC12,US,Los Angeles,Unknown,90291,-118.4697,33.98353,False
LOSLOC13,US,Los Angeles,Unknown,90291,-118.46021,33.98618,False
LOSLOC14,US,Los Angeles,Unknown,90230,-118.4096,33.98601,False
LOSLOC15,US,Los Angeles,Unknown,90047,-118.3016,33.96569,False
LOSLOC16,US,Los Angeles,Unknown,90037,-118.29712,33.99131,False
LOSLOC17,US,Los Angeles,Unknown,91335,-118.52371,34.21433,False
LOSLOC18,US,Los Angeles,Unknown,90025,-118.45,34.041,True
LOSLOC19,US,Los Angeles,Unknown,90064,-118.42559,34.03326,False
LOSLOC20,US,Los Angeles,Unknown,90291,-118.4703,33.98218,False
LOSLOC21,US,Los Angeles,Unknown,91316,-118.51716,34.1683,False
LOSLOC22,US,Los Angeles,Unknown,91325,-118.50834,34.22713,False
LOSLOC23,US,Los Angeles,Unknown,91330,-118.52294,34.23914,False
LOSLOC24,US,Los Angeles,Unknown,91311,-118.56491,34.25594,False
LOSLOC25,US,Los Angeles,Unknown,90064,-118.44406,34.02542,False
LOSLOC26,US,Los Angeles,Unknown,90291,-118.458,33.986,True
LOSLOC27,US,Los Angeles,Unknown,90094,-118.4136,33.97701,False
LOSLOC28,US,Los Angeles,Unknown,90037,-118.28357,33.99936,False
LOSLOC29,US,Los Angeles,Unknown,90272,-118.5594,34.04032,False
LOSLOC30,US,Los Angeles,Unknown,91364,-118.56961,34.15883,False
LOSLOC31,US,Los Angeles,Unknown,91344,-118.511,34.26,True
LOSLOC32,US,Los Angeles,Unknown,90066,-118.43259,34.00036,False
LOSLOC33,US,Los Angeles,Unknown,90731,-118.302,33.742,True
LOSLOC34,US,Los Angeles,Unknown,90066,-118.43917,33.99542,False
LOSLOC35,US,Los Angeles,Unknown,90066,-118.43526,34.00041,False
LOSLOC36,US,Los Angeles,Unknown,90291,-118.46355,33.98778,False
LOSLOC37,US,Los Angeles,Unknown,90291,-118.46445,33.99181,False
LOSLOC38,US,Los Angeles,Unknown,90049,-118.50565,34.07624,False
LOSLOC39,US,Los Angeles,Unknown,91303,-118.58611,34.20069,False
LOSLOC40,US,Los Angeles,Unknown,91335,-118.56075,34.21033,False
LOSLOC41,US,Los Angeles,Unknown,91326,-118.53485,34.28814,False
LOSLOC42,US,Los Angeles,Unknown,90034,-118.41545,34.02041,False
LOSLOC43,US,Los Angeles,Unknown,90034,-118.41672,34.02201,False
LOSLOC44,US,Los Angeles,Unknown,90293,-118.442,33.961,True
LOSLOC45,US,Los Angeles,Unknown,91364,-118.58861,34.14968,False
LOSLOC46,US,Los Angeles,Unknown,91364,-118.61543,34.16238,False
LOSLOC47,US,Los Angeles,Unknown,91316,-118.51995,34.15894,False
LOSLOC48,US,Los Angeles,Unknown,91335,-118.52045,34.1977,False
LOSLOC49,US,Los Angeles,Unknown,91325,-118.52753,34.22122,False
LOSLOC50,US,Los Angeles,Unknown,90034,-118.42087,34.02383,False
LOSLOC51,US,Los Angeles,Unknown,90293,-118.44384,33.96057,False
LOSLOC52,US,Los Angeles,Unknown,90045,-118.38983,33.96511,False
LOSLOC53,US,Los Angeles,Unknown,90043,-118.32841,33.97231,False
LOSLOC54,US,Los Angeles,Unknown,91406,-118.5109,34.18803,False
LOSLOC55,US,Los Angeles,Unknown,90291,-118.45462,33.99261,False
LOSLOC56,US,Los Angeles,Unknown,90292,-118.45149,33.98896,False
LOSLOC57,US,Los Angeles,Unknown,90045,-118.42715,33.96076,False
LOSLOC58,US,Los Angeles,Unknown,90045,-118.39809,33.9607,False
LOSLOC59,US,Los Angeles,Unknown,90047,-118.318,33.97711,False
LOSLOC60,US,Los Angeles,Unknown,90043,-118.32637,33.99332,False
LOSLOC61,US,Los Angeles,Unknown,91316,-118.52486,34.17421,False
LOSLOC62,US,Los Angeles,Unknown,90064,-118.42689,34.03278,False
LOSLOC63,US,Los Angeles,Unknown,90292,-118.45144,33.98988,False
LOSLOC64,US,Los Angeles,Unknown,90044,-118.29767,33.98641,False
LOSLOC65,US,Los Angeles,Unknown,90062,-118.3108,33.99513,False
LOSLOC66,US,Los Angeles,Unknown,90291,-118.46372,33.98411,False
LOSLOC67,US,Los Angeles,Unknown,90291,-118.46863,33.99324,False
LOSLOC68,US,Los Angeles,Unknown,90047,-118.31179,33.98035,False
LOSLOC69,US,Los Angeles,Unknown,91325,-118.5136,34.23299,False
LOSLOC70,US,Los Angeles,Unknown,91326,-118.5317482,34.26790056,False
LOSLOC71,US,Los Angeles,Unknown,90066,-118.43412,33.99827,False
LOSLOC72,US,Los Angeles,Unknown,90047,-118.31226,33.97749,False
LOSLOC73,US,Los Angeles,Unknown,91367,-118.58863,34.17441,False
LOSLOC74,US,Los Angeles,Unknown,91367,-118.56948,34.18692,False
LOSLOC75,US,Los Angeles,Unknown,90025,-118.46493,34.04081,False
LOSLOC76,US,Los Angeles,Unknown,90025,-118.44919,34.04296,False
LOSLOC77,US,Los Angeles,Unknown,90293,-118.443,33.959,True
LOSLOC78,US,Los Angeles,Unknown,90291,-118.46135,33.98597,False
LOSLOC79,US,Los Angeles,Unknown,90066,-118.4280189,33.98873741,False
LOSLOC80,US,Los Angeles,Unknown,90302,-118.36556,33.97802,False
LOSLOC81,US,Los Angeles,Unknown,90302,-118.35711,33.97909,False
LOSLOC82,US,Los Angeles,Unknown,90402,-118.509,34.037,True
LOSLOC83,US,Los Angeles,Unknown,91307,-118.6154,34.18967,False
LOSLOC84,US,Los Angeles,Unknown, 'TV', 'Cooking basics', 'Coffee maker',False
LOSLOC85,US,Los Angeles,Unknown,90291,-118.4726,33.98534,False
LOSLOC86,US,Los Angeles,Unknown,90066,-118.44052,33.99463,False
LOSLOC87,US,Los Angeles,Unknown,90066,-118.42027,33.98948,False
LOSLOC88,US,Los Angeles,Unknown,90064,-118.44127,34.02811,False
LOSLOC89,US,Los Angeles,Unknown,90024,-118.44261,34.06065,False
LOSLOC90,US,Los Angeles,Unknown,90732,-118.31268,33.72887,False
LOSLOC91,US,Los Angeles,Unknown,90291,-118.46441,33.98353,False
LOSLOC92,US,Los Angeles,Unknown,91367,-118.57275,34.17774,False
LOSLOC93,US,Los Angeles,Unknown,91325,-118.52242,34.24471,False
LOSLOC94,US,Los Angeles,Unknown,90025,-118.45727,34.03834,False
LOSLOC95,US,Los Angeles,Unknown,90064,-118.43111,34.03763,False
LOSLOC96,US,Los Angeles,Unknown,90291,-118.4708,33.98749,False
LOSLOC97,US,Los Angeles,Unknown,90291,-118.4681,33.98506,False
LOSLOC98,US,Los Angeles,Unknown,90302,-118.35519,33.96874,False
LOSLOC99,US,Los Angeles,Unknown,90003,-118.27397,33.95718,False
LOSLOC100,US,Los Angeles,Unknown,91316,-118.51104,34.17487,False
LOSLOC101,US,Los Angeles,Unknown,91304,-118.61632,34.21322,False
LOSLOC102,US,Los Angeles,Unknown,90049,-118.47661,34.05671,False
LOSLOC103,US,Los Angeles,Unknown,90066,-118.43566,34.00009,False
LOSLOC104,US,Los Angeles,Unknown,90291,-118.44987,33.99738,False
LOSLOC105,US,Los Angeles,Unknown,91335,-118.56251,34.21256,False
LOSLOC106,US,Los Angeles,Unknown,90024,-118.44359,34.05656,False
LOSLOC107,US,Los Angeles,Unknown,90024,-118.44168,34.06084,False
LOSLOC108,US,Los Angeles,Unknown,90731,-118.284,33.73,True
LOSLOC109,US,Los Angeles,Unknown,90293,-118.44429,33.95076,False
LOSLOC110,US,Los Angeles,Unknown,90293,-118.44991,33.96238,False
LOSLOC111,US,Los Angeles,Unknown,90291,-118.47,33.984,True
LOSLOC112,US,Los Angeles,Unknown,90292,-118.466,33.979,True
LOSLOC113,US,Los Angeles,Unknown,90291,-118.459,33.994,True
LOSLOC114,US,Los Angeles,Unknown,90291,-118.46034,33.9964,False
LOSLOC115,US,Los Angeles,Unknown,90302,-118.36343,33.97179,False
LOSLOC116,US,Los Angeles,Unknown,90043,-118.34857,33.9848,False
LOSLOC117,US,Los Angeles,Unknown,90043,-118.33069,33.96881,False
LOSLOC118,US,Los Angeles,Unknown,90047,-118.30447,33.97996,False
LOSLOC119,US,Los Angeles,Unknown,91326,-118.5841,34.29499,False
LOSLOC120,US,Los Angeles,Unknown,90066,-118.42581,34.00197,False
LOSLOC121,US,Los Angeles,Unknown,90034,-118.41979,34.02345,False
LOSLOC122,US,Los Angeles,Unknown,90291,-118.469,33.984,True
LOSLOC123,US,Los Angeles,Unknown,90045,-118.37253,33.9736,False
LOSLOC124,US,Los Angeles,Unknown,90003,-118.26554,33.96938,False
LOSLOC125,US,Los Angeles,Unknown,91306,-118.57663,34.19842,False
LOSLOC126,US,Los Angeles,Unknown,91325,-118.52684,34.22571,False
LOSLOC127,US,Los Angeles,Unknown,90731,-118.28867,33.71297,False
LOSLOC128,US,Los Angeles,Unknown,90291,-118.46562,33.98985,False
LOSLOC129,US,Los Angeles,Unknown,90291,-118.45647,33.99619,False
LOSLOC130,US,Los Angeles,Unknown,90066,-118.43572,33.99711,False
LOSLOC131,US,Los Angeles,Unknown,90272,-118.52493,34.03761,False
LOSLOC132,US,Los Angeles,Unknown,91316,-118.516,34.17176,False
LOSLOC133,US,Los Angeles,Unknown,91306,-118.57844,34.22225,False
LOSLOC134,US,Los Angeles,Unknown,91406,-118.50844,34.19627,False
LOSLOC135,US,Los Angeles,Unknown,90732,-118.32594,33.7245,False
LOSLOC136,US,Los Angeles,Unknown,90302,-118.364,33.97235,False
LOSLOC137,US,Los Angeles,Unknown,90302,-118.35991,33.978,False
LOSLOC138,US,Los Angeles,Unknown,90043,-118.34766,33.98242,False
LOSLOC139,US,Los Angeles,Unknown,90002,-118.26218,33.93978,False
LOSLOC140,US,Los Angeles,Unknown,90291,-118.46732,33.99284,False
LOSLOC141,US,Los Angeles,Unknown,90301,-118.36544,33.96434,False
LOSLOC142,US,Los Angeles,Unknown,90272,-118.55928,34.04228,False
LOSLOC143,US,Los Angeles,Unknown,91306,-118.58396,34.19962,False
LOSLOC144,US,Los Angeles,Unknown,91306,-118.5792,34.2275,False
LOSLOC145,US,Los Angeles,Unknown,91335,-118.5472,34.20728,False
LOSLOC146,US,Los Angeles,Unknown,90069,-118.38226,34.10285,False
LOSLOC147,US,Los Angeles,Unknown,90069,-118.37649,34.10448,False
LOSLOC148,US,Los Angeles,Unknown,90069,-118.37644,34.10011,False
LOSLOC149,US,Los Angeles,Unknown,90006,-118.30185,34.05513,False
LOSLOC150,US,Los Angeles,Unknown,90069,-118.37472,34.08252,False
LOSLOC151,US,Los Angeles,Unknown,90020,-118.31505,34.06774,False
LOSLOC152,US,Los Angeles,Unknown,90069,-118.38179,34.1044,False
LOSLOC153,US,Los Angeles,Unknown,90014,-118.25472,34.0456,False
LOSLOC154,US,Los Angeles,Unknown,90024,-118.45028,34.06303,False
LOSLOC155,US,Los Angeles,Unknown,90069,-118.378,34.071,True
LOSLOC156,US,Los Angeles,Unknown,90046,-118.3648,34.08776,False
LOSLOC157,US,Los Angeles,Unknown,90046,-118.37656,34.10845,False
LOSLOC158,US,Los Angeles,Unknown,90016,-118.34504,34.03545,False
LOSLOC159,US,Los Angeles,Unknown,90036,-118.35682,34.08112,False
LOSLOC160,US,Los Angeles,Unknown,90049,-118.46485,34.06709,False
LOSLOC161,US,Los Angeles,Unknown,90008,-118.32118,34.01005,False
LOSLOC162,US,Los Angeles,Unknown,90016,-118.34406,34.03631,False
LOSLOC163,US,Los Angeles,Unknown,90036,-118.34418,34.05957,False
LOSLOC164,US,Los Angeles,Unknown,90016,-118.33662,34.03833,False
LOSLOC165,US,Los Angeles,Unknown,90006,-118.29452,34.0512,False
LOSLOC166,US,Los Angeles,Unknown,90015,-118.259,34.04,True
LOSLOC167,US,Los Angeles,Unknown,90035,-118.37857,34.04832,False
LOSLOC168,US,Los Angeles,Unknown,90006,-118.30177,34.05423,False
LOSLOC169,US,Los Angeles,Unknown,90015,-118.257,34.045,True
LOSLOC170,US,Los Angeles,Unknown,90049,-118.49055,34.07224,False
LOSLOC171,US,Los Angeles,Unknown,90019,-118.35234,34.04161,False
LOSLOC172,US,Los Angeles,Unknown,90019,-118.321,34.044,True
LOSLOC173,US,Los Angeles,Unknown,90036,-118.35384,34.07364,False
LOSLOC174,US,Los Angeles,Unknown,90064,-118.40942,34.04143,False
LOSLOC175,US,Los Angeles,Unknown,90035,-118.38655,34.05012,False
LOSLOC176,US,Los Angeles,Unknown,90046,-118.37589,34.12169,False
LOSLOC177,US,Los Angeles,Unknown,90019,-118.3493,34.04657,False
LOSLOC178,US,Los Angeles,Unknown,90036,-118.34532,34.06602,False
LOSLOC179,US,Los Angeles,Unknown,90016,-118.36425,34.03908,False
LOSLOC180,US,Los Angeles,Unknown,90015,-118.25768,34.04054,False
LOSLOC181,US,Los Angeles,Unknown,90014,-118.25743,34.04545,False
LOSLOC182,US,Los Angeles,Unknown,90017,-118.26443,34.05664,False
LOSLOC183,US,Los Angeles,Unknown,90211,-118.38236,34.06203,False
LOSLOC184,US,Los Angeles,Unknown,90019,-118.34451,34.04268,False
LOSLOC185,US,Los Angeles,Unknown,90035,-118.37376,34.04917,False
LOSLOC186,US,Los Angeles,Unknown,90019,-118.31389,34.04611,False
LOSLOC187,US,Los Angeles,Unknown,90069,-118.28441,34.03263,False
LOSLOC188,US,Los Angeles,Unknown,90048,-118.362,34.066,True
LOSLOC189,US,Los Angeles,Unknown,90015,-118.25824,34.04109,False
LOSLOC190,US,Los Angeles,Unknown,90013,-118.251,34.049,True
LOSLOC191,US,Los Angeles,Unknown,90004,-118.32435,34.07464,False
LOSLOC192,US,Los Angeles,Unknown,90019,-118.35515,34.05231,False
LOSLOC193,US,Los Angeles,Unknown,90017,-118.25884,34.04614,False
LOSLOC194,US,Los Angeles,Unknown,90015,-118.25739,34.04428,False
LOSLOC195,US,Los Angeles,Unknown,90035,-118.3788,34.05022,False
LOSLOC196,US,Los Angeles,Unknown,90049,-118.48754,34.08111,False
LOSLOC197,US,Los Angeles,Unknown,90046,-118.38492,34.11395,False
LOSLOC198,US,Los Angeles,Unknown,90016,-118.34522,34.02965,False
LOSLOC199,US,Los Angeles,Unknown,90035,-118.36872,34.05345,False
LOSLOC200,US,Los Angeles,Unknown,90018,-118.31569,34.03346,False
LOSLOC201,US,Los Angeles,Unknown,90014,-118.25073,34.0451,False
LOSLOC202,US,Los Angeles,Unknown,90024,-118.451,34.064,True
LOSLOC203,US,Los Angeles,Unknown,90069,-118.38875,34.09289,False
LOSLOC204,US,Los Angeles,Unknown,90008,-118.32218,34.00681,False
LOSLOC205,US,Los Angeles,Unknown,90005,-118.308,34.057,True
LOSLOC206,US,Los Angeles,Unknown,90048,-118.37357,34.06975,False
LOSLOC207,US,Los Angeles,Unknown,90048,-118.36403,34.08247,False
LOSLOC208,US,Los Angeles,Unknown,90048,-118.38528,34.07569,False
LOSLOC209,US,Los Angeles,Unknown,90018,-118.33228,34.02926,False
LOSLOC210,US,Los Angeles,Unknown,90008,-118.32165,34.01601,False
LOSLOC211,US,Los Angeles,Unknown,90018,-118.32719,34.03368,False
LOSLOC212,US,Los Angeles,Unknown,90049,-118.49115,34.06781,False
LOSLOC213,US,Los Angeles,Unknown,90046,-118.3854,34.1106,False
LOSLOC214,US,Los Angeles,Unknown,90016,-118.3558,34.03777,False
LOSLOC215,US,Los Angeles,Unknown,90019,-118.321,34.044,True
LOSLOC216,US,Los Angeles,Unknown,90004,-118.31277,34.07757,False
LOSLOC217,US,Los Angeles,Unknown,90035,-118.37866,34.05879,False
LOSLOC218,US,Los Angeles,Unknown,90077,-118.44486,34.10881,False
LOSLOC219,US,Los Angeles,Unknown,90046,-118.37601,34.10512,False
LOSLOC220,US,Los Angeles,Unknown,90019,-118.35448,34.05332,False
LOSLOC221,US,Los Angeles,Unknown,90037,-118.28643,34.00276,False
LOSLOC222,US,Los Angeles,Unknown,90014,-118.2528,34.04332,False
LOSLOC223,US,Los Angeles,Unknown,90036,-118.34411,34.06792,False
LOSLOC224,US,Los Angeles,Unknown,90034,-118.3883,34.03572,False
LOSLOC225,US,Los Angeles,Unknown,90210,-118.41461,34.09807,False
LOSLOC226,US,Los Angeles,Unknown,90069,-118.388581,34.10103388,False
LOSLOC227,US,Los Angeles,Unknown,90016,-118.33776,34.02286,False
LOSLOC228,US,Los Angeles,Unknown,90018,-118.31095,34.0276,False
LOSLOC229,US,Los Angeles,Unknown,90006,-118.29581,34.05281,False
LOSLOC230,US,Los Angeles,Unknown,90017,-118.269,34.055,True
LOSLOC231,US,Los Angeles,Unknown,90036,-118.34477,34.0684,False
LOSLOC232,US,Los Angeles,Unknown,90210,-118.40463,34.111,False
LOSLOC233,US,Los Angeles,Unknown,90036,-118.35187,34.0613,False
LOSLOC234,US,Los Angeles,Unknown,90015,-118.26398,34.0418,False
LOSLOC235,US,Los Angeles,Unknown,90048,-118.364,34.067,True
LOSLOC236,US,Los Angeles,Unknown,90064,-118.41794,34.03958,False
LOSLOC237,US,Los Angeles,Unknown,90024,-118.4508,34.06299,False
LOSLOC238,US,Los Angeles,Unknown,90016,-118.35812,34.03663,False
LOSLOC239,US,Los Angeles,Unknown,90019,-118.35608,34.04414,False
LOSLOC240,US,Los Angeles,Unknown,90006,-118.30511,34.04183,False
LOSLOC241,US,Los Angeles,Unknown,90046,-118.34545,34.08358,False
LOSLOC242,US,Los Angeles,Unknown,90039,-118.25865,34.093,False
LOSLOC243,US,Los Angeles,Unknown,91352,-118.4196,34.22148,False
LOSLOC244,US,Los Angeles,Unknown,90046,-118.3513,34.10222,False
LOSLOC245,US,Los Angeles,Unknown,90038,-118.337,34.094,True
LOSLOC246,US,Los Angeles,Unknown,90068,-118.31815,34.11561,False
LOSLOC247,US,Los Angeles,Unknown,90004,-118.28485,34.07562,False
LOSLOC248,US,Los Angeles,Unknown,90029,-118.28299,34.08884,False
LOSLOC249,US,Los Angeles,Unknown,90026,-118.26655,34.08785,False
LOSLOC250,US,Los Angeles,Unknown,90039,-118.25274,34.09301,False
LOSLOC251,US,Los Angeles,Unknown,90027,-118.2913996,34.10620702,False
LOSLOC252,US,Los Angeles,Unknown,91423,-118.44821,34.15052,False
LOSLOC253,US,Los Angeles,Unknown,91405,-118.45568,34.19341,False
LOSLOC254,US,Los Angeles,Unknown,91605,-118.41215,34.21994,False
LOSLOC255,US,Los Angeles,Unknown,91352,-118.36764,34.20664,False
LOSLOC256,US,Los Angeles,Unknown,91604,-118.39311,34.13953,False
LOSLOC257,US,Los Angeles,Unknown,90026,-118.24909,34.08669,False
LOSLOC258,US,Los Angeles,Unknown,90065,-118.21962,34.09134,False
LOSLOC259,US,Los Angeles,Unknown,90046,-118.35971,34.10289,False
LOSLOC260,US,Los Angeles,Unknown,90027,-118.27875,34.10343,False
LOSLOC261,US,Los Angeles,Unknown,91605,-118.38423,34.21109,False
LOSLOC262,US,Los Angeles,Unknown,90012,-118.24447,34.0619,False
LOSLOC263,US,Los Angeles,Unknown,90026,-118.2464,34.07488,False
LOSLOC264,US,Los Angeles,Unknown,90026,-118.25142,34.08833,False
LOSLOC265,US,Los Angeles,Unknown,91403,-118.4593,34.15898,False
LOSLOC266,US,Los Angeles,Unknown,91423,-118.41789,34.15555,False
LOSLOC267,US,Los Angeles,Unknown,91606,-118.39612,34.1856,False
LOSLOC268,US,Los Angeles,Unknown,91605,-118.3823,34.21182,False
LOSLOC269,US,Los Angeles,Unknown,91602,-118.36505,34.14999,False
LOSLOC270,US,Los Angeles,Unknown,90031,-118.21548,34.06923,False
LOSLOC271,US,Los Angeles,Unknown,90038,-118.33712,34.09206,False
LOSLOC272,US,Los Angeles,Unknown,90020,-118.30115,34.06662,False
LOSLOC273,US,Los Angeles,Unknown,90029,-118.283,34.09263,False
LOSLOC274,US,Los Angeles,Unknown,90068,-118.34205,34.11196,False
LOSLOC275,US,Los Angeles,Unknown,90038,-118.30877,34.0858,False
LOSLOC276,US,Los Angeles,Unknown,90057,-118.28001,34.06639,False
LOSLOC277,US,Los Angeles,Unknown,90026,-118.28055,34.08338,False
LOSLOC278,US,Los Angeles,Unknown,90026,-118.272,34.091,True
LOSLOC279,US,Los Angeles,Unknown,91607,-118.39491,34.16492,False
LOSLOC280,US,Los Angeles,Unknown,91606,-118.40519,34.18101,False
LOSLOC281,US,Los Angeles,Unknown,91605,-118.38204,34.21163,False
LOSLOC282,US,Los Angeles,Unknown,90028,-118.33991,34.09671,False
LOSLOC283,US,Los Angeles,Unknown,90028,-118.3419,34.09915,False
LOSLOC284,US,Los Angeles,Unknown,90039,-118.25729,34.10579,False
LOSLOC285,US,Los Angeles,Unknown,90033,-118.21078,34.04595,False
LOSLOC286,US,Los Angeles,Unknown,90046,-118.36731,34.11438,False
LOSLOC287,US,Los Angeles,Unknown,90028,-118.33657,34.10467,False
LOSLOC288,US,Los Angeles,Unknown,90038,-118.31169,34.09469,False
LOSLOC289,US,Los Angeles,Unknown,91405,-118.45554,34.19398,False
LOSLOC290,US,Los Angeles,Unknown,91352,-118.42101,34.22311,False
LOSLOC291,US,Los Angeles,Unknown,90068,-118.34459,34.13449,False
LOSLOC292,US,Los Angeles,Unknown,90068,-118.34193,34.12722,False
LOSLOC293,US,Los Angeles,Unknown,90004,-118.31549,34.08168,False
LOSLOC294,US,Los Angeles,Unknown,90028,-118.33683,34.10469,False
LOSLOC295,US,Los Angeles,Unknown,90026,-118.2687,34.08283,False
LOSLOC296,US,Los Angeles,Unknown,90026,-118.27839,34.08866,False
LOSLOC297,US,Los Angeles,Unknown,91601,-118.3855923,34.17659275,False
LOSLOC298,US,Los Angeles,Unknown,91605,-118.41077,34.19552,False
LOSLOC299,US,Los Angeles,Unknown,91601,-118.36745,34.17634,False
LOSLOC300,US,Los Angeles,Unknown,90026,-118.25931,34.07421,False
LOSLOC301,US,Los Angeles,Unknown,91423,-118.44288,34.16351,False
LOSLOC302,US,Los Angeles,Unknown,91423,-118.42367,34.15931,False
LOSLOC303,US,Los Angeles,Unknown,90012,-118.24097,34.05022,False
LOSLOC304,US,Los Angeles,Unknown,90038,-118.33242,34.09179,False
LOSLOC305,US,Los Angeles,Unknown,90027,-118.30251,34.09674,False
LOSLOC306,US,Los Angeles,Unknown,90027,-118.28327,34.09884,False
LOSLOC307,US,Los Angeles,Unknown,90027,-118.28173,34.11276,False
LOSLOC308,US,Los Angeles,Unknown,90039,-118.26674,34.10756,False
LOSLOC309,US,Los Angeles,Unknown,91403,-118.46261,34.16333,False
LOSLOC310,US,Los Angeles,Unknown,91423,-118.42232,34.14482,False
LOSLOC311,US,Los Angeles,Unknown,91607,-118.40554,34.17061,False
LOSLOC312,US,Los Angeles,Unknown,90068,-118.34299,34.13572,False
LOSLOC313,US,Los Angeles,Unknown,90026,-118.2699,34.08237,False
LOSLOC314,US,Los Angeles,Unknown,91403,-118.45293,34.15233,False
LOSLOC315,US,Los Angeles,Unknown,91602,-118.38128,34.14853,False
LOSLOC316,US,Los Angeles,Unknown,91607,-118.39027,34.16868,False
LOSLOC317,US,Los Angeles,Unknown,90046,-118.37135,34.11084,False
LOSLOC318,US,Los Angeles,Unknown,90028,-118.34142,34.10429,False
LOSLOC319,US,Los Angeles,Unknown,90039,-118.25564,34.09692,False
LOSLOC320,US,Los Angeles,Unknown,91423,-118.41802,34.15534,False
LOSLOC321,US,Los Angeles,Unknown,91604,-118.39211,34.1457,False
LOSLOC322,US,Los Angeles,Unknown,90027,-118.30655,34.09695,False
LOSLOC323,US,Los Angeles,Unknown,90039,-118.27158,34.10462,False
LOSLOC324,US,Los Angeles,Unknown,91607,-118.40506,34.17282,False
LOSLOC325,US,Los Angeles,Unknown,91607,-118.40425,34.17355,False
LOSLOC326,US,Los Angeles,Unknown,91406,-118.49994,34.19054,False
LOSLOC327,US,Los Angeles,Unknown,91605,-118.38264,34.21152,False
LOSLOC328,US,Los Angeles,Unknown,90068,-118.32816,34.1177,False
LOSLOC329,US,Los Angeles,Unknown,90068,-118.32626,34.11279,False
LOSLOC330,US,Los Angeles,Unknown,91607,-118.402,34.175,True
LOSLOC331,US,Los Angeles,Unknown,91606,-118.37426,34.18093,False
LOSLOC332,US,Los Angeles,Unknown,90046,-118.36872,34.11167,False
LOSLOC333,US,Los Angeles,Unknown,90029,-118.2976621,34.09336947,False
LOSLOC334,US,Los Angeles,Unknown,91606,-118.38818,34.182,False
LOSLOC335,US,Los Angeles,Unknown,91343,-118.49195,34.24599,False
LOSLOC336,US,Los Angeles,Unknown,90012,-118.24569,34.05984,False
LOSLOC337,US,Los Angeles,Unknown,91423,-118.421,34.159,True
LOSLOC338,US,Los Angeles,Unknown,91601,-118.36724,34.16424,False
LOSLOC339,US,Los Angeles,Unknown,90065,-118.22225,34.09031,False
LOSLOC340,US,Los Angeles,Unknown,90046,-118.36185,34.12489,False
LOSLOC341,US,Los Angeles,Unknown,90068,-118.34,34.107,True
LOSLOC342,US,Los Angeles,Unknown,90029,-118.2967,34.08669,False
LOSLOC343,US,Los Angeles,Unknown,90039,-118.25326,34.10047,False
LOSLOC344,US,Los Angeles,Unknown,91604,-118.41347,34.15503,False
LOSLOC345,US,Los Angeles,Unknown,90068,-118.34489,34.13325,False
LOSLOC346,US,Los Angeles,Unknown,90068,-118.32053,34.12451,False
LOSLOC347,US,Los Angeles,Unknown,90004,-118.28688,34.07503,False
LOSLOC348,US,Los Angeles,Unknown,90039,-118.25586,34.09284,False
LOSLOC349,US,Los Angeles,Unknown,91423,-118.44185,34.15927,False
LOSLOC350,US,Los Angeles,Unknown,91401,-118.41698,34.18102,False
LOSLOC351,US,Los Angeles,Unknown,91601,-118.36515,34.16102,False
LOSLOC352,US,Los Angeles,Unknown,90028,-118.34327,34.10267,False
LOSLOC353,US,Los Angeles,Unknown,90068,-118.33928,34.10831,False
LOSLOC354,US,Los Angeles,Unknown,90038,-118.30977,34.08529,False
LOSLOC355,US,Los Angeles,Unknown,90026,-118.2699,34.07562,False
LOSLOC356,US,Los Angeles,Unknown,91604,-118.393,34.149,True
LOSLOC357,US,Los Angeles,Unknown,91602,-118.36638,34.15496,False
LOSLOC358,US,Los Angeles,Unknown,90012,-118.23537,34.04778,False
LOSLOC359,US,Los Angeles,Unknown,90012,-118.236,34.048,True
LOSLOC360,US,Los Angeles,Unknown,90038,-118.32789,34.0905,False
LOSLOC361,US,Los Angeles,Unknown,90046,-118.362,34.099,True
LOSLOC362,US,Los Angeles,Unknown,90068,-118.34527,34.12393,False
LOSLOC363,US,Los Angeles,Unknown,90038,-118.33891,34.09609,False
LOSLOC364,US,Los Angeles,Unknown,90068,-118.32389,34.11296,False
LOSLOC365,US,Los Angeles,Unknown,90026,-118.27483,34.08806,False
LOSLOC366,US,Los Angeles,Unknown,90026,-118.26911,34.09069,False
LOSLOC367,US,Los Angeles,Unknown,90027,-118.2867,34.10168,False
LOSLOC368,US,Los Angeles,Unknown,90027,-118.27344,34.10249,False
LOSLOC369,US,Los Angeles,Unknown,91403,-118.45,34.146,True
